,Year,Area Name,Radius Location,heathrow_distance,CCG_Poll_Map,LAT,LONG,<75 Coronary Heart Disease Mortality Rate,Asthma Admissions Over 19yr,Asthma Admissions Under 19yr,Asthma Mortality Rate,Asthma Prevalence,Atrial Fibrillation Prevalence,CHD Admissions,CHD Prevalence,CKD Prevalence,COPD (contributory cause) Mortality Rate,COPD Admissions,COPD Prevalence,Diabetes Prevalence,Heart Failure Admissions,Heart Failure Prevalence,Hypertension Prevalence,Pneumonia (all mentions) Mortality Rate,Pneumonia Admissions,Respiratory Admissions,Respiratory Tract Admissions 1yr,Respiratory Tract Admissions U1yr,Stroke Admissions,Stroke Atrial Fib Admissions,Stroke: Prevalence,Under 75 Resp Disease Mortality Rate,Unnamed: 0,Carbon monoxide,Nitric Oxide,Nitrogen dioxide,Oxides of Nitrogen,Ozone,PM10 Particulate matter,PM10,PM2.5,Sulphur dioxide
110,2008,NHS Hillingdon CCG,Inner,7458.185529,Hillingdon,51.5366,-0.4418,45.13,,,2.968732833100649,,,729.43,,,31.43015598739069,,,,111.512,,,231.697709921652,,,,,,,,34.4573233182519,59.0,,,41.98353462354277,,,,23.820121185762172,9.663251238082019,
111,2008,NHS Hounslow CCG,Inner,5336.9847119999995,Hounslow,51.4624,-0.37847,55.85,,,3.367125999684009,,,868.2130000000003,,,43.4233684410857,,,,146.528,,,268.97059845561796,,,,,,,,38.9829406464005,76.0,,40.84054962699075,50.79522351374722,113.19823591788318,36.52743372248239,27.137784100238555,,,2.80684266907085
112,2008,NHS Kingston CCG,Inner,14640.30942,South West London,51.3929,-0.28371999999999997,42.17,,,0.0,,,767.456,,,25.39,,,,142.045,,,200.8,,,,,,,,26.54,125.0,,,32.64468201507018,,45.1027968017699,,20.151395679393726,20.059371980676328,
113,2008,NHS Merton CCG,Outer,19616.70838,South West London,51.4106,-0.18867,48.71,,,2.87,,,706.2389999999997,,,28.96,,,,152.144,,,208.44,,,,,,,,26.36,125.0,,,32.64468201507018,,45.1027968017699,,20.151395679393726,20.059371980676328,
114,2008,NHS North West Surrey CCG,Inner,12083.80783,Surrey Heartlands,51.3683,-0.5151899999999999,34.53,,,1.43,,,527.5980000000002,,,24.52,,,,107.32600000000001,,,211.36,,,,,,,,27.43,142.0,0.2009010843354234,,39.31548685452444,,31.74877747041146,,21.444481438297526,11.502066787841112,1.5384090491570992
115,2008,NHS Oxfordshire CCG,Outer,66982.40789,Oxford,51.7715,-1.29146,34.57,,,2.5902496843918597,,,448.036,,,27.8362295488763,,,,106.905,,,195.336577320042,,,,,,,,28.346209217153696,93.0,,,36.529904947968475,,41.21623794826508,,24.872507720832754,,
116,2008,NHS Richmond CCG,Inner,11948.41495,South West London,51.4403,-0.28911,33.33,,,2.51,,,569.861,,,25.09,,,,107.705,,,176.98,,,,,,,,26.74,125.0,,,32.64468201507018,,45.1027968017699,,20.151395679393726,20.059371980676328,
117,2008,NHS Surrey Heath CCG,Outer,23497.23959,No Pollution Readings,51.3281,-0.70434,41.5,,,,,,535.66,,,25.1917712029581,,,,76.69800000000002,,,213.04238272536801,,,,,,,,28.132805244018996,,,,,,,,,,
118,2008,NHS Sutton CCG,Outer,23268.28951,South West London,51.3576,-0.17227,36.12,,,0.0,,,685.1410000000002,,,26.39,,,,115.439,,,208.01,,,,,,,,31.66,125.0,,,32.64468201507018,,45.1027968017699,,20.151395679393726,20.059371980676328,
119,2008,NHS Wandsworth CCG,Outer,17762.401869999998,South West London,51.4524,-0.20027999999999999,42.06,,,0.0,,,675.909,,,38.46,,,,160.59,,,239.12,,,,,,,,35.0,125.0,,,32.64468201507018,,45.1027968017699,,20.151395679393726,20.059371980676328,
120,2009,NHS Berkshire West CCG,Outer,49791.742289999995,Reading,51.4458,-1.16963,37.55,,,2.65063293878836,6.177901211672991,1.13324828013039,451.408,2.3500602149864904,4.151072291554669,28.5081927201514,,,3.962704129185701,113.84200000000001,0.45892980429570795,11.649756570583401,217.621519870592,,,,,,,1.2078746455806202,25.4815409660047,109.0,,,44.31432601127336,,,,24.82936538235286,,
121,2009,NHS Brent CCG,Outer,16247.54245,No Pollution Readings,51.5644,-0.27568000000000004,46.77,,,2.5895885631201003,,,,,,23.6033202844945,,,,,,,187.176136188737,,,,,,,,25.7645607099208,,,,,,,,,,
122,2009,NHS Buckinghamshire CCG,Outer,38818.06153,No Pollution Readings,51.7414,-0.8064399999999999,35.16,,,2.88908657310171,6.0199182118696,1.46489662713503,578.119,2.94749084044573,3.21570334587292,22.7677390002663,,,4.7094189159272,81.709,0.586759255942913,12.482908134779803,194.297860113069,,,,,,,1.5078764792759198,23.67329885482389,,,,,,,,,,
123,2009,NHS Croydon CCG,Outer,28645.8407,No Pollution Readings,51.36600000000001,-0.07761,46.53,,,1.67,,,,,,28.05,,,,,,,226.87,,,,,,,,33.51,,,,,,,,,,
124,2009,NHS Ealing CCG,Inner,11465.530929999999,Ealing,51.5244,-0.31405,55.86,,,3.24362718102533,5.17775043019173,0.84587018790582,931.038,2.6711690144394304,2.6969959597265296,36.395967841651796,,0.851060429286068,6.38377504510158,163.069,0.497834225122989,12.0269804870263,246.39752837877003,,,,,,,1.00686832032748,35.305082144957,6.0,0.6400324472780062,,56.8886387733401,,25.8569587359154,,22.769067326662523,11.207386516207693,10.177289388025422
125,2009,NHS East Berkshire CCG,Outer,15803.713430000002,East Berkshire,51.4541,-0.6802600000000001,45.09,,,3.59194295609873,5.36625564956569,1.06772312905323,739.576,2.65779115417492,2.72522743270877,31.0190001941157,,,5.351022674726339,136.056,0.51441119113063,10.7476109311098,227.372248997623,,,,,,,1.2724639016425299,29.567701196798602,23.0,,,34.64011599805646,,,,27.864766646046945,9.241056124336305,
126,2009,NHS Guildford and Waverley CCG,Outer,33590.83386,Guildford,51.1811,-0.59422,29.28,,,1.66,,,,,,25.02,,,,,,,203.08,,,,,,,,16.93,,,,,,,,,,
127,2009,NHS Hammersmith And Fulham CCG,Outer,16573.14549,Hammersmith and Fulham,51.4873,-0.21735,48.84,,,0.0,4.7313292300817595,0.80215970320643,488.533,1.81576274180726,2.1019750391054197,57.4599537442212,,1.04319053521367,4.0133825295930805,142.61700000000005,0.45104231074993395,9.423858316403141,223.917657856775,,,,,,,0.936865117922445,37.770664975182704,44.0,,,50.33713471889953,,,,20.22278196785961,,
128,2009,NHS Harrow CCG,Outer,16107.86487,No Pollution Readings,51.5946,-0.33603,38.02,,,1.6523090058516898,,,,,,16.1214836720373,,,,,,,179.701730333362,,,,,,,,25.650230568190302,,,,,,,,,,
129,2009,NHS Herts Valleys CCG,Outer,29114.52213,Watford,51.7317,-0.45521000000000006,34.71,,,1.8008516127284802,5.692680984580621,1.43341950646298,555.523,2.78317273795535,4.094415912116371,34.2402231250927,,1.20503248244859,4.3769817088010905,110.70700000000001,0.5713748531139841,12.546180963572304,205.03575820610803,,,,,,,1.6235017626322,25.211049761381396,160.0,,,39.265491325625455,,,,21.864278641480237,,
130,2009,NHS Hillingdon CCG,Inner,7458.185529,Hillingdon,51.5366,-0.4418,41.13,,,2.56072882907522,5.285273863640519,1.1085920615876101,576.269,2.60286364204096,3.4507435333276004,35.0044446323322,,1.1779592523378202,5.708526975522901,147.828,0.513230056508295,12.690710763070099,225.07057358600602,,,,,,,1.20586353984913,30.7374860127874,60.0,,,43.668143552595566,,,,23.748885705232066,9.86844515587707,
131,2009,NHS Hounslow CCG,Inner,5336.9847119999995,Hounslow,51.4624,-0.37847,50.79,,,2.79164250400251,4.60829126753846,0.8076516212289471,874.382,2.4554365049754,3.39084588541811,38.920084620522296,,0.8692714336817842,5.89901166431567,170.50099999999995,0.4867856782298379,11.4897221941788,240.116282745855,,,,,,,1.04555769661269,39.163753024015605,77.0,,38.04234970123419,49.28868693368281,106.6648953855113,34.44903615759541,25.622636815288143,,,7.9717894578029025
132,2009,NHS Kingston CCG,Inner,14640.30942,South West London,51.3929,-0.28371999999999997,41.91,,,0.0,4.72467851998276,0.9880753622843972,793.194,2.2132175132347403,2.87236451342214,27.26,,0.9604971242915872,4.16290335576181,152.034,0.445020112057134,10.1237619350354,193.65,,,,,,,1.00887069462352,23.7,126.0,,,32.07963126540219,,43.13590402484978,,20.70153171500894,13.321598309730414,
133,2009,NHS Merton CCG,Outer,19616.70838,South West London,51.4106,-0.18867,46.54,,,2.53,4.78991917399063,0.860072775388687,603.436,2.18966418746599,2.90802776076515,30.84,,1.01390360043133,4.92997309430859,145.05100000000004,0.47005218059394105,10.4227801905819,198.34,,,,,,,1.00412962982724,26.36,126.0,,,32.07963126540219,,43.13590402484978,,20.70153171500894,13.321598309730414,
134,2009,NHS North West Surrey CCG,Inner,12083.80783,Surrey Heartlands,51.3683,-0.5151899999999999,31.59,,,1.76,5.0979176710976395,1.4081348123901298,519.87,2.70594653573377,4.712188500858519,26.76,,1.2523819363133402,4.94916206218294,117.22200000000001,0.528580954112869,12.294962720494599,210.29,,,,,,,1.44329271988846,28.21,143.0,0.28185296380769226,,41.758018126373685,,24.90193865779768,,23.4725685618098,10.28665366634834,1.5886554467179486
135,2009,NHS Oxfordshire CCG,Outer,66982.40789,Oxford,51.7715,-1.29146,32.09,,,2.55712483166752,5.86478726485042,1.33033512258813,405.874,2.66357173944581,4.8739807349312505,30.162441530285893,,1.09725555140002,4.29199856118187,102.51799999999999,0.608669020100908,11.655786063155901,188.08587570057705,,,,,,,1.5866337830649495,28.4062549243124,94.0,,,37.54429075519192,,46.34964366921064,,25.106132877001272,,
136,2009,NHS Richmond CCG,Inner,11948.41495,South West London,51.4403,-0.28911,28.57,,,2.46,4.50887449042681,1.18137984270643,596.029,1.97567878998065,3.16201163366006,23.47,,0.921378700217652,3.23599099682924,104.682,0.49224160112768106,10.113327441350501,174.46,,,,,,,1.1108997952722401,25.65,126.0,,,32.07963126540219,,43.13590402484978,,20.70153171500894,13.321598309730414,
137,2009,NHS Surrey Heath CCG,Outer,23497.23959,No Pollution Readings,51.3281,-0.70434,33.24,,,,5.6511381683430395,1.36133753793062,625.757,2.8999821502945204,4.4622780415092,22.188035980829202,,1.08412740427034,4.63320740666691,105.069,0.481942047956209,12.681620753257599,217.41081418975398,,,,,,,1.44820610459927,27.8516930390822,,,,,,,,,,
138,2009,NHS Sutton CCG,Outer,23268.28951,South West London,51.3576,-0.17227,33.9,,,0.0,5.67835804927827,1.11946585129949,662.052,2.5971108545755204,3.83594557844557,30.47,,1.2722813832151,5.00853822783626,134.32399999999998,0.562852953105987,11.972169355090301,200.9,,,,,,,1.27858725156781,31.16,126.0,,,32.07963126540219,,43.13590402484978,,20.70153171500894,13.321598309730414,
139,2009,NHS Wandsworth CCG,Outer,17762.401869999998,South West London,51.4524,-0.20027999999999999,37.8,,,0.0,4.06608202626785,0.661801888678513,617.068,1.4823656697987802,1.60532305384698,39.85,,0.7939347427700592,3.6869367708102203,176.16299999999995,0.301059588630296,8.24973833688098,221.27,,,,,,,0.766173132783743,34.12,126.0,,,32.07963126540219,,43.13590402484978,,20.70153171500894,13.321598309730414,
140,2010,NHS Berkshire West CCG,Outer,49791.742289999995,Reading,51.4458,-1.16963,36.41,,,3.0178517138365204,6.2345561253689095,1.1879299316598002,472.579,2.36104720972249,4.06166178577444,30.035545120402602,,,4.0997533148158904,101.781,0.47467821754401707,11.928450394442999,212.711257841525,,,,,,,1.2346122339052699,24.80158551057,110.0,,,46.98932919533532,,,,25.55291821817796,,
141,2010,NHS Brent CCG,Outer,16247.54245,No Pollution Readings,51.5644,-0.27568000000000004,49.65,,,3.93187239016475,,,,,,25.4914811527063,,,,,,,188.318604332071,,,,,,,,28.118257329728603,,,,,,,,,,
142,2010,NHS Buckinghamshire CCG,Outer,38818.06153,No Pollution Readings,51.7414,-0.8064399999999999,32.33,,,2.72377918830338,5.99927606127116,1.51043748077692,560.97,2.9355087761878598,3.27544621932948,25.2523645594672,,,4.86395343071868,78.507,0.585218677619204,12.676250834308,186.433751102559,,,,,,,1.5252928708773703,23.203703591933998,,,,,,,,,,
143,2010,NHS Croydon CCG,Outer,28645.8407,No Pollution Readings,51.36600000000001,-0.07761,46.02,,,2.12,,,,,,31.98,,,,,,,229.64,,,,,,,,36.82,,,,,,,,,,
144,2010,NHS Ealing CCG,Inner,11465.530929999999,Ealing,51.5244,-0.31405,51.13,,,2.9771013643387003,5.0287703438153475,0.8457057955879029,912.9689999999999,2.57560749776596,2.5489922803966,34.9454263029539,,0.824793152268506,6.391489016489492,185.453,0.495257372336646,11.8274997039222,241.37590581747799,,,,,,,0.9967054618275,34.2132213193597,7.0,0.48264957010670795,,57.18230266491582,,26.273895148700554,,22.35832922493121,11.375742418228214,8.950074745199544
145,2010,NHS East Berkshire CCG,Outer,15803.713430000002,East Berkshire,51.4541,-0.6802600000000001,43.36,,,4.15872723481611,5.42061229188224,1.10507021800344,601.419,2.64478114904027,2.85734031426091,33.3907944793291,,,5.563449379992338,122.463,0.5110443773733839,10.9682267013097,226.73676852742,,,,,,,1.3077170230906001,28.7460188755604,24.0,,,35.734207306080094,,,,21.926850842498226,7.21273028346713,
146,2010,NHS Guildford and Waverley CCG,Outer,33590.83386,Guildford,51.1811,-0.59422,25.44,,,3.21,,,,,,24.3,,,,,,,211.85,,,,,,,,19.88,,,,,,,,,,
147,2010,NHS Hammersmith And Fulham CCG,Outer,16573.14549,Hammersmith and Fulham,51.4873,-0.21735,52.0,,,0.0,4.555462442939611,0.8184214924600629,483.371,1.7780988683355001,2.08294137786826,53.9026321809376,,1.07952800578802,4.16120436467628,177.28099999999995,0.4399419880417729,9.45390044155942,213.730557692488,,,,,,,0.9364941583683328,37.973793323937706,,,,,,,,,,
148,2010,NHS Harrow CCG,Outer,16107.86487,No Pollution Readings,51.5946,-0.33603,40.76,,,2.56248325490715,,,,,,18.9019273497126,,,,,,,176.746694786175,,,,,,,,26.074988444084106,,,,,,,,,,
149,2010,NHS Herts Valleys CCG,Outer,29114.52213,Watford,51.7317,-0.45521000000000006,35.48,,,1.60494397103065,5.68059603255651,1.48747556826069,544.736,2.7753705558619304,3.9566340649916696,35.6236549636374,,1.25632317666896,4.553564415814151,95.38,0.576045078200323,12.7024411105984,200.339097220955,,,,,,,1.6487906992448202,26.650469044815306,161.0,,,38.79100702531181,,,,22.71819955422389,,
150,2010,NHS Hillingdon CCG,Inner,7458.185529,Hillingdon,51.5366,-0.4418,43.67,,,2.73740919675276,5.31551542074792,1.1337730860704098,579.281,2.5675844829744396,3.36242154161138,38.641098158119895,,1.2008884681207401,5.94236133421508,139.30200000000002,0.51662728110669,12.9323718957794,224.361912469742,,,,,,,1.22215352402772,33.6477796308702,61.0,,,42.32239871690258,,,,21.2937498974638,9.491281239409211,
151,2010,NHS Hounslow CCG,Inner,5336.9847119999995,Hounslow,51.4624,-0.37847,45.6,,,3.01215383598685,4.52552357265367,0.8158800146975309,765.9760000000001,2.3315629488592697,3.1512117378901805,43.6481711006597,,0.9062456028263608,5.8883659265378,143.379,0.456375054280656,11.294551892307195,233.94710888627202,,,,,,,1.03592544343121,33.8404769224762,78.0,,32.643407485623364,43.58286132882461,92.88141709662344,48.70446493924756,24.063699042250658,,,0.8519104084321476
152,2010,NHS Kingston CCG,Inner,14640.30942,South West London,51.3929,-0.28371999999999997,39.98,,,0.0,4.812392498836768,1.01580335179712,764.331,2.20444664672813,2.7886984213127297,28.34,,0.99436942235606,4.3085728231220095,110.23700000000001,0.4612997799682629,10.2636251555854,192.86,,,,,,,1.03468006913598,24.77,127.0,,,32.282602244424766,,41.509530407726395,,20.078349973785,14.438372515811965,
153,2010,NHS Merton CCG,Outer,19616.70838,South West London,51.4106,-0.18867,43.04,,,2.99,4.73820085293321,0.886467840767879,654.22,2.1810858293696698,2.85341854367506,35.55,,1.056420057718,5.06433954937133,135.53,0.459035008784334,10.4946008484381,203.68,,,,,,,1.02358915027639,23.35,127.0,,,32.282602244424766,,41.509530407726395,,20.078349973785,14.438372515811965,
154,2010,NHS North West Surrey CCG,Inner,12083.80783,Surrey Heartlands,51.3683,-0.5151899999999999,31.77,,,2.01,5.18534218561142,1.4572020750509098,471.43,2.67108261417628,4.49798694542344,29.45,,1.26855283584142,5.105659171672451,107.51100000000001,0.5054300397556479,12.484849219431801,209.03,,,,,,,1.5108358382623899,27.27,144.0,,,47.63208384522626,,19.50004457857144,,24.69139331531693,10.669508286826774,
155,2010,NHS Oxfordshire CCG,Outer,66982.40789,Oxford,51.7715,-1.29146,30.71,,,2.05533955187409,5.88536208562254,1.40001554313544,451.89,2.68329566281758,4.50644944593923,31.9588613402382,,1.1512900675105902,4.4177562174281695,111.87299999999999,0.603591759547695,11.9552616751614,179.577536161016,,,,,,,1.64287703436976,26.8780391257484,95.0,,,33.413264372329806,,49.67751969504908,,23.630868040363435,,
156,2010,NHS Richmond CCG,Inner,11948.41495,South West London,51.4403,-0.28911,26.62,,,2.46,4.51030143103623,1.23581265665925,538.186,1.98777705804489,3.0635036223402405,26.21,,0.9753374606718772,3.2988894795467,123.449,0.476525755484834,10.2999408567325,180.95,,,,,,,1.1434365054777902,25.46,127.0,,,32.282602244424766,,41.509530407726395,,20.078349973785,14.438372515811965,
157,2010,NHS Surrey Heath CCG,Outer,23497.23959,No Pollution Readings,51.3281,-0.70434,33.6,,,,5.741293532338308,1.40027933961251,666.3480000000002,2.9068032326994504,4.44065620149669,26.1952480106704,,1.12216694306247,4.83158650348281,74.266,0.4703410569542429,12.9475104155475,207.700126803194,,,,,,,1.5136864472537601,23.629602548764,,,,,,,,,,
158,2010,NHS Sutton CCG,Outer,23268.28951,South West London,51.3576,-0.17227,30.2,,,2.47,5.71294086739497,1.1249612403100802,645.258,2.62511627906977,3.72753280726692,36.04,,1.2758062044354899,5.1842233893478875,127.631,0.5618604651162789,12.0967441860465,195.59,,,,,,,1.3041860465116295,29.79,127.0,,,32.282602244424766,,41.509530407726395,,20.078349973785,14.438372515811965,
159,2010,NHS Wandsworth CCG,Outer,17762.401869999998,South West London,51.4524,-0.20027999999999999,37.1,,,0.0,4.10654675249263,0.672848775231829,586.0319999999998,1.4861131807292398,1.6077485844531298,41.28,,0.8187224627171681,3.851557898229379,164.304,0.30920094909503604,8.41634094061278,222.06,,,,,,,0.7765844041219151,32.75,127.0,,,32.282602244424766,,41.509530407726395,,20.078349973785,14.438372515811965,
160,2011,NHS Berkshire West CCG,Outer,49791.742289999995,Reading,51.4458,-1.16963,37.67,,,3.0927866599857,6.19782842037098,1.22084822893843,468.713,2.3323634557212403,3.95601993025338,31.2841311746253,,,4.2152035333340905,96.958,0.4816861677119461,11.944131501210899,213.300487250434,,,,,,,1.25810572257361,25.2541688656899,111.0,,,45.95638545298772,,,,29.42136840311837,,
161,2011,NHS Brent CCG,Outer,16247.54245,No Pollution Readings,51.5644,-0.27568000000000004,50.96,,,4.03138433145416,,,,,,25.4601168321151,,,,,,,187.27216830461998,,,,,,,,26.490427326584506,,,,,,,,,,
162,2011,NHS Buckinghamshire CCG,Outer,38818.06153,No Pollution Readings,51.7414,-0.8064399999999999,30.32,,,2.4854494527374302,5.96487525938063,1.56611076975275,520.178,2.96547315371677,3.31721813742984,28.5518828242556,,,5.08223847717929,79.752,0.581964279433883,12.8592796717995,176.75933171753996,,,,,,,1.5584560671793202,19.5115195934638,,,,,,,,,,
163,2011,NHS Croydon CCG,Outer,28645.8407,No Pollution Readings,51.36600000000001,-0.07761,45.04,,,2.18,,,,,,35.0,,,,,,,225.22,,,,,,,,34.75,,,,,,,,,,
164,2011,NHS Ealing CCG,Inner,11465.530929999999,Ealing,51.5244,-0.31405,48.52,,,3.2728090133073398,4.923172214564411,0.867277766603014,1011.867,2.53391395664134,2.48487616320136,39.417830330312,,0.8252672408759871,6.5690578985408195,167.24900000000005,0.48457839067728603,11.7032865125246,233.855014347258,,,,,,,0.9991980292941348,30.5349940184054,8.0,0.4207831683090332,,50.39484565398761,,28.222554258240905,,23.629680687321052,13.148969639523106,4.750594092342187
165,2011,NHS East Berkshire CCG,Outer,15803.713430000002,East Berkshire,51.4541,-0.6802600000000001,43.62,,,3.8350888281143396,5.29967314682166,1.1008098338022099,555.815,2.5970105676754303,2.92732713982763,34.5083859125703,,,5.7231898025084975,131.553,0.501042911541802,10.9286737579703,222.63990251076598,,,,,,,1.31607271431647,27.5934653004516,25.0,,,36.02852741067302,,,,30.24053955752437,11.023208946257277,
166,2011,NHS Guildford and Waverley CCG,Outer,33590.83386,Guildford,51.1811,-0.59422,23.87,,,2.31,,,,,,22.12,,,,,,,208.79,,,,,,,,20.87,,,,,,,,,,
167,2011,NHS Hammersmith And Fulham CCG,Outer,16573.14549,Hammersmith and Fulham,51.4873,-0.21735,51.99,,,0.0,4.46676004958028,0.80826060028833,547.249,1.73778631317626,1.96539301706891,54.6968540562496,,1.07323168703959,4.19142167094014,171.842,0.41688135275656896,9.31451382057968,200.053537865855,,,,,,,0.942016539936817,32.083831486017296,45.0,,,83.64898474419026,,,,32.77238052568698,,
168,2011,NHS Harrow CCG,Outer,16107.86487,No Pollution Readings,51.5946,-0.33603,40.46,,,3.48373842180652,,,,,,21.398203968088698,,,,,,,182.52043737701197,,,,,,,,25.761081193927,,,,,,,,,,
169,2011,NHS Herts Valleys CCG,Outer,29114.52213,Watford,51.7317,-0.45521000000000006,34.41,,,1.51389220835651,5.62889726232952,1.5112048101578999,497.162,2.7488198904533396,4.00972920770546,35.5924995572255,,1.2656307312681299,4.677888589310482,84.679,0.573209251837316,12.678539451749801,192.941344553513,,,,,,,1.64799967508912,27.6440717579672,162.0,,,38.54786485792271,,,,24.51266701443069,,
170,2011,NHS Hillingdon CCG,Inner,7458.185529,Hillingdon,51.5366,-0.4418,43.16,,,2.45870952469788,5.21427863303545,1.14198846888267,646.618,2.5120038560649602,3.3543532954078703,40.955165183452,,1.18681754450566,6.19032467737368,155.977,0.494985261674793,12.9345025120039,215.463531366937,,,,,,,1.2239298492797699,30.927267125109402,62.0,,,41.2600780112149,,,,24.91838284319085,11.238434132461851,
171,2011,NHS Hounslow CCG,Inner,5336.9847119999995,Hounslow,51.4624,-0.37847,47.66,,,3.11373984422536,4.46233124959629,0.830518237153043,852.105,2.3020221990441603,3.0368849284141404,42.0648504858523,,0.9344519962966421,5.979973492243952,175.213,0.457290969379018,11.1314351541946,243.393209019077,,,,,,,1.03172626367981,34.049702559322,79.0,,34.46007316438599,44.513516593846674,97.38523127569641,31.619417835477595,19.084606290466702,,,-0.019038912575752028
172,2011,NHS Kingston CCG,Inner,14640.30942,South West London,51.3929,-0.28371999999999997,40.15,,,3.44,4.848908149065299,1.0603079060076401,683.0139999999999,2.2508392175020298,2.6832739476953797,30.35,,1.0630135826573799,4.56849827272592,139.343,0.472276883898599,10.5643014237759,196.54,,,,,,,1.04062970251186,24.74,128.0,,,28.879385197631734,,44.94307372023647,,22.71813238486033,17.354287620645245,
173,2011,NHS Merton CCG,Outer,19616.70838,South West London,51.4106,-0.18867,40.12,,,2.26,4.7646610384843395,0.896693840820869,546.9490000000002,2.1549406020202198,2.77215445703142,37.84,,1.07010757545811,5.31098440425212,147.73,0.461126405077715,10.6027124456206,213.64,,,,,,,1.03780065068876,28.38,128.0,,,28.879385197631734,,44.94307372023647,,22.71813238486033,17.354287620645245,
174,2011,NHS North West Surrey CCG,Inner,12083.80783,Surrey Heartlands,51.3683,-0.5151899999999999,29.35,,,1.7,5.11560511560512,1.5086880880741105,480.431,2.66578414435312,4.527919941880629,31.88,,1.2860603769694698,5.28634831133114,107.53299999999999,0.506134643352694,12.679781029211302,205.05,,,,,,,1.5214401306780705,23.5,145.0,,,41.29138180533538,,21.737974765840224,,22.431665076979094,10.439104380344425,
175,2011,NHS Oxfordshire CCG,Outer,66982.40789,Oxford,51.7715,-1.29146,29.86,,,2.51836876425488,5.853926240039638,1.421243532387,448.69300000000004,2.65946018210379,4.11769393533116,35.1328989861294,,1.170900479941,4.50938907921964,110.31700000000001,0.590460638875228,11.937490749184699,182.074002306199,,,,,,,1.65424471171674,26.082043995822396,96.0,,,34.628377968064555,,38.608095943348985,,22.91341079295766,,
176,2011,NHS Richmond CCG,Inner,11948.41495,South West London,51.4403,-0.28911,28.79,,,0.0,4.4693273533541396,1.28847931430492,532.3240000000002,1.9808968936444398,2.9174818397446205,28.09,,0.994979645847854,3.45217379542297,113.227,0.452648385199294,10.416514943559001,173.66,,,,,,,1.16915492563234,23.34,128.0,,,28.879385197631734,,44.94307372023647,,22.71813238486033,17.354287620645245,
177,2011,NHS Surrey Heath CCG,Outer,23497.23959,No Pollution Readings,51.3281,-0.70434,31.62,,,,5.839407984248309,1.4397952716357902,730.446,2.94655776520814,4.2732702386830015,27.9575513218769,,1.1791644082607902,4.99277440438508,101.971,0.466378867058106,13.0980711048396,198.475050190084,,,,,,,1.60123411023283,24.5376385401661,,,,,,,,,,
178,2011,NHS Sutton CCG,Outer,23268.28951,South West London,51.3576,-0.17227,31.32,,,2.8,5.61121809650384,1.12660976475329,594.059,2.62675111728651,3.59145507764745,40.45,,1.29268491144322,5.32048087587641,100.73299999999999,0.552778629902978,12.0763183379348,203.07,,,,,,,1.32450331125828,29.82,128.0,,,28.879385197631734,,44.94307372023647,,22.71813238486033,17.354287620645245,
179,2011,NHS Wandsworth CCG,Outer,17762.401869999998,South West London,51.4524,-0.20027999999999999,45.53,,,0.0,4.2418325622196695,0.7077105519613941,559.395,1.5313670466953897,1.71287139996712,46.02,,0.89618970810872,4.16010188016857,194.61700000000002,0.32494217379563,8.68948795923399,211.43,,,,,,,0.808686259084878,32.24,128.0,,,28.879385197631734,,44.94307372023647,,22.71813238486033,17.354287620645245,
180,2012,NHS Berkshire West CCG,Outer,49791.742289999995,Reading,51.4458,-1.16963,34.51,,,2.8198738200949403,6.2338617206578695,1.24685987378224,437.455,2.30027921958563,3.77014852461377,33.7364461856044,,,4.36389640202195,96.625,0.47725542027361795,11.881712430085699,206.76754405082198,,,,,,,1.21885038556811,26.6547615696001,112.0,,,46.206437227803576,,,,28.2837504398242,,
181,2012,NHS Brent CCG,Outer,16247.54245,No Pollution Readings,51.5644,-0.27568000000000004,53.94,,,4.13438260958111,,,,,,27.4655054097189,,,,,,,190.470655238659,,,,,,,,27.602757471114398,,,,,,,,,,
182,2012,NHS Buckinghamshire CCG,Outer,38818.06153,No Pollution Readings,51.7414,-0.8064399999999999,27.19,,,2.37828276679038,6.12138577754624,1.62070200573066,440.501,2.98193702787184,3.32203752020757,30.7104853732119,,,5.365409713084411,96.766,0.57123437092993,13.0225970304767,168.290134602018,,,,,,,1.5669770773639,19.1998512435699,,,,,,,,,,
183,2012,NHS Croydon CCG,Outer,28645.8407,No Pollution Readings,51.36600000000001,-0.07761,42.33,,,2.92,,,,,,42.08,,,,,,,222.38,,,,,,,,35.29,,,,,,,,,,
184,2012,NHS Ealing CCG,Inner,11465.530929999999,Ealing,51.5244,-0.31405,48.14,,,3.5075127590388,4.86522154002389,0.849218360974222,922.205,2.47504715835641,2.3705483094999997,35.713311457884004,,0.8129143986910949,6.8109479774,207.449,0.46606438066176203,11.465919655406699,221.71304989136502,,,,,,,0.9497901483801808,31.0105174247062,9.0,,,55.93367619352743,,34.67911716417463,,23.47171892978855,9.808660086371967,1.2119531815217388
185,2012,NHS East Berkshire CCG,Outer,15803.713430000002,East Berkshire,51.4541,-0.6802600000000001,40.42,,,3.7676434511564203,5.36291532585651,1.11810758522429,574.79,2.55874151294619,3.12748007936133,38.9776467277302,,,5.910287467736159,136.792,0.504770803802981,10.9105147979087,215.045992119036,,,,,,,1.28790965358914,27.613544934791197,26.0,,,34.224927861323145,,,,23.303635589080507,9.032873535724473,
186,2012,NHS Guildford and Waverley CCG,Outer,33590.83386,Guildford,51.1811,-0.59422,25.62,,,1.83,,,,,,23.48,,,,,,,197.9,,,,,,,,21.0,,,,,,,,,,
