,Year,Indicator Type,Indicator Name,Area Name,Radius Location,Value,heathrow_distance,LAT,LONG
1536,2006,Health - Mortality,<75 Coronary Heart Disease,NHS Merton CCG,Outer,38.63,19616.70838254888,51.4106,-0.18867
1537,2006,Health - Mortality,<75 Coronary Heart Disease,NHS Oxfordshire CCG,Outer,42.56,66982.40788744198,51.7715,-1.29146
1538,2006,Health - Mortality,<75 Coronary Heart Disease,NHS Richmond CCG,Inner,41.62,11948.414951951743,51.4403,-0.28911
1539,2006,Health - Mortality,<75 Coronary Heart Disease,NHS Surrey Heath CCG,Outer,43.8,23497.239588936216,51.3281,-0.70434
1540,2006,Health - Mortality,<75 Coronary Heart Disease,NHS Sutton CCG,Outer,44.6,23268.289513397358,51.3576,-0.17227
1541,2006,Health - Mortality,<75 Coronary Heart Disease,NHS Wandsworth CCG,Outer,50.96,17762.401872896982,51.4524,-0.20027999999999999
1542,2006,Health - Mortality,<75 Coronary Heart Disease,NHS Guildford and Waverley CCG,Outer,37.33,33590.833861625535,51.1811,-0.59422
1543,2006,Health - Mortality,<75 Coronary Heart Disease,NHS Berkshire West CCG,Outer,50.28,49791.74229301535,51.4458,-1.16963
1544,2007,Health - Mortality,<75 Coronary Heart Disease,NHS Brent CCG,Outer,57.45,16247.542448550688,51.5644,-0.27568000000000004
1545,2007,Health - Mortality,<75 Coronary Heart Disease,NHS Croydon CCG,Outer,44.83,28645.84070326317,51.36600000000001,-0.07761
1546,2007,Health - Mortality,<75 Coronary Heart Disease,NHS Hammersmith And Fulham CCG,Outer,52.85,16573.145489786915,51.4873,-0.21735
1547,2007,Health - Mortality,<75 Coronary Heart Disease,NHS Harrow CCG,Outer,39.2,16107.86486926796,51.5946,-0.33603
1548,2007,Health - Mortality,<75 Coronary Heart Disease,NHS Herts Valleys CCG,Outer,40.73,29114.522131028312,51.7317,-0.45521000000000006
1549,2007,Health - Mortality,<75 Coronary Heart Disease,NHS Kingston CCG,Inner,46.02,14640.309417301552,51.3929,-0.28371999999999997
1550,2007,Health - Mortality,<75 Coronary Heart Disease,NHS Merton CCG,Outer,45.65,19616.70838254888,51.4106,-0.18867
1551,2007,Health - Mortality,<75 Coronary Heart Disease,NHS Oxfordshire CCG,Outer,37.05,66982.40788744198,51.7715,-1.29146
1552,2007,Health - Mortality,<75 Coronary Heart Disease,NHS Richmond CCG,Inner,37.84,11948.414951951743,51.4403,-0.28911
1553,2007,Health - Mortality,<75 Coronary Heart Disease,NHS Surrey Heath CCG,Outer,43.25,23497.239588936216,51.3281,-0.70434
1554,2007,Health - Mortality,<75 Coronary Heart Disease,NHS Sutton CCG,Outer,40.69,23268.289513397358,51.3576,-0.17227
1555,2007,Health - Mortality,<75 Coronary Heart Disease,NHS Wandsworth CCG,Outer,50.86,17762.401872896982,51.4524,-0.20027999999999999
1556,2007,Health - Mortality,<75 Coronary Heart Disease,NHS Guildford and Waverley CCG,Outer,35.26,33590.833861625535,51.1811,-0.59422
1557,2007,Health - Mortality,<75 Coronary Heart Disease,NHS Berkshire West CCG,Outer,44.35,49791.74229301535,51.4458,-1.16963
1558,2008,Health - Mortality,<75 Coronary Heart Disease,NHS Brent CCG,Outer,53.21,16247.542448550688,51.5644,-0.27568000000000004
1559,2008,Health - Mortality,<75 Coronary Heart Disease,NHS Croydon CCG,Outer,43.65,28645.84070326317,51.36600000000001,-0.07761
1560,2008,Health - Mortality,<75 Coronary Heart Disease,NHS Hammersmith And Fulham CCG,Outer,48.57,16573.145489786915,51.4873,-0.21735
1561,2008,Health - Mortality,<75 Coronary Heart Disease,NHS Harrow CCG,Outer,39.39,16107.86486926796,51.5946,-0.33603
1562,2008,Health - Mortality,<75 Coronary Heart Disease,NHS Herts Valleys CCG,Outer,35.72,29114.522131028312,51.7317,-0.45521000000000006
1563,2008,Health - Mortality,<75 Coronary Heart Disease,NHS Kingston CCG,Inner,42.17,14640.309417301552,51.3929,-0.28371999999999997
1564,2008,Health - Mortality,<75 Coronary Heart Disease,NHS Merton CCG,Outer,48.71,19616.70838254888,51.4106,-0.18867
1565,2008,Health - Mortality,<75 Coronary Heart Disease,NHS Oxfordshire CCG,Outer,34.57,66982.40788744198,51.7715,-1.29146
1566,2008,Health - Mortality,<75 Coronary Heart Disease,NHS Richmond CCG,Inner,33.33,11948.414951951743,51.4403,-0.28911
1567,2008,Health - Mortality,<75 Coronary Heart Disease,NHS Surrey Heath CCG,Outer,41.5,23497.239588936216,51.3281,-0.70434
1568,2008,Health - Mortality,<75 Coronary Heart Disease,NHS Sutton CCG,Outer,36.12,23268.289513397358,51.3576,-0.17227
1569,2008,Health - Mortality,<75 Coronary Heart Disease,NHS Wandsworth CCG,Outer,42.06,17762.401872896982,51.4524,-0.20027999999999999
1570,2008,Health - Mortality,<75 Coronary Heart Disease,NHS Guildford and Waverley CCG,Outer,32.7,33590.833861625535,51.1811,-0.59422
1571,2008,Health - Mortality,<75 Coronary Heart Disease,NHS Berkshire West CCG,Outer,39.71,49791.74229301535,51.4458,-1.16963
1572,2009,Health - Mortality,<75 Coronary Heart Disease,NHS Brent CCG,Outer,46.77,16247.542448550688,51.5644,-0.27568000000000004
1573,2009,Health - Mortality,<75 Coronary Heart Disease,NHS Croydon CCG,Outer,46.53,28645.84070326317,51.36600000000001,-0.07761
1574,2009,Health - Mortality,<75 Coronary Heart Disease,NHS Hammersmith And Fulham CCG,Outer,48.84,16573.145489786915,51.4873,-0.21735
1575,2009,Health - Mortality,<75 Coronary Heart Disease,NHS Harrow CCG,Outer,38.02,16107.86486926796,51.5946,-0.33603
1576,2009,Health - Mortality,<75 Coronary Heart Disease,NHS Herts Valleys CCG,Outer,34.71,29114.522131028312,51.7317,-0.45521000000000006
1577,2009,Health - Mortality,<75 Coronary Heart Disease,NHS Kingston CCG,Inner,41.91,14640.309417301552,51.3929,-0.28371999999999997
1578,2009,Health - Mortality,<75 Coronary Heart Disease,NHS Merton CCG,Outer,46.54,19616.70838254888,51.4106,-0.18867
1579,2009,Health - Mortality,<75 Coronary Heart Disease,NHS Oxfordshire CCG,Outer,32.09,66982.40788744198,51.7715,-1.29146
1580,2009,Health - Mortality,<75 Coronary Heart Disease,NHS Richmond CCG,Inner,28.57,11948.414951951743,51.4403,-0.28911
1581,2009,Health - Mortality,<75 Coronary Heart Disease,NHS Surrey Heath CCG,Outer,33.24,23497.239588936216,51.3281,-0.70434
1582,2009,Health - Mortality,<75 Coronary Heart Disease,NHS Sutton CCG,Outer,33.9,23268.289513397358,51.3576,-0.17227
1583,2009,Health - Mortality,<75 Coronary Heart Disease,NHS Wandsworth CCG,Outer,37.8,17762.401872896982,51.4524,-0.20027999999999999
1584,2009,Health - Mortality,<75 Coronary Heart Disease,NHS Guildford and Waverley CCG,Outer,29.28,33590.833861625535,51.1811,-0.59422
1585,2009,Health - Mortality,<75 Coronary Heart Disease,NHS Berkshire West CCG,Outer,37.55,49791.74229301535,51.4458,-1.16963
1586,2010,Health - Mortality,<75 Coronary Heart Disease,NHS Brent CCG,Outer,49.65,16247.542448550688,51.5644,-0.27568000000000004
1587,2010,Health - Mortality,<75 Coronary Heart Disease,NHS Croydon CCG,Outer,46.02,28645.84070326317,51.36600000000001,-0.07761
1588,2010,Health - Mortality,<75 Coronary Heart Disease,NHS Hammersmith And Fulham CCG,Outer,52.0,16573.145489786915,51.4873,-0.21735
1589,2010,Health - Mortality,<75 Coronary Heart Disease,NHS Harrow CCG,Outer,40.76,16107.86486926796,51.5946,-0.33603
1590,2010,Health - Mortality,<75 Coronary Heart Disease,NHS Herts Valleys CCG,Outer,35.48,29114.522131028312,51.7317,-0.45521000000000006
1591,2010,Health - Mortality,<75 Coronary Heart Disease,NHS Kingston CCG,Inner,39.98,14640.309417301552,51.3929,-0.28371999999999997
1592,2010,Health - Mortality,<75 Coronary Heart Disease,NHS Merton CCG,Outer,43.04,19616.70838254888,51.4106,-0.18867
1593,2010,Health - Mortality,<75 Coronary Heart Disease,NHS Oxfordshire CCG,Outer,30.71,66982.40788744198,51.7715,-1.29146
1594,2010,Health - Mortality,<75 Coronary Heart Disease,NHS Richmond CCG,Inner,26.62,11948.414951951743,51.4403,-0.28911
1595,2010,Health - Mortality,<75 Coronary Heart Disease,NHS Surrey Heath CCG,Outer,33.6,23497.239588936216,51.3281,-0.70434
1596,2010,Health - Mortality,<75 Coronary Heart Disease,NHS Sutton CCG,Outer,30.2,23268.289513397358,51.3576,-0.17227
1597,2010,Health - Mortality,<75 Coronary Heart Disease,NHS Wandsworth CCG,Outer,37.1,17762.401872896982,51.4524,-0.20027999999999999
1598,2010,Health - Mortality,<75 Coronary Heart Disease,NHS Guildford and Waverley CCG,Outer,25.44,33590.833861625535,51.1811,-0.59422
1599,2010,Health - Mortality,<75 Coronary Heart Disease,NHS Berkshire West CCG,Outer,36.41,49791.74229301535,51.4458,-1.16963
1600,2011,Health - Mortality,<75 Coronary Heart Disease,NHS Brent CCG,Outer,50.96,16247.542448550688,51.5644,-0.27568000000000004
1601,2011,Health - Mortality,<75 Coronary Heart Disease,NHS Croydon CCG,Outer,45.04,28645.84070326317,51.36600000000001,-0.07761
1602,2011,Health - Mortality,<75 Coronary Heart Disease,NHS Hammersmith And Fulham CCG,Outer,51.99,16573.145489786915,51.4873,-0.21735
1603,2011,Health - Mortality,<75 Coronary Heart Disease,NHS Harrow CCG,Outer,40.46,16107.86486926796,51.5946,-0.33603
1604,2011,Health - Mortality,<75 Coronary Heart Disease,NHS Herts Valleys CCG,Outer,34.41,29114.522131028312,51.7317,-0.45521000000000006
1605,2011,Health - Mortality,<75 Coronary Heart Disease,NHS Kingston CCG,Inner,40.15,14640.309417301552,51.3929,-0.28371999999999997
1606,2011,Health - Mortality,<75 Coronary Heart Disease,NHS Merton CCG,Outer,40.12,19616.70838254888,51.4106,-0.18867
1607,2011,Health - Mortality,<75 Coronary Heart Disease,NHS Oxfordshire CCG,Outer,29.86,66982.40788744198,51.7715,-1.29146
1608,2011,Health - Mortality,<75 Coronary Heart Disease,NHS Richmond CCG,Inner,28.79,11948.414951951743,51.4403,-0.28911
1609,2011,Health - Mortality,<75 Coronary Heart Disease,NHS Surrey Heath CCG,Outer,31.62,23497.239588936216,51.3281,-0.70434
1610,2011,Health - Mortality,<75 Coronary Heart Disease,NHS Sutton CCG,Outer,31.32,23268.289513397358,51.3576,-0.17227
1611,2011,Health - Mortality,<75 Coronary Heart Disease,NHS Wandsworth CCG,Outer,45.53,17762.401872896982,51.4524,-0.20027999999999999
1612,2011,Health - Mortality,<75 Coronary Heart Disease,NHS Guildford and Waverley CCG,Outer,23.87,33590.833861625535,51.1811,-0.59422
1613,2011,Health - Mortality,<75 Coronary Heart Disease,NHS Berkshire West CCG,Outer,37.67,49791.74229301535,51.4458,-1.16963
1614,2012,Health - Mortality,<75 Coronary Heart Disease,NHS Brent CCG,Outer,53.94,16247.542448550688,51.5644,-0.27568000000000004
1615,2012,Health - Mortality,<75 Coronary Heart Disease,NHS Croydon CCG,Outer,42.33,28645.84070326317,51.36600000000001,-0.07761
1616,2012,Health - Mortality,<75 Coronary Heart Disease,NHS Hammersmith And Fulham CCG,Outer,48.01,16573.145489786915,51.4873,-0.21735
1617,2012,Health - Mortality,<75 Coronary Heart Disease,NHS Harrow CCG,Outer,39.66,16107.86486926796,51.5946,-0.33603
1618,2012,Health - Mortality,<75 Coronary Heart Disease,NHS Herts Valleys CCG,Outer,30.81,29114.522131028312,51.7317,-0.45521000000000006
1619,2012,Health - Mortality,<75 Coronary Heart Disease,NHS Kingston CCG,Inner,36.5,14640.309417301552,51.3929,-0.28371999999999997
1620,2012,Health - Mortality,<75 Coronary Heart Disease,NHS Merton CCG,Outer,39.87,19616.70838254888,51.4106,-0.18867
1621,2012,Health - Mortality,<75 Coronary Heart Disease,NHS Oxfordshire CCG,Outer,29.19,66982.40788744198,51.7715,-1.29146
1622,2012,Health - Mortality,<75 Coronary Heart Disease,NHS Richmond CCG,Inner,30.72,11948.414951951743,51.4403,-0.28911
1623,2012,Health - Mortality,<75 Coronary Heart Disease,NHS Surrey Heath CCG,Outer,31.32,23497.239588936216,51.3281,-0.70434
1624,2012,Health - Mortality,<75 Coronary Heart Disease,NHS Sutton CCG,Outer,36.24,23268.289513397358,51.3576,-0.17227
1625,2012,Health - Mortality,<75 Coronary Heart Disease,NHS Wandsworth CCG,Outer,48.89,17762.401872896982,51.4524,-0.20027999999999999
1626,2012,Health - Mortality,<75 Coronary Heart Disease,NHS Guildford and Waverley CCG,Outer,25.62,33590.833861625535,51.1811,-0.59422
1627,2012,Health - Mortality,<75 Coronary Heart Disease,NHS Berkshire West CCG,Outer,34.51,49791.74229301535,51.4458,-1.16963
1628,2013,Health - Mortality,<75 Coronary Heart Disease,NHS Brent CCG,Outer,51.97,16247.542448550688,51.5644,-0.27568000000000004
1629,2013,Health - Mortality,<75 Coronary Heart Disease,NHS Croydon CCG,Outer,39.94,28645.84070326317,51.36600000000001,-0.07761
1630,2013,Health - Mortality,<75 Coronary Heart Disease,NHS Hammersmith And Fulham CCG,Outer,47.06,16573.145489786915,51.4873,-0.21735
1631,2013,Health - Mortality,<75 Coronary Heart Disease,NHS Harrow CCG,Outer,38.21,16107.86486926796,51.5946,-0.33603
1632,2013,Health - Mortality,<75 Coronary Heart Disease,NHS Herts Valleys CCG,Outer,29.36,29114.522131028312,51.7317,-0.45521000000000006
1633,2013,Health - Mortality,<75 Coronary Heart Disease,NHS Kingston CCG,Inner,33.73,14640.309417301552,51.3929,-0.28371999999999997
1634,2013,Health - Mortality,<75 Coronary Heart Disease,NHS Merton CCG,Outer,36.81,19616.70838254888,51.4106,-0.18867
1635,2013,Health - Mortality,<75 Coronary Heart Disease,NHS Oxfordshire CCG,Outer,28.43,66982.40788744198,51.7715,-1.29146
1636,2013,Health - Mortality,<75 Coronary Heart Disease,NHS Richmond CCG,Inner,30.76,11948.414951951743,51.4403,-0.28911
1637,2013,Health - Mortality,<75 Coronary Heart Disease,NHS Surrey Heath CCG,Outer,24.11,23497.239588936216,51.3281,-0.70434
1638,2013,Health - Mortality,<75 Coronary Heart Disease,NHS Sutton CCG,Outer,39.6,23268.289513397358,51.3576,-0.17227
1639,2013,Health - Mortality,<75 Coronary Heart Disease,NHS Wandsworth CCG,Outer,45.57,17762.401872896982,51.4524,-0.20027999999999999
1640,2013,Health - Mortality,<75 Coronary Heart Disease,NHS Guildford and Waverley CCG,Outer,26.14,33590.833861625535,51.1811,-0.59422
1641,2013,Health - Mortality,<75 Coronary Heart Disease,NHS Berkshire West CCG,Outer,32.47,49791.74229301535,51.4458,-1.16963
1642,2014,Health - Mortality,<75 Coronary Heart Disease,NHS Brent CCG,Outer,47.26,16247.542448550688,51.5644,-0.27568000000000004
1643,2014,Health - Mortality,<75 Coronary Heart Disease,NHS Croydon CCG,Outer,36.78,28645.84070326317,51.36600000000001,-0.07761
1644,2014,Health - Mortality,<75 Coronary Heart Disease,NHS Hammersmith And Fulham CCG,Outer,39.12,16573.145489786915,51.4873,-0.21735
1645,2014,Health - Mortality,<75 Coronary Heart Disease,NHS Harrow CCG,Outer,35.2,16107.86486926796,51.5946,-0.33603
1646,2014,Health - Mortality,<75 Coronary Heart Disease,NHS Herts Valleys CCG,Outer,28.69,29114.522131028312,51.7317,-0.45521000000000006
1647,2014,Health - Mortality,<75 Coronary Heart Disease,NHS Kingston CCG,Inner,31.84,14640.309417301552,51.3929,-0.28371999999999997
1648,2014,Health - Mortality,<75 Coronary Heart Disease,NHS Merton CCG,Outer,36.98,19616.70838254888,51.4106,-0.18867
1649,2014,Health - Mortality,<75 Coronary Heart Disease,NHS Oxfordshire CCG,Outer,26.88,66982.40788744198,51.7715,-1.29146
1650,2014,Health - Mortality,<75 Coronary Heart Disease,NHS Richmond CCG,Inner,27.62,11948.414951951743,51.4403,-0.28911
1651,2014,Health - Mortality,<75 Coronary Heart Disease,NHS Surrey Heath CCG,Outer,25.58,23497.239588936216,51.3281,-0.70434
1652,2014,Health - Mortality,<75 Coronary Heart Disease,NHS Sutton CCG,Outer,35.51,23268.289513397358,51.3576,-0.17227
1653,2014,Health - Mortality,<75 Coronary Heart Disease,NHS Wandsworth CCG,Outer,41.0,17762.401872896982,51.4524,-0.20027999999999999
1654,2014,Health - Mortality,<75 Coronary Heart Disease,NHS Guildford and Waverley CCG,Outer,25.16,33590.833861625535,51.1811,-0.59422
1655,2014,Health - Mortality,<75 Coronary Heart Disease,NHS Berkshire West CCG,Outer,32.3,49791.74229301535,51.4458,-1.16963
1656,2015,Health - Mortality,<75 Coronary Heart Disease,NHS Brent CCG,Outer,46.21,16247.542448550688,51.5644,-0.27568000000000004
1657,2015,Health - Mortality,<75 Coronary Heart Disease,NHS Croydon CCG,Outer,33.13,28645.84070326317,51.36600000000001,-0.07761
1658,2015,Health - Mortality,<75 Coronary Heart Disease,NHS Hammersmith And Fulham CCG,Outer,34.78,16573.145489786915,51.4873,-0.21735
1659,2015,Health - Mortality,<75 Coronary Heart Disease,NHS Harrow CCG,Outer,32.95,16107.86486926796,51.5946,-0.33603
1660,2015,Health - Mortality,<75 Coronary Heart Disease,NHS Herts Valleys CCG,Outer,28.68,29114.522131028312,51.7317,-0.45521000000000006
1661,2015,Health - Mortality,<75 Coronary Heart Disease,NHS Kingston CCG,Inner,28.68,14640.309417301552,51.3929,-0.28371999999999997
1662,2015,Health - Mortality,<75 Coronary Heart Disease,NHS Merton CCG,Outer,34.07,19616.70838254888,51.4106,-0.18867
1663,2015,Health - Mortality,<75 Coronary Heart Disease,NHS Oxfordshire CCG,Outer,25.92,66982.40788744198,51.7715,-1.29146
1664,2015,Health - Mortality,<75 Coronary Heart Disease,NHS Richmond CCG,Inner,27.58,11948.414951951743,51.4403,-0.28911
1665,2015,Health - Mortality,<75 Coronary Heart Disease,NHS Surrey Heath CCG,Outer,22.46,23497.239588936216,51.3281,-0.70434
1666,2015,Health - Mortality,<75 Coronary Heart Disease,NHS Sutton CCG,Outer,28.99,23268.289513397358,51.3576,-0.17227
1667,2015,Health - Mortality,<75 Coronary Heart Disease,NHS Wandsworth CCG,Outer,39.22,17762.401872896982,51.4524,-0.20027999999999999
1668,2015,Health - Mortality,<75 Coronary Heart Disease,NHS Guildford and Waverley CCG,Outer,21.62,33590.833861625535,51.1811,-0.59422
1669,2015,Health - Mortality,<75 Coronary Heart Disease,NHS Berkshire West CCG,Outer,29.2,49791.74229301535,51.4458,-1.16963
1670,2016,Health - Mortality,<75 Coronary Heart Disease,NHS Brent CCG,Outer,40.91,16247.542448550688,51.5644,-0.27568000000000004
1671,2016,Health - Mortality,<75 Coronary Heart Disease,NHS Croydon CCG,Outer,33.7,28645.84070326317,51.36600000000001,-0.07761
1672,2016,Health - Mortality,<75 Coronary Heart Disease,NHS Hammersmith And Fulham CCG,Outer,30.4,16573.145489786915,51.4873,-0.21735
1673,2016,Health - Mortality,<75 Coronary Heart Disease,NHS Harrow CCG,Outer,29.83,16107.86486926796,51.5946,-0.33603
1674,2016,Health - Mortality,<75 Coronary Heart Disease,NHS Herts Valleys CCG,Outer,27.72,29114.522131028312,51.7317,-0.45521000000000006
1675,2016,Health - Mortality,<75 Coronary Heart Disease,NHS Kingston CCG,Inner,27.35,14640.309417301552,51.3929,-0.28371999999999997
1676,2016,Health - Mortality,<75 Coronary Heart Disease,NHS Merton CCG,Outer,32.21,19616.70838254888,51.4106,-0.18867
1677,2016,Health - Mortality,<75 Coronary Heart Disease,NHS Oxfordshire CCG,Outer,25.14,66982.40788744198,51.7715,-1.29146
1678,2016,Health - Mortality,<75 Coronary Heart Disease,NHS Richmond CCG,Inner,25.48,11948.414951951743,51.4403,-0.28911
1679,2016,Health - Mortality,<75 Coronary Heart Disease,NHS Surrey Heath CCG,Outer,22.62,23497.239588936216,51.3281,-0.70434
1680,2016,Health - Mortality,<75 Coronary Heart Disease,NHS Sutton CCG,Outer,26.8,23268.289513397358,51.3576,-0.17227
1681,2016,Health - Mortality,<75 Coronary Heart Disease,NHS Wandsworth CCG,Outer,39.33,17762.401872896982,51.4524,-0.20027999999999999
1682,2016,Health - Mortality,<75 Coronary Heart Disease,NHS Guildford and Waverley CCG,Outer,20.47,33590.833861625535,51.1811,-0.59422
1683,2016,Health - Mortality,<75 Coronary Heart Disease,NHS Berkshire West CCG,Outer,29.72,49791.74229301535,51.4458,-1.16963
1684,2017,Health - Mortality,<75 Coronary Heart Disease,NHS Brent CCG,Outer,40.59,16247.542448550688,51.5644,-0.27568000000000004
1685,2017,Health - Mortality,<75 Coronary Heart Disease,NHS Croydon CCG,Outer,32.86,28645.84070326317,51.36600000000001,-0.07761
1686,2017,Health - Mortality,<75 Coronary Heart Disease,NHS Hammersmith And Fulham CCG,Outer,33.06,16573.145489786915,51.4873,-0.21735
1687,2017,Health - Mortality,<75 Coronary Heart Disease,NHS Harrow CCG,Outer,30.56,16107.86486926796,51.5946,-0.33603
1688,2017,Health - Mortality,<75 Coronary Heart Disease,NHS Herts Valleys CCG,Outer,27.73,29114.522131028312,51.7317,-0.45521000000000006
1689,2017,Health - Mortality,<75 Coronary Heart Disease,NHS Kingston CCG,Inner,27.85,14640.309417301552,51.3929,-0.28371999999999997
1690,2017,Health - Mortality,<75 Coronary Heart Disease,NHS Merton CCG,Outer,30.39,19616.70838254888,51.4106,-0.18867
1691,2017,Health - Mortality,<75 Coronary Heart Disease,NHS Oxfordshire CCG,Outer,25.18,66982.40788744198,51.7715,-1.29146
1692,2017,Health - Mortality,<75 Coronary Heart Disease,NHS Richmond CCG,Inner,26.73,11948.414951951743,51.4403,-0.28911
1693,2017,Health - Mortality,<75 Coronary Heart Disease,NHS Surrey Heath CCG,Outer,16.08,23497.239588936216,51.3281,-0.70434
1694,2017,Health - Mortality,<75 Coronary Heart Disease,NHS Sutton CCG,Outer,22.89,23268.289513397358,51.3576,-0.17227
1695,2017,Health - Mortality,<75 Coronary Heart Disease,NHS Wandsworth CCG,Outer,38.92,17762.401872896982,51.4524,-0.20027999999999999
1696,2017,Health - Mortality,<75 Coronary Heart Disease,NHS Guildford and Waverley CCG,Outer,19.35,33590.833861625535,51.1811,-0.59422
1697,2017,Health - Mortality,<75 Coronary Heart Disease,NHS Berkshire West CCG,Outer,25.88,49791.74229301535,51.4458,-1.16963
1698,2003,Health - Mortality,<75 Coronary Heart Disease,NHS Brent CCG,Outer,76.04,16247.542448550688,51.5644,-0.27568000000000004
1699,2003,Health - Mortality,<75 Coronary Heart Disease,NHS Croydon CCG,Outer,65.63,28645.84070326317,51.36600000000001,-0.07761
1700,2003,Health - Mortality,<75 Coronary Heart Disease,NHS Hammersmith And Fulham CCG,Outer,75.75,16573.145489786915,51.4873,-0.21735
1701,2003,Health - Mortality,<75 Coronary Heart Disease,NHS Harrow CCG,Outer,66.75,16107.86486926796,51.5946,-0.33603
1702,2003,Health - Mortality,<75 Coronary Heart Disease,NHS Herts Valleys CCG,Outer,50.97,29114.522131028312,51.7317,-0.45521000000000006
1703,2003,Health - Mortality,<75 Coronary Heart Disease,NHS Kingston CCG,Inner,52.39,14640.309417301552,51.3929,-0.28371999999999997
1704,2003,Health - Mortality,<75 Coronary Heart Disease,NHS Merton CCG,Outer,57.05,19616.70838254888,51.4106,-0.18867
1705,2003,Health - Mortality,<75 Coronary Heart Disease,NHS Oxfordshire CCG,Outer,53.73,66982.40788744198,51.7715,-1.29146
1706,2003,Health - Mortality,<75 Coronary Heart Disease,NHS Richmond CCG,Inner,54.17,11948.414951951743,51.4403,-0.28911
1707,2003,Health - Mortality,<75 Coronary Heart Disease,NHS Surrey Heath CCG,Outer,48.03,23497.239588936216,51.3281,-0.70434
1708,2003,Health - Mortality,<75 Coronary Heart Disease,NHS Sutton CCG,Outer,53.69,23268.289513397358,51.3576,-0.17227
1709,2003,Health - Mortality,<75 Coronary Heart Disease,NHS Wandsworth CCG,Outer,71.29,17762.401872896982,51.4524,-0.20027999999999999
1710,2003,Health - Mortality,<75 Coronary Heart Disease,NHS Guildford and Waverley CCG,Outer,54.07,33590.833861625535,51.1811,-0.59422
1711,2003,Health - Mortality,<75 Coronary Heart Disease,NHS Berkshire West CCG,Outer,57.82,49791.74229301535,51.4458,-1.16963
1712,2004,Health - Mortality,<75 Coronary Heart Disease,NHS Brent CCG,Outer,68.2,16247.542448550688,51.5644,-0.27568000000000004
1713,2004,Health - Mortality,<75 Coronary Heart Disease,NHS Croydon CCG,Outer,59.2,28645.84070326317,51.36600000000001,-0.07761
1714,2004,Health - Mortality,<75 Coronary Heart Disease,NHS Hammersmith And Fulham CCG,Outer,65.68,16573.145489786915,51.4873,-0.21735
1715,2004,Health - Mortality,<75 Coronary Heart Disease,NHS Harrow CCG,Outer,62.86,16107.86486926796,51.5946,-0.33603
1716,2004,Health - Mortality,<75 Coronary Heart Disease,NHS Herts Valleys CCG,Outer,48.24,29114.522131028312,51.7317,-0.45521000000000006
1717,2004,Health - Mortality,<75 Coronary Heart Disease,NHS Kingston CCG,Inner,48.38,14640.309417301552,51.3929,-0.28371999999999997
1718,2004,Health - Mortality,<75 Coronary Heart Disease,NHS Merton CCG,Outer,46.83,19616.70838254888,51.4106,-0.18867
1719,2004,Health - Mortality,<75 Coronary Heart Disease,NHS Oxfordshire CCG,Outer,51.04,66982.40788744198,51.7715,-1.29146
1720,2004,Health - Mortality,<75 Coronary Heart Disease,NHS Richmond CCG,Inner,51.52,11948.414951951743,51.4403,-0.28911
1721,2004,Health - Mortality,<75 Coronary Heart Disease,NHS Surrey Heath CCG,Outer,43.36,23497.239588936216,51.3281,-0.70434
1722,2004,Health - Mortality,<75 Coronary Heart Disease,NHS Sutton CCG,Outer,48.54,23268.289513397358,51.3576,-0.17227
1723,2004,Health - Mortality,<75 Coronary Heart Disease,NHS Wandsworth CCG,Outer,62.6,17762.401872896982,51.4524,-0.20027999999999999
1724,2004,Health - Mortality,<75 Coronary Heart Disease,NHS Guildford and Waverley CCG,Outer,49.1,33590.833861625535,51.1811,-0.59422
1725,2004,Health - Mortality,<75 Coronary Heart Disease,NHS Berkshire West CCG,Outer,55.28,49791.74229301535,51.4458,-1.16963
1726,2005,Health - Mortality,<75 Coronary Heart Disease,NHS Brent CCG,Outer,64.23,16247.542448550688,51.5644,-0.27568000000000004
1727,2005,Health - Mortality,<75 Coronary Heart Disease,NHS Croydon CCG,Outer,52.57,28645.84070326317,51.36600000000001,-0.07761
1728,2005,Health - Mortality,<75 Coronary Heart Disease,NHS Hammersmith And Fulham CCG,Outer,58.46,16573.145489786915,51.4873,-0.21735
1729,2005,Health - Mortality,<75 Coronary Heart Disease,NHS Harrow CCG,Outer,51.33,16107.86486926796,51.5946,-0.33603
1730,2005,Health - Mortality,<75 Coronary Heart Disease,NHS Herts Valleys CCG,Outer,46.05,29114.522131028312,51.7317,-0.45521000000000006
1731,2005,Health - Mortality,<75 Coronary Heart Disease,NHS Kingston CCG,Inner,47.33,14640.309417301552,51.3929,-0.28371999999999997
1732,2005,Health - Mortality,<75 Coronary Heart Disease,NHS Merton CCG,Outer,39.57,19616.70838254888,51.4106,-0.18867
1733,2005,Health - Mortality,<75 Coronary Heart Disease,NHS Oxfordshire CCG,Outer,45.97,66982.40788744198,51.7715,-1.29146
1734,2005,Health - Mortality,<75 Coronary Heart Disease,NHS Richmond CCG,Inner,46.67,11948.414951951743,51.4403,-0.28911
1735,2005,Health - Mortality,<75 Coronary Heart Disease,NHS Surrey Heath CCG,Outer,39.91,23497.239588936216,51.3281,-0.70434
1736,2005,Health - Mortality,<75 Coronary Heart Disease,NHS Sutton CCG,Outer,46.8,23268.289513397358,51.3576,-0.17227
1737,2005,Health - Mortality,<75 Coronary Heart Disease,NHS Wandsworth CCG,Outer,56.2,17762.401872896982,51.4524,-0.20027999999999999
