Date,Location,Nitrogen dioxide,Ozone,PM10 particulate matter (Hourly measured),PM2.5 particulate matter (Hourly measured),Sulphur dioxide,CCG
2007-03-15,Broadway,106.46249999999999,,30.808333333333334,,2.9935125,Hammersmith and Fulham
2007-03-15,Brook Green,38.072410714285716,,23.233333333333334,,,Hammersmith and Fulham
2007-03-15,Oxford High St,70.16666666666667,,27.875,,,Oxford
2007-03-15,Oxford St Ebbes (Cal Club),,49.416666666666664,,,,Oxford
2007-03-15,Reading Caversham Road,,,26.366666666666664,,,Reading
2007-03-15,Watford Roadside,46.208333333333336,38.333333333333336,,,,Watford
2007-03-15,Watford Town Hall,,,27.458333333333332,,,Watford
2007-03-16,Broadway,87.10640625,,23.120833333333334,,1.906978333333333,Hammersmith and Fulham
2007-03-16,Brook Green,32.45671875,,18.695833333333336,,,Hammersmith and Fulham
2007-03-16,Oxford High St,70.79166666666667,,22.041666666666668,,,Oxford
2007-03-16,Oxford St Ebbes (Cal Club),,56.416666666666664,,,,Oxford
2007-03-16,Reading Caversham Road,,,20.2,,,Reading
2007-03-16,Watford Roadside,33.833333333333336,55.75,,,,Watford
2007-03-16,Watford Town Hall,,,18.625,,,Watford
2007-03-17,Broadway,85.5684375,,22.870833333333337,,0.4878316666666665,Hammersmith and Fulham
2007-03-17,Brook Green,18.638906249999998,,19.325,,,Hammersmith and Fulham
2007-03-17,Oxford High St,29.291666666666668,,23.75,,,Oxford
2007-03-17,Oxford St Ebbes (Cal Club),,81.75,,,,Oxford
2007-03-17,Reading Caversham Road,,,18.70416666666667,,,Reading
2007-03-17,Watford Roadside,11.833333333333334,87.66666666666667,,,,Watford
2007-03-17,Watford Town Hall,,,17.791666666666668,,,Watford
2007-03-18,Broadway,47.99578124999999,,11.274999999999999,,-0.35478666666666675,Hammersmith and Fulham
2007-03-18,Brook Green,10.200000000000001,,9.6875,,,Hammersmith and Fulham
2007-03-18,Oxford High St,26.958333333333332,,9.833333333333334,,,Oxford
2007-03-18,Oxford St Ebbes (Cal Club),,81.83333333333333,,,,Oxford
2007-03-18,Reading Caversham Road,,,6.583333333333333,,,Reading
2007-03-18,Watford Roadside,7.458333333333333,87.16666666666667,,,,Watford
2007-03-18,Watford Town Hall,,,8.458333333333334,,,Watford
2007-03-19,Broadway,56.03625000000002,,9.170833333333333,,0.7206604166666666,Hammersmith and Fulham
2007-03-19,Brook Green,29.237343749999994,,8.737500000000002,,,Hammersmith and Fulham
2007-03-19,Oxford High St,44.166666666666664,,19.333333333333332,,,Oxford
2007-03-19,Oxford St Ebbes (Cal Club),,60.72727272727273,,,,Oxford
2007-03-19,Reading Caversham Road,,,11.795833333333336,,,Reading
2007-03-19,Watford Roadside,28.541666666666668,57.166666666666664,,,,Watford
2007-03-19,Watford Town Hall,,,12.375,,,Watford
2007-03-20,Broadway,39.2145652173913,,9.476190476190474,,0.42805782608695647,Hammersmith and Fulham
2007-03-20,Brook Green,27.7790625,,14.762500000000001,,,Hammersmith and Fulham
2007-03-20,Oxford High St,41.416666666666664,,36.791666666666664,,,Oxford
2007-03-20,Oxford St Ebbes (Cal Club),,61.583333333333336,,,,Oxford
2007-03-20,Reading Caversham Road,,,15.770833333333334,,,Reading
2007-03-20,Watford Roadside,18.125,66.58333333333333,,,,Watford
2007-03-20,Watford Town Hall,,,13.75,,,Watford
2007-03-21,Broadway,62.825625,,16.1,,2.6498129166666664,Hammersmith and Fulham
2007-03-21,Brook Green,43.54921875,,17.55,,,Hammersmith and Fulham
2007-03-21,Oxford High St,69.04166666666667,,29.25,,,Oxford
2007-03-21,Oxford St Ebbes (Cal Club),,48.166666666666664,,,,Oxford
2007-03-21,Reading Caversham Road,,,17.1,,,Reading
2007-03-21,Watford Roadside,40.375,44.75,,,,Watford
2007-03-21,Watford Town Hall,,,21.541666666666668,,,Watford
2007-03-22,Broadway,92.63671874999999,,27.45416666666667,,2.239590833333334,Hammersmith and Fulham
2007-03-22,Brook Green,65.758125,,26.333333333333332,,,Hammersmith and Fulham
2007-03-22,Oxford High St,83.43478260869566,,28.791666666666668,,,Oxford
2007-03-22,Oxford St Ebbes (Cal Club),,20.833333333333332,,,,Oxford
2007-03-22,Reading Caversham Road,,,26.541666666666668,,,Reading
2007-03-22,Watford Roadside,51.0,15.0,,,,Watford
2007-03-22,Watford Town Hall,,,27.583333333333332,,,Watford
2007-03-23,Broadway,56.45859375,,21.41666666666667,,-1.8737170833333334,Hammersmith and Fulham
2007-03-23,Brook Green,38.52890625,,23.245833333333334,,,Hammersmith and Fulham
2007-03-23,Oxford High St,59.166666666666664,,26.208333333333332,,,Oxford
2007-03-23,Oxford St Ebbes (Cal Club),,46.333333333333336,,,,Oxford
2007-03-23,Reading Caversham Road,,,26.78333333333333,,,Reading
2007-03-23,Watford Roadside,23.75,43.666666666666664,,,,Watford
2007-03-23,Watford Town Hall,,,22.625,,,Watford
2007-03-24,Broadway,46.2028125,,35.81250000000001,,-2.8937287500000006,Hammersmith and Fulham
2007-03-24,Brook Green,31.030312499999997,,39.39583333333334,,,Hammersmith and Fulham
2007-03-24,Oxford High St,54.541666666666664,,41.041666666666664,,,Oxford
2007-03-24,Oxford St Ebbes (Cal Club),,54.22222222222222,,,,Oxford
2007-03-24,Reading Caversham Road,,,44.30416666666667,,,Reading
2007-03-24,Watford Roadside,13.291666666666666,60.083333333333336,,,,Watford
2007-03-24,Watford Town Hall,,,37.458333333333336,,,Watford
2007-03-25,Broadway,59.096250000000005,,65.90416666666665,,-1.06436,Hammersmith and Fulham
2007-03-25,Brook Green,35.9390625,,73.92083333333333,,,Hammersmith and Fulham
2007-03-25,Oxford High St,45.208333333333336,,75.29166666666667,,,Oxford
2007-03-25,Oxford St Ebbes (Cal Club),,63.333333333333336,,,,Oxford
2007-03-25,Reading Caversham Road,,,78.15000000000002,,,Reading
2007-03-25,Watford Roadside,17.583333333333332,66.08333333333333,,,,Watford
2007-03-25,Watford Town Hall,,,71.875,,,Watford
2007-03-26,Broadway,88.55671875000002,,54.84166666666666,,2.3282874999999996,Hammersmith and Fulham
2007-03-26,Brook Green,58.681875,,57.70833333333334,,,Hammersmith and Fulham
2007-03-26,Oxford High St,75.20833333333333,,51.75,,,Oxford
2007-03-26,Oxford St Ebbes (Cal Club),,43.583333333333336,,,,Oxford
2007-03-26,Reading Caversham Road,99.31111111111112,,57.06666666666667,,,Reading
2007-03-26,Watford Roadside,45.666666666666664,34.333333333333336,,,,Watford
2007-03-26,Watford Town Hall,,,57.041666666666664,,,Watford
2007-03-27,Broadway,126.96609374999998,,85.87916666666666,,7.5746953333333344,Hammersmith and Fulham
2007-03-27,Brook Green,87.82359375,,84.30833333333334,,,Hammersmith and Fulham
2007-03-27,Oxford High St,88.70833333333333,,67.79166666666667,,,Oxford
2007-03-27,Oxford St Ebbes (Cal Club),,15.5,,,,Oxford
2007-03-27,Reading Caversham Road,58.190909090909095,,74.01249999999997,,,Reading
2007-03-27,Watford Roadside,60.333333333333336,20.833333333333332,,,,Watford
2007-03-27,Watford Town Hall,,,84.16666666666667,,,Watford
2007-03-28,Broadway,119.81812500000002,,91.84583333333335,,,Hammersmith and Fulham
2007-03-28,Brook Green,100.40625,,89.175,,,Hammersmith and Fulham
2007-03-28,Oxford High St,108.04166666666667,,68.75,,,Oxford
2007-03-28,Oxford St Ebbes (Cal Club),,22.5,,,,Oxford
2007-03-28,Reading Caversham Road,59.99583333333333,,77.12499999999999,,,Reading
2007-03-28,Watford Roadside,57.65217391304348,9.363636363636363,,,,Watford
2007-03-28,Watford Town Hall,,,93.0,,,Watford
2007-03-29,Broadway,87.28171875,,54.80833333333334,,,Hammersmith and Fulham
2007-03-29,Brook Green,,,49.49999999999999,,,Hammersmith and Fulham
2007-03-29,Oxford High St,75.70833333333333,,23.458333333333332,,,Oxford
2007-03-29,Oxford St Ebbes (Cal Club),,50.083333333333336,,,,Oxford
2007-03-29,Reading Caversham Road,39.35454545454546,,31.483333333333324,,,Reading
2007-03-29,Watford Roadside,50.25,26.75,,,,Watford
2007-03-29,Watford Town Hall,,,55.75,,,Watford
2007-03-30,Broadway,58.55437499999999,,67.85000000000001,,,Hammersmith and Fulham
2007-03-30,Brook Green,53.049807692307695,,70.03478260869566,,,Hammersmith and Fulham
2007-03-30,Oxford High St,64.41666666666667,,44.208333333333336,,,Oxford
2007-03-30,Oxford St Ebbes (Cal Club),,46.833333333333336,,,,Oxford
2007-03-30,Reading Caversham Road,45.30416666666667,,64.81666666666666,,,Reading
2007-03-30,Watford Roadside,40.083333333333336,40.0,,,,Watford
2007-03-30,Watford Town Hall,,,70.20833333333333,,,Watford
2007-03-31,Broadway,36.83953125000001,,62.95833333333335,,,Hammersmith and Fulham
2007-03-31,Brook Green,31.030312500000004,,65.44166666666666,,,Hammersmith and Fulham
2007-03-31,Oxford High St,39.208333333333336,,51.833333333333336,,,Oxford
2007-03-31,Oxford St Ebbes (Cal Club),,95.15789473684211,,,,Oxford
2007-03-31,Reading Caversham Road,25.39583333333334,,66.23333333333333,,,Reading
2007-03-31,Watford Roadside,20.458333333333332,100.5,,,,Watford
2007-03-31,Watford Town Hall,,,70.66666666666667,,,Watford
2007-04-01,Broadway,39.166406249999994,,48.93749999999999,,,Hammersmith and Fulham
2007-04-01,Brook Green,29.627812499999994,,53.50416666666666,,,Hammersmith and Fulham
2007-04-01,Oxford High St,37.875,,42.833333333333336,,,Oxford
2007-04-01,Oxford St Ebbes (Cal Club),,95.5,,,,Oxford
2007-04-01,Reading Caversham Road,24.22916666666666,,49.06250000000001,,,Reading
2007-04-01,Watford Roadside,14.5,113.41666666666667,,,,Watford
2007-04-01,Watford Town Hall,,,53.083333333333336,,,Watford
2007-04-02,Broadway,57.70171875000002,,59.56250000000001,,,Hammersmith and Fulham
2007-04-02,Brook Green,42.839999999999996,,62.22083333333334,,,Hammersmith and Fulham
2007-04-02,Oxford High St,49.125,,51.5,,,Oxford
2007-04-02,Oxford St Ebbes (Cal Club),,87.08333333333333,,,,Oxford
2007-04-02,Reading Caversham Road,51.662499999999994,,58.129166666666656,,,Reading
2007-04-02,Watford Roadside,37.666666666666664,84.91666666666667,,,,Watford
2007-04-02,Watford Town Hall,,,64.79166666666667,,,Watford
2007-04-03,Broadway,41.90038043478261,,18.51739130434783,,,Hammersmith and Fulham
2007-04-03,Brook Green,31.26521739130435,,22.03157894736842,,,Hammersmith and Fulham
2007-04-03,Oxford High St,44.958333333333336,,15.875,,,Oxford
2007-04-03,Oxford St Ebbes (Cal Club),,71.58333333333333,,,,Oxford
2007-04-03,Reading Caversham Road,26.27916666666667,,19.2,,,Reading
2007-04-03,Watford Roadside,26.125,71.41666666666667,,,,Watford
2007-04-03,Watford Town Hall,,,21.916666666666668,,,Watford
2007-04-04,Broadway,55.462500000000006,,17.433333333333337,,,Hammersmith and Fulham
2007-04-04,Brook Green,42.7603125,,22.525000000000002,,,Hammersmith and Fulham
2007-04-04,Oxford High St,60.958333333333336,,20.083333333333332,,,Oxford
2007-04-04,Oxford St Ebbes (Cal Club),,46.166666666666664,,,,Oxford
2007-04-04,Reading Caversham Road,40.083333333333336,,23.95,,,Reading
2007-04-04,Watford Roadside,33.625,53.583333333333336,,,,Watford
2007-04-04,Watford Town Hall,,,21.541666666666668,,,Watford
2007-04-05,Broadway,118.57499999999999,,,,,Hammersmith and Fulham
2007-04-05,Brook Green,75.58359375000002,,38.37500000000001,,,Hammersmith and Fulham
2007-04-05,Oxford High St,98.20833333333333,,37.666666666666664,,,Oxford
2007-04-05,Oxford St Ebbes (Cal Club),,28.083333333333332,,,,Oxford
2007-04-05,Reading Caversham Road,48.362500000000004,,35.65,,,Reading
2007-04-05,Watford Roadside,57.25,20.333333333333332,,,,Watford
2007-04-05,Watford Town Hall,,,36.208333333333336,,,Watford
2007-04-06,Broadway,72.6909375,,,,,Hammersmith and Fulham
2007-04-06,Brook Green,50.330625000000005,,33.3625,,,Hammersmith and Fulham
2007-04-06,Oxford High St,78.5,,25.166666666666668,,,Oxford
2007-04-06,Oxford St Ebbes (Cal Club),,32.083333333333336,,,,Oxford
2007-04-06,Reading Caversham Road,37.3625,,28.887500000000003,,,Reading
2007-04-06,Watford Roadside,43.875,38.25,,,,Watford
2007-04-06,Watford Town Hall,,,31.833333333333332,,,Watford
2007-04-07,Broadway,75.90234375000001,,,,,Hammersmith and Fulham
2007-04-07,Brook Green,52.1315625,,34.329166666666666,,,Hammersmith and Fulham
2007-04-07,Oxford High St,97.45833333333333,,36.666666666666664,,,Oxford
2007-04-07,Oxford St Ebbes (Cal Club),,35.5,,,,Oxford
2007-04-07,Reading Caversham Road,43.69166666666666,,36.00416666666667,,,Reading
2007-04-07,Watford Roadside,49.958333333333336,40.17391304347826,,,,Watford
2007-04-07,Watford Town Hall,,,38.083333333333336,,,Watford
2007-04-08,Broadway,93.11484375000002,,,,,Hammersmith and Fulham
2007-04-08,Brook Green,49.33453124999999,,33.583333333333336,,,Hammersmith and Fulham
2007-04-08,Oxford High St,73.0,,33.958333333333336,,,Oxford
2007-04-08,Oxford St Ebbes (Cal Club),,56.083333333333336,,,,Oxford
2007-04-08,Reading Caversham Road,22.391666666666666,,33.329166666666666,,,Reading
2007-04-08,Watford Roadside,49.791666666666664,47.416666666666664,,,,Watford
2007-04-08,Watford Town Hall,,,36.26086956521739,,,Watford
2007-04-09,Broadway,73.2328125,,,,,Hammersmith and Fulham
2007-04-09,Brook Green,37.93125,,30.816666666666663,,,Hammersmith and Fulham
2007-04-09,Oxford High St,60.958333333333336,,25.708333333333332,,,Oxford
2007-04-09,Oxford St Ebbes (Cal Club),,52.333333333333336,,,,Oxford
2007-04-09,Reading Caversham Road,17.783333333333335,,28.904166666666672,,,Reading
2007-04-09,Watford Roadside,39.958333333333336,52.083333333333336,,,,Watford
2007-04-09,Watford Town Hall,,,30.958333333333332,,,Watford
2007-04-10,Broadway,84.7396875,,,,,Hammersmith and Fulham
2007-04-10,Brook Green,38.84765624999999,,16.499999999999996,,,Hammersmith and Fulham
2007-04-10,Oxford High St,79.375,,21.695652173913043,,,Oxford
2007-04-10,Oxford St Ebbes (Cal Club),,39.833333333333336,,,,Oxford
2007-04-10,Reading Caversham Road,36.986363636363635,,18.912499999999998,,,Reading
2007-04-10,Watford Roadside,51.333333333333336,41.56521739130435,,,,Watford
2007-04-10,Watford Town Hall,,,19.583333333333332,,,Watford
2007-04-11,Broadway,115.29984375000002,,,,,Hammersmith and Fulham
2007-04-11,Brook Green,68.53921875,,36.229166666666664,,,Hammersmith and Fulham
2007-04-11,Oxford High St,97.20833333333333,,31.75,,,Oxford
2007-04-11,Oxford St Ebbes (Cal Club),,36.0,,,,Oxford
2007-04-11,Reading Caversham Road,63.40833333333333,,40.84583333333334,,,Reading
2007-04-11,Watford Roadside,63.583333333333336,27.0,,,,Watford
2007-04-11,Watford Town Hall,,,35.958333333333336,,,Watford
2007-04-12,Broadway,84.80690217391303,,,,,Hammersmith and Fulham
2007-04-12,Brook Green,60.61031250000001,,55.554166666666674,,,Hammersmith and Fulham
2007-04-12,Oxford High St,90.0909090909091,,32.78260869565217,,,Oxford
2007-04-12,Oxford St Ebbes (Cal Club),,38.166666666666664,,,,Oxford
2007-04-12,Reading Caversham Road,65.0695652173913,,54.395833333333336,,,Reading
2007-04-12,Watford Roadside,57.291666666666664,34.916666666666664,,,,Watford
2007-04-12,Watford Town Hall,,,53.041666666666664,,,Watford
2007-04-13,Broadway,57.11203125000001,,,,,Hammersmith and Fulham
2007-04-13,Brook Green,54.36281250000001,,51.87083333333333,,,Hammersmith and Fulham
2007-04-13,Oxford High St,71.08333333333333,,35.875,,,Oxford
2007-04-13,Oxford St Ebbes (Cal Club),,24.416666666666668,,,,Oxford
2007-04-13,Reading Caversham Road,52.51739130434784,,63.300000000000004,,,Reading
2007-04-13,Watford Roadside,50.041666666666664,24.583333333333332,,,,Watford
2007-04-13,Watford Town Hall,,,52.583333333333336,,,Watford
2007-04-14,Broadway,56.841093750000006,,,,,Hammersmith and Fulham
2007-04-14,Brook Green,49.60546875,,46.854166666666664,,,Hammersmith and Fulham
2007-04-14,Oxford High St,92.25,,36.666666666666664,,,Oxford
2007-04-14,Oxford St Ebbes (Cal Club),,50.583333333333336,,,,Oxford
2007-04-14,Reading Caversham Road,39.975000000000016,,47.32083333333333,,,Reading
2007-04-14,Watford Roadside,40.25,44.083333333333336,,,,Watford
2007-04-14,Watford Town Hall,,,45.75,,,Watford
2007-04-15,Broadway,63.75,,,,,Hammersmith and Fulham
2007-04-15,Brook Green,52.33875,,44.912499999999994,,,Hammersmith and Fulham
2007-04-15,Oxford High St,116.125,,37.0,,,Oxford
2007-04-15,Oxford St Ebbes (Cal Club),,54.5,,,,Oxford
2007-04-15,Reading Caversham Road,30.212500000000002,,44.94166666666666,,,Reading
2007-04-15,Watford Roadside,56.125,52.583333333333336,,,,Watford
2007-04-15,Watford Town Hall,,,46.72222222222222,,,Watford
2007-04-16,Broadway,66.69046875,,,,,Hammersmith and Fulham
2007-04-16,Brook Green,52.6415625,,52.94583333333333,,,Hammersmith and Fulham
2007-04-16,Oxford High St,91.95833333333333,,39.291666666666664,,,Oxford
2007-04-16,Oxford St Ebbes (Cal Club),,35.0,,,,Oxford
2007-04-16,Reading Caversham Road,40.24583333333334,,63.179166666666674,,,Reading
2007-04-16,Watford Roadside,51.833333333333336,48.666666666666664,,,,Watford
2007-04-16,Watford Town Hall,,,50.458333333333336,,,Watford
2007-04-17,Broadway,51.262968750000006,,,,,Hammersmith and Fulham
2007-04-17,Brook Green,39.453281249999996,,32.391666666666666,,,Hammersmith and Fulham
2007-04-17,Oxford High St,86.20833333333333,,29.25,,,Oxford
2007-04-17,Oxford St Ebbes (Cal Club),,51.916666666666664,,,,Oxford
2007-04-17,Reading Caversham Road,37.225,,27.55652173913044,,,Reading
2007-04-17,Watford Roadside,49.916666666666664,40.166666666666664,,,,Watford
2007-04-17,Watford Town Hall,,,35.416666666666664,,,Watford
2007-04-18,Broadway,76.85859375000001,,,,,Hammersmith and Fulham
2007-04-18,Brook Green,49.310624999999995,,23.229166666666668,,,Hammersmith and Fulham
2007-04-18,Oxford High St,99.29166666666667,,29.583333333333332,,,Oxford
2007-04-18,Oxford St Ebbes (Cal Club),,45.333333333333336,,,,Oxford
2007-04-18,Reading Caversham Road,44.849999999999994,,22.55416666666667,,,Reading
2007-04-18,Watford Roadside,61.333333333333336,38.833333333333336,,,,Watford
2007-04-18,Watford Town Hall,,,26.583333333333332,,,Watford
2007-04-19,Broadway,89.68793478260872,,,,,Hammersmith and Fulham
2007-04-19,Brook Green,52.482187500000016,,30.32916666666667,,,Hammersmith and Fulham
2007-04-19,Oxford High St,119.29166666666667,,31.25,,,Oxford
2007-04-19,Oxford St Ebbes (Cal Club),,52.916666666666664,,,,Oxford
2007-04-19,Reading Caversham Road,41.487500000000004,,25.65416666666667,,,Reading
2007-04-19,Watford Roadside,54.666666666666664,40.333333333333336,,,,Watford
2007-04-19,Watford Town Hall,,,31.38095238095238,,,Watford
2007-04-20,Broadway,94.78828125000001,,,,,Hammersmith and Fulham
2007-04-20,Brook Green,48.115312499999995,,33.62916666666667,,,Hammersmith and Fulham
2007-04-20,Oxford High St,77.58333333333333,,31.541666666666668,,,Oxford
2007-04-20,Oxford St Ebbes (Cal Club),,45.916666666666664,,,,Oxford
2007-04-20,Reading Caversham Road,77.47500000000001,,40.37083333333333,,,Reading
2007-04-20,Watford Roadside,42.875,57.916666666666664,,,,Watford
2007-04-20,Watford Town Hall,,,27.166666666666668,,,Watford
2007-04-21,Broadway,120.03328125,,,,,Hammersmith and Fulham
2007-04-21,Brook Green,34.456875000000004,,33.204166666666666,,,Hammersmith and Fulham
2007-04-21,Oxford High St,77.70833333333333,,32.125,,,Oxford
2007-04-21,Oxford St Ebbes (Cal Club),,54.333333333333336,,,,Oxford
2007-04-21,Reading Caversham Road,47.49583333333333,,34.10000000000001,,,Reading
2007-04-21,Watford Roadside,56.416666666666664,49.0,,,,Watford
2007-04-21,Watford Town Hall,,,32.91304347826087,,,Watford
2007-04-22,Broadway,105.29109375,,,,,Hammersmith and Fulham
2007-04-22,Brook Green,45.50953125,,39.77916666666666,,,Hammersmith and Fulham
2007-04-22,Oxford High St,62.041666666666664,,23.625,,,Oxford
2007-04-22,Oxford St Ebbes (Cal Club),,72.41666666666667,,,,Oxford
2007-04-22,Reading Caversham Road,37.56666666666667,,31.349999999999998,,,Reading
2007-04-22,Watford Roadside,47.625,74.41666666666667,,,,Watford
2007-04-22,Watford Town Hall,,,37.5,,,Watford
2007-04-23,Broadway,103.26668478260869,,,,,Hammersmith and Fulham
2007-04-23,Brook Green,39.150468749999995,,32.199999999999996,,,Hammersmith and Fulham
2007-04-23,Oxford High St,49.333333333333336,,21.0,,,Oxford
2007-04-23,Oxford St Ebbes (Cal Club),,40.583333333333336,,,,Oxford
2007-04-23,Reading Caversham Road,42.42916666666667,,36.362500000000004,,,Reading
2007-04-23,Watford Roadside,40.333333333333336,38.25,,,,Watford
2007-04-23,Watford Town Hall,,,32.125,,,Watford
2007-04-24,Broadway,122.41593750000003,,,,,Hammersmith and Fulham
2007-04-24,Brook Green,38.58468750000001,,32.0875,,,Hammersmith and Fulham
2007-04-24,Oxford High St,53.875,,17.208333333333332,,,Oxford
2007-04-24,Oxford St Ebbes (Cal Club),,52.666666666666664,,,,Oxford
2007-04-24,Reading Caversham Road,47.43478260869565,,40.20416666666667,,,Reading
2007-04-24,Watford Roadside,42.958333333333336,54.583333333333336,,,,Watford
2007-04-24,Watford Town Hall,,,29.125,,,Watford
2007-04-25,Broadway,113.73796874999998,,,,,Hammersmith and Fulham
2007-04-25,Brook Green,41.04703125,,28.00833333333334,,,Hammersmith and Fulham
2007-04-25,Oxford High St,58.91304347826087,,22.041666666666668,,,Oxford
2007-04-25,Oxford St Ebbes (Cal Club),,61.75,,,,Oxford
2007-04-25,Reading Caversham Road,34.10833333333333,,26.104166666666668,,,Reading
2007-04-25,Watford Roadside,40.52173913043478,58.69565217391305,,,,Watford
2007-04-25,Watford Town Hall,,,21.52173913043478,,,Watford
2007-04-26,Broadway,41.78015625,,,,,Hammersmith and Fulham
2007-04-26,Brook Green,31.707656249999996,,15.512500000000001,,,Hammersmith and Fulham
2007-04-26,Oxford High St,56.75,,21.791666666666668,,,Oxford
2007-04-26,Oxford St Ebbes (Cal Club),,48.583333333333336,,,,Oxford
2007-04-26,Reading Caversham Road,44.824999999999996,,23.183333333333337,,,Reading
2007-04-26,Watford Roadside,31.916666666666668,54.333333333333336,,,,Watford
2007-04-26,Watford Town Hall,,,20.333333333333332,,,Watford
2007-04-27,Broadway,41.5809375,,,,,Hammersmith and Fulham
2007-04-27,Brook Green,31.464782608695653,,28.569565217391304,,,Hammersmith and Fulham
2007-04-27,Oxford High St,51.25,,30.875,,,Oxford
2007-04-27,Oxford St Ebbes (Cal Club),,60.833333333333336,,,,Oxford
2007-04-27,Reading Caversham Road,45.88260869565218,,38.06666666666666,,,Reading
2007-04-27,Watford Roadside,30.5,62.666666666666664,,,,Watford
2007-04-27,Watford Town Hall,,,30.791666666666668,,,Watford
2007-04-28,Broadway,33.062343750000004,,,,,Hammersmith and Fulham
2007-04-28,Brook Green,22.296562499999997,,20.183333333333334,,,Hammersmith and Fulham
2007-04-28,Oxford High St,51.52173913043478,,30.5,,,Oxford
2007-04-28,Oxford St Ebbes (Cal Club),,64.5,,,,Oxford
2007-04-28,Reading Caversham Road,42.737500000000004,,31.541666666666668,,,Reading
2007-04-28,Watford Roadside,22.666666666666668,79.33333333333333,,,,Watford
2007-04-28,Watford Town Hall,,,24.347826086956523,,,Watford
2007-04-29,Broadway,37.963125,,,,,Hammersmith and Fulham
2007-04-29,Brook Green,24.025781249999994,,31.524999999999995,,,Hammersmith and Fulham
2007-04-29,Oxford High St,41.916666666666664,,33.833333333333336,,,Oxford
2007-04-29,Oxford St Ebbes (Cal Club),,63.416666666666664,,,,Oxford
2007-04-29,Reading Caversham Road,33.714285714285715,,39.49583333333333,,,Reading
2007-04-29,Watford Roadside,18.375,81.0,,,,Watford
2007-04-29,Watford Town Hall,,,32.041666666666664,,,Watford
2007-04-30,Broadway,56.6578125,,,,,Hammersmith and Fulham
2007-04-30,Brook Green,29.938593749999995,,28.825,,,Hammersmith and Fulham
2007-04-30,Oxford High St,58.78260869565217,,28.541666666666668,,,Oxford
2007-04-30,Oxford St Ebbes (Cal Club),,63.083333333333336,,,,Oxford
2007-04-30,Reading Caversham Road,57.41666666666665,,33.21,,,Reading
2007-04-30,Watford Roadside,29.708333333333332,72.41666666666667,,,,Watford
2007-04-30,Watford Town Hall,,,27.166666666666668,,,Watford
2007-05-01,Broadway,63.343593750000004,,,,,Hammersmith and Fulham
2007-05-01,Brook Green,35.9390625,,28.704166666666666,,,Hammersmith and Fulham
2007-05-01,Oxford High St,73.82608695652173,,32.583333333333336,,,Oxford
2007-05-01,Oxford St Ebbes (Cal Club),,68.08333333333333,,,,Oxford
2007-05-01,Reading Caversham Road,69.37083333333332,,41.87083333333334,,,Reading
2007-05-01,Watford Roadside,32.65217391304348,82.75,,,,Watford
2007-05-01,Watford Town Hall,,,27.75,,,Watford
2007-05-02,Broadway,43.03125,,,,,Hammersmith and Fulham
2007-05-02,Brook Green,28.870781249999997,,20.562499999999996,,,Hammersmith and Fulham
2007-05-02,Oxford High St,48.458333333333336,,31.25,,,Oxford
2007-05-02,Oxford St Ebbes (Cal Club),,60.083333333333336,,,,Oxford
2007-05-02,Reading Caversham Road,51.04583333333334,,32.079166666666666,,,Reading
2007-05-02,Watford Roadside,29.583333333333332,74.52173913043478,,,,Watford
2007-05-02,Watford Town Hall,,,21.375,,,Watford
2007-05-03,Broadway,37.23796875,,,,,Hammersmith and Fulham
2007-05-03,Brook Green,23.65125,,18.141666666666666,,,Hammersmith and Fulham
2007-05-03,Oxford High St,60.458333333333336,,27.333333333333332,,,Oxford
2007-05-03,Oxford St Ebbes (Cal Club),,64.58333333333333,,,,Oxford
2007-05-03,Reading Caversham Road,45.599999999999994,,25.987499999999994,,,Reading
2007-05-03,Watford Roadside,26.583333333333332,82.91666666666667,,,,Watford
2007-05-03,Watford Town Hall,,,20.833333333333332,,,Watford
2007-05-04,Broadway,39.142500000000005,,,,,Hammersmith and Fulham
2007-05-04,Brook Green,21.571406249999995,,19.7875,,,Hammersmith and Fulham
2007-05-04,Oxford High St,61.0,,24.708333333333332,,,Oxford
2007-05-04,Oxford St Ebbes (Cal Club),,72.91666666666667,,,,Oxford
2007-05-04,Reading Caversham Road,41.50833333333333,,29.095833333333335,,,Reading
2007-05-04,Watford Roadside,24.875,98.5,,,,Watford
2007-05-04,Watford Town Hall,,,21.583333333333332,,,Watford
2007-05-05,Broadway,59.0796195652174,,,,,Hammersmith and Fulham
2007-05-05,Brook Green,31.667812500000007,,16.487499999999997,,,Hammersmith and Fulham
2007-05-05,Oxford High St,68.58333333333333,,23.666666666666668,,,Oxford
2007-05-05,Oxford St Ebbes (Cal Club),,60.083333333333336,,,,Oxford
2007-05-05,Reading Caversham Road,41.05833333333333,,26.75833333333334,,,Reading
2007-05-05,Watford Roadside,32.75,73.33333333333333,,,,Watford
2007-05-05,Watford Town Hall,,,21.791666666666668,,,Watford
2007-05-06,Broadway,70.7465625,,,,,Hammersmith and Fulham
2007-05-06,Brook Green,25.42828125,,28.091666666666658,,,Hammersmith and Fulham
2007-05-06,Oxford High St,31.125,,23.916666666666668,,,Oxford
2007-05-06,Oxford St Ebbes (Cal Club),,67.41666666666667,,,,Oxford
2007-05-06,Reading Caversham Road,16.25416666666667,,29.412500000000005,,,Reading
2007-05-06,Watford Roadside,21.208333333333332,67.41666666666667,,,,Watford
2007-05-06,Watford Town Hall,,,28.958333333333332,,,Watford
