,CCG,Date,Pollutant,Indicator Value (R µg/m3)
457,Hillingdon,2020-12-31,PM2.5 particulate matter (Hourly measured),6.760637012265761
458,Hillingdon,2020-12-31,Sulphur dioxide,
459,Hounslow,2004-12-31,Carbon monoxide,0.8174028579925703
460,Hounslow,2004-12-31,Nitric Oxide,50.48542333803122
461,Hounslow,2004-12-31,Nitrogen dioxide,57.17140222562964
462,Hounslow,2004-12-31,Oxides of Nitrogen,134.37796484281202
463,Hounslow,2004-12-31,Ozone,31.628425987905036
464,Hounslow,2004-12-31,PM10 Particulate matter,28.02264972395538
465,Hounslow,2004-12-31,PM10 particulate matter (Hourly measured),
466,Hounslow,2004-12-31,PM2.5 particulate matter (Hourly measured),
467,Hounslow,2004-12-31,Sulphur dioxide,4.155740473629969
468,Hounslow,2005-12-31,Carbon monoxide,0.8392115285668963
469,Hounslow,2005-12-31,Nitric Oxide,49.43905751839656
470,Hounslow,2005-12-31,Nitrogen dioxide,52.833258304670075
471,Hounslow,2005-12-31,Oxides of Nitrogen,128.40552216974433
472,Hounslow,2005-12-31,Ozone,34.42601047706647
473,Hounslow,2005-12-31,PM10 Particulate matter,29.189345081336416
474,Hounslow,2005-12-31,PM10 particulate matter (Hourly measured),
475,Hounslow,2005-12-31,PM2.5 particulate matter (Hourly measured),
476,Hounslow,2005-12-31,Sulphur dioxide,4.029333474825582
477,Hounslow,2006-12-31,Carbon monoxide,0.5013910806898613
478,Hounslow,2006-12-31,Nitric Oxide,41.02734424345923
479,Hounslow,2006-12-31,Nitrogen dioxide,49.38876599045587
480,Hounslow,2006-12-31,Oxides of Nitrogen,112.24793947835276
481,Hounslow,2006-12-31,Ozone,41.626835958636
482,Hounslow,2006-12-31,PM10 Particulate matter,27.311610241039347
483,Hounslow,2006-12-31,PM10 particulate matter (Hourly measured),
484,Hounslow,2006-12-31,PM2.5 particulate matter (Hourly measured),
485,Hounslow,2006-12-31,Sulphur dioxide,3.0333280360619392
486,Hounslow,2007-12-31,Carbon monoxide,0.5391916818669604
487,Hounslow,2007-12-31,Nitric Oxide,45.72990925910205
488,Hounslow,2007-12-31,Nitrogen dioxide,49.496766115917474
489,Hounslow,2007-12-31,Oxides of Nitrogen,119.45842789010976
490,Hounslow,2007-12-31,Ozone,31.764437187208916
491,Hounslow,2007-12-31,PM10 Particulate matter,26.701155002961407
492,Hounslow,2007-12-31,PM10 particulate matter (Hourly measured),
493,Hounslow,2007-12-31,PM2.5 particulate matter (Hourly measured),
494,Hounslow,2007-12-31,Sulphur dioxide,2.696676343647221
495,Hounslow,2008-12-31,Carbon monoxide,
496,Hounslow,2008-12-31,Nitric Oxide,40.84054962699075
497,Hounslow,2008-12-31,Nitrogen dioxide,50.79522351374721
498,Hounslow,2008-12-31,Oxides of Nitrogen,113.19823591788318
499,Hounslow,2008-12-31,Ozone,36.52743372248239
500,Hounslow,2008-12-31,PM10 Particulate matter,27.137784100238555
501,Hounslow,2008-12-31,PM10 particulate matter (Hourly measured),
502,Hounslow,2008-12-31,PM2.5 particulate matter (Hourly measured),
503,Hounslow,2008-12-31,Sulphur dioxide,2.80684266907085
504,Hounslow,2009-12-31,Carbon monoxide,
505,Hounslow,2009-12-31,Nitric Oxide,38.042349701234194
506,Hounslow,2009-12-31,Nitrogen dioxide,49.28868693368281
507,Hounslow,2009-12-31,Oxides of Nitrogen,106.6648953855113
508,Hounslow,2009-12-31,Ozone,34.44903615759541
509,Hounslow,2009-12-31,PM10 Particulate matter,25.622636815288143
510,Hounslow,2009-12-31,PM10 particulate matter (Hourly measured),
511,Hounslow,2009-12-31,PM2.5 particulate matter (Hourly measured),
512,Hounslow,2009-12-31,Sulphur dioxide,7.971789457802902
513,Hounslow,2010-12-31,Carbon monoxide,
514,Hounslow,2010-12-31,Nitric Oxide,32.643407485623364
515,Hounslow,2010-12-31,Nitrogen dioxide,43.58286132882462
516,Hounslow,2010-12-31,Oxides of Nitrogen,92.88141709662345
517,Hounslow,2010-12-31,Ozone,48.70446493924756
518,Hounslow,2010-12-31,PM10 Particulate matter,24.063699042250658
519,Hounslow,2010-12-31,PM10 particulate matter (Hourly measured),
520,Hounslow,2010-12-31,PM2.5 particulate matter (Hourly measured),
521,Hounslow,2010-12-31,Sulphur dioxide,0.8519104084321476
522,Hounslow,2011-12-31,Carbon monoxide,
523,Hounslow,2011-12-31,Nitric Oxide,34.46007316438599
524,Hounslow,2011-12-31,Nitrogen dioxide,44.513516593846674
525,Hounslow,2011-12-31,Oxides of Nitrogen,97.3852312756964
526,Hounslow,2011-12-31,Ozone,31.619417835477595
527,Hounslow,2011-12-31,PM10 Particulate matter,19.084606290466706
528,Hounslow,2011-12-31,PM10 particulate matter (Hourly measured),
529,Hounslow,2011-12-31,PM2.5 particulate matter (Hourly measured),
530,Hounslow,2011-12-31,Sulphur dioxide,-0.019038912575752028
531,Hounslow,2012-12-31,Carbon monoxide,
532,Hounslow,2012-12-31,Nitric Oxide,42.47640685450005
533,Hounslow,2012-12-31,Nitrogen dioxide,44.75177720684012
534,Hounslow,2012-12-31,Oxides of Nitrogen,109.84288661361906
535,Hounslow,2012-12-31,Ozone,31.53995588994994
536,Hounslow,2012-12-31,PM10 Particulate matter,23.91549859262039
537,Hounslow,2012-12-31,PM10 particulate matter (Hourly measured),
538,Hounslow,2012-12-31,PM2.5 particulate matter (Hourly measured),
539,Hounslow,2012-12-31,Sulphur dioxide,2.173683352033509
540,Hounslow,2013-12-31,Carbon monoxide,
541,Hounslow,2013-12-31,Nitric Oxide,42.81351359211836
542,Hounslow,2013-12-31,Nitrogen dioxide,48.00775854848623
543,Hounslow,2013-12-31,Oxides of Nitrogen,113.76668817399523
544,Hounslow,2013-12-31,Ozone,34.60202533864623
545,Hounslow,2013-12-31,PM10 Particulate matter,26.847779328196744
546,Hounslow,2013-12-31,PM10 particulate matter (Hourly measured),
547,Hounslow,2013-12-31,PM2.5 particulate matter (Hourly measured),
548,Hounslow,2013-12-31,Sulphur dioxide,1.601606597282861
549,Hounslow,2014-12-31,Carbon monoxide,
550,Hounslow,2014-12-31,Nitric Oxide,42.56400003794261
551,Hounslow,2014-12-31,Nitrogen dioxide,44.91178243490026
552,Hounslow,2014-12-31,Oxides of Nitrogen,110.27222042896581
553,Hounslow,2014-12-31,Ozone,34.73975631668715
554,Hounslow,2014-12-31,PM10 Particulate matter,24.561485050362847
555,Hounslow,2014-12-31,PM10 particulate matter (Hourly measured),
556,Hounslow,2014-12-31,PM2.5 particulate matter (Hourly measured),
557,Hounslow,2014-12-31,Sulphur dioxide,1.858234573189595
558,Hounslow,2015-12-31,Carbon monoxide,
559,Hounslow,2015-12-31,Nitric Oxide,35.804772522254936
560,Hounslow,2015-12-31,Nitrogen dioxide,41.635070595937705
561,Hounslow,2015-12-31,Oxides of Nitrogen,96.64138423097539
562,Hounslow,2015-12-31,Ozone,36.509611695960714
563,Hounslow,2015-12-31,PM10 Particulate matter,21.983250588802758
564,Hounslow,2015-12-31,PM10 particulate matter (Hourly measured),
565,Hounslow,2015-12-31,PM2.5 particulate matter (Hourly measured),
566,Hounslow,2015-12-31,Sulphur dioxide,1.491848415887222
567,Hounslow,2016-12-31,Carbon monoxide,
568,Hounslow,2016-12-31,Nitric Oxide,44.262821870941984
569,Hounslow,2016-12-31,Nitrogen dioxide,43.95647106732182
570,Hounslow,2016-12-31,Oxides of Nitrogen,111.93009771741049
571,Hounslow,2016-12-31,Ozone,31.746313582504825
572,Hounslow,2016-12-31,PM10 Particulate matter,22.53204876961306
573,Hounslow,2016-12-31,PM10 particulate matter (Hourly measured),
574,Hounslow,2016-12-31,PM2.5 particulate matter (Hourly measured),
575,Hounslow,2016-12-31,Sulphur dioxide,1.531785693715487
576,Hounslow,2017-12-31,Carbon monoxide,
577,Hounslow,2017-12-31,Nitric Oxide,39.159836481232226
578,Hounslow,2017-12-31,Nitrogen dioxide,42.94356382930549
579,Hounslow,2017-12-31,Oxides of Nitrogen,102.99050494806009
580,Hounslow,2017-12-31,Ozone,31.394449485143806
581,Hounslow,2017-12-31,PM10 Particulate matter,21.728613748432743
582,Hounslow,2017-12-31,PM10 particulate matter (Hourly measured),
583,Hounslow,2017-12-31,PM2.5 particulate matter (Hourly measured),
584,Hounslow,2017-12-31,Sulphur dioxide,1.0608677094868952
585,Hounslow,2018-12-31,Carbon monoxide,
586,Hounslow,2018-12-31,Nitric Oxide,27.602065990598756
587,Hounslow,2018-12-31,Nitrogen dioxide,36.222803639731026
588,Hounslow,2018-12-31,Oxides of Nitrogen,78.53654282334979
589,Hounslow,2018-12-31,Ozone,36.821549241524295
590,Hounslow,2018-12-31,PM10 Particulate matter,19.87063618445889
591,Hounslow,2018-12-31,PM10 particulate matter (Hourly measured),
592,Hounslow,2018-12-31,PM2.5 particulate matter (Hourly measured),
593,Hounslow,2018-12-31,Sulphur dioxide,1.2060372259081493
594,Hounslow,2019-12-31,Carbon monoxide,
595,Hounslow,2019-12-31,Nitric Oxide,24.366061161613917
596,Hounslow,2019-12-31,Nitrogen dioxide,32.22451477023915
597,Hounslow,2019-12-31,Oxides of Nitrogen,69.68273823400304
598,Hounslow,2019-12-31,Ozone,22.458061517232377
599,Hounslow,2019-12-31,PM10 Particulate matter,19.630715810627898
600,Hounslow,2019-12-31,PM10 particulate matter (Hourly measured),
601,Hounslow,2019-12-31,PM2.5 particulate matter (Hourly measured),
602,Hounslow,2019-12-31,Sulphur dioxide,1.8199897268994778
603,Hounslow,2020-12-31,Carbon monoxide,
604,Hounslow,2020-12-31,Nitric Oxide,15.773699114808943
605,Hounslow,2020-12-31,Nitrogen dioxide,26.898692763687517
606,Hounslow,2020-12-31,Oxides of Nitrogen,51.08294914709443
607,Hounslow,2020-12-31,Ozone,36.224710852264145
608,Hounslow,2020-12-31,PM10 Particulate matter,20.00798468531694
609,Hounslow,2020-12-31,PM10 particulate matter (Hourly measured),
610,Hounslow,2020-12-31,PM2.5 particulate matter (Hourly measured),
611,Hounslow,2020-12-31,Sulphur dioxide,2.069656385177153
612,South West London,2004-12-31,Carbon monoxide,
613,South West London,2004-12-31,Nitric Oxide,
614,South West London,2004-12-31,Nitrogen dioxide,32.17711972637567
615,South West London,2004-12-31,Oxides of Nitrogen,
616,South West London,2004-12-31,Ozone,44.607493596220664
617,South West London,2004-12-31,PM10 Particulate matter,
618,South West London,2004-12-31,PM10 particulate matter (Hourly measured),22.974463454420324
619,South West London,2004-12-31,PM2.5 particulate matter (Hourly measured),
620,South West London,2004-12-31,Sulphur dioxide,3.6766297524963676
621,South West London,2005-12-31,Carbon monoxide,
622,South West London,2005-12-31,Nitric Oxide,
623,South West London,2005-12-31,Nitrogen dioxide,32.569455642932425
624,South West London,2005-12-31,Oxides of Nitrogen,
625,South West London,2005-12-31,Ozone,44.135361457108395
626,South West London,2005-12-31,PM10 Particulate matter,
627,South West London,2005-12-31,PM10 particulate matter (Hourly measured),23.207930104062257
628,South West London,2005-12-31,PM2.5 particulate matter (Hourly measured),
629,South West London,2005-12-31,Sulphur dioxide,3.024966778016487
630,South West London,2006-12-31,Carbon monoxide,
631,South West London,2006-12-31,Nitric Oxide,
632,South West London,2006-12-31,Nitrogen dioxide,31.926839848196426
633,South West London,2006-12-31,Oxides of Nitrogen,
634,South West London,2006-12-31,Ozone,48.32330127199309
635,South West London,2006-12-31,PM10 Particulate matter,
636,South West London,2006-12-31,PM10 particulate matter (Hourly measured),22.972399926988615
637,South West London,2006-12-31,PM2.5 particulate matter (Hourly measured),
638,South West London,2006-12-31,Sulphur dioxide,3.4819578766882224
639,South West London,2007-12-31,Carbon monoxide,
640,South West London,2007-12-31,Nitric Oxide,
641,South West London,2007-12-31,Nitrogen dioxide,34.15358041700518
642,South West London,2007-12-31,Oxides of Nitrogen,
643,South West London,2007-12-31,Ozone,41.21480032007615
644,South West London,2007-12-31,PM10 Particulate matter,
645,South West London,2007-12-31,PM10 particulate matter (Hourly measured),21.57778888112926
646,South West London,2007-12-31,PM2.5 particulate matter (Hourly measured),
647,South West London,2007-12-31,Sulphur dioxide,3.706443339957739
648,South West London,2008-12-31,Carbon monoxide,
649,South West London,2008-12-31,Nitric Oxide,
650,South West London,2008-12-31,Nitrogen dioxide,32.64468201507018
651,South West London,2008-12-31,Oxides of Nitrogen,
652,South West London,2008-12-31,Ozone,45.1027968017699
653,South West London,2008-12-31,PM10 Particulate matter,
654,South West London,2008-12-31,PM10 particulate matter (Hourly measured),20.151395679393723
655,South West London,2008-12-31,PM2.5 particulate matter (Hourly measured),20.059371980676328
656,South West London,2008-12-31,Sulphur dioxide,
657,South West London,2009-12-31,Carbon monoxide,
658,South West London,2009-12-31,Nitric Oxide,
659,South West London,2009-12-31,Nitrogen dioxide,32.07963126540219
660,South West London,2009-12-31,Oxides of Nitrogen,
661,South West London,2009-12-31,Ozone,43.13590402484978
662,South West London,2009-12-31,PM10 Particulate matter,
663,South West London,2009-12-31,PM10 particulate matter (Hourly measured),20.70153171500894
664,South West London,2009-12-31,PM2.5 particulate matter (Hourly measured),13.321598309730412
665,South West London,2009-12-31,Sulphur dioxide,
666,South West London,2010-12-31,Carbon monoxide,
667,South West London,2010-12-31,Nitric Oxide,
668,South West London,2010-12-31,Nitrogen dioxide,32.28260224442476
669,South West London,2010-12-31,Oxides of Nitrogen,
670,South West London,2010-12-31,Ozone,41.50953040772639
671,South West London,2010-12-31,PM10 Particulate matter,
672,South West London,2010-12-31,PM10 particulate matter (Hourly measured),20.078349973785002
673,South West London,2010-12-31,PM2.5 particulate matter (Hourly measured),14.438372515811963
674,South West London,2010-12-31,Sulphur dioxide,
675,South West London,2011-12-31,Carbon monoxide,
676,South West London,2011-12-31,Nitric Oxide,
677,South West London,2011-12-31,Nitrogen dioxide,28.879385197631738
678,South West London,2011-12-31,Oxides of Nitrogen,
679,South West London,2011-12-31,Ozone,44.94307372023647
680,South West London,2011-12-31,PM10 Particulate matter,
681,South West London,2011-12-31,PM10 particulate matter (Hourly measured),22.718132384860333
682,South West London,2011-12-31,PM2.5 particulate matter (Hourly measured),17.354287620645245
683,South West London,2011-12-31,Sulphur dioxide,
684,South West London,2012-12-31,Carbon monoxide,
685,South West London,2012-12-31,Nitric Oxide,
686,South West London,2012-12-31,Nitrogen dioxide,32.36548537618226
687,South West London,2012-12-31,Oxides of Nitrogen,
688,South West London,2012-12-31,Ozone,40.2936849597165
689,South West London,2012-12-31,PM10 Particulate matter,
690,South West London,2012-12-31,PM10 particulate matter (Hourly measured),19.472033955541164
691,South West London,2012-12-31,PM2.5 particulate matter (Hourly measured),13.552664502276757
692,South West London,2012-12-31,Sulphur dioxide,
693,South West London,2013-12-31,Carbon monoxide,
694,South West London,2013-12-31,Nitric Oxide,
695,South West London,2013-12-31,Nitrogen dioxide,28.02409971414673
696,South West London,2013-12-31,Oxides of Nitrogen,
697,South West London,2013-12-31,Ozone,46.69198316284394
698,South West London,2013-12-31,PM10 Particulate matter,
699,South West London,2013-12-31,PM10 particulate matter (Hourly measured),21.258820343384826
700,South West London,2013-12-31,PM2.5 particulate matter (Hourly measured),16.836224555542348
701,South West London,2013-12-31,Sulphur dioxide,
702,South West London,2014-12-31,Carbon monoxide,
703,South West London,2014-12-31,Nitric Oxide,
704,South West London,2014-12-31,Nitrogen dioxide,29.834611262268897
705,South West London,2014-12-31,Oxides of Nitrogen,
706,South West London,2014-12-31,Ozone,46.118399821500226
707,South West London,2014-12-31,PM10 Particulate matter,
708,South West London,2014-12-31,PM10 particulate matter (Hourly measured),17.8348666324337
709,South West London,2014-12-31,PM2.5 particulate matter (Hourly measured),
710,South West London,2014-12-31,Sulphur dioxide,
711,South West London,2015-12-31,Carbon monoxide,
712,South West London,2015-12-31,Nitric Oxide,
713,South West London,2015-12-31,Nitrogen dioxide,25.246491623993688
714,South West London,2015-12-31,Oxides of Nitrogen,
715,South West London,2015-12-31,Ozone,49.47007436261727
716,South West London,2015-12-31,PM10 Particulate matter,
717,South West London,2015-12-31,PM10 particulate matter (Hourly measured),15.319123276775201
718,South West London,2015-12-31,PM2.5 particulate matter (Hourly measured),
719,South West London,2015-12-31,Sulphur dioxide,
720,South West London,2016-12-31,Carbon monoxide,
721,South West London,2016-12-31,Nitric Oxide,
722,South West London,2016-12-31,Nitrogen dioxide,31.37779233498577
723,South West London,2016-12-31,Oxides of Nitrogen,
724,South West London,2016-12-31,Ozone,45.56931440687024
725,South West London,2016-12-31,PM10 Particulate matter,
726,South West London,2016-12-31,PM10 particulate matter (Hourly measured),18.424105803804512
727,South West London,2016-12-31,PM2.5 particulate matter (Hourly measured),
728,South West London,2016-12-31,Sulphur dioxide,
729,South West London,2017-12-31,Carbon monoxide,
730,South West London,2017-12-31,Nitric Oxide,
731,South West London,2017-12-31,Nitrogen dioxide,29.553676220533344
732,South West London,2017-12-31,Oxides of Nitrogen,
733,South West London,2017-12-31,Ozone,43.24416341547551
734,South West London,2017-12-31,PM10 Particulate matter,
735,South West London,2017-12-31,PM10 particulate matter (Hourly measured),18.0979122847663
736,South West London,2017-12-31,PM2.5 particulate matter (Hourly measured),
737,South West London,2017-12-31,Sulphur dioxide,
738,South West London,2018-12-31,Carbon monoxide,
739,South West London,2018-12-31,Nitric Oxide,
740,South West London,2018-12-31,Nitrogen dioxide,28.60794104257028
741,South West London,2018-12-31,Oxides of Nitrogen,
742,South West London,2018-12-31,Ozone,46.121205746773924
743,South West London,2018-12-31,PM10 Particulate matter,
744,South West London,2018-12-31,PM10 particulate matter (Hourly measured),17.522023691804367
745,South West London,2018-12-31,PM2.5 particulate matter (Hourly measured),
746,South West London,2018-12-31,Sulphur dioxide,
747,South West London,2019-12-31,Carbon monoxide,
748,South West London,2019-12-31,Nitric Oxide,
749,South West London,2019-12-31,Nitrogen dioxide,27.900210458997837
750,South West London,2019-12-31,Oxides of Nitrogen,
751,South West London,2019-12-31,Ozone,44.39852762963253
752,South West London,2019-12-31,PM10 Particulate matter,
753,South West London,2019-12-31,PM10 particulate matter (Hourly measured),17.12738807875013
754,South West London,2019-12-31,PM2.5 particulate matter (Hourly measured),
755,South West London,2019-12-31,Sulphur dioxide,
756,South West London,2020-12-31,Carbon monoxide,
757,South West London,2020-12-31,Nitric Oxide,
758,South West London,2020-12-31,Nitrogen dioxide,18.5636673190261
759,South West London,2020-12-31,Oxides of Nitrogen,
760,South West London,2020-12-31,Ozone,49.65423814806836
761,South West London,2020-12-31,PM10 Particulate matter,
762,South West London,2020-12-31,PM10 particulate matter (Hourly measured),16.859589815478135
763,South West London,2020-12-31,PM2.5 particulate matter (Hourly measured),
764,South West London,2020-12-31,Sulphur dioxide,
765,Surrey Heartlands,2004-12-31,Carbon monoxide,
766,Surrey Heartlands,2004-12-31,Nitric Oxide,
767,Surrey Heartlands,2004-12-31,Nitrogen dioxide,33.70989968445995
768,Surrey Heartlands,2004-12-31,Oxides of Nitrogen,
769,Surrey Heartlands,2004-12-31,Ozone,
770,Surrey Heartlands,2004-12-31,PM10 Particulate matter,
771,Surrey Heartlands,2004-12-31,PM10 particulate matter (Hourly measured),23.94585471211713
772,Surrey Heartlands,2004-12-31,PM2.5 particulate matter (Hourly measured),11.631702891569878
773,Surrey Heartlands,2004-12-31,Sulphur dioxide,
774,Surrey Heartlands,2005-12-31,Carbon monoxide,
775,Surrey Heartlands,2005-12-31,Nitric Oxide,
776,Surrey Heartlands,2005-12-31,Nitrogen dioxide,37.544305890680086
777,Surrey Heartlands,2005-12-31,Oxides of Nitrogen,
778,Surrey Heartlands,2005-12-31,Ozone,
779,Surrey Heartlands,2005-12-31,PM10 Particulate matter,
780,Surrey Heartlands,2005-12-31,PM10 particulate matter (Hourly measured),24.844381648172135
781,Surrey Heartlands,2005-12-31,PM2.5 particulate matter (Hourly measured),11.96573791453155
782,Surrey Heartlands,2005-12-31,Sulphur dioxide,
783,Surrey Heartlands,2006-12-31,Carbon monoxide,
784,Surrey Heartlands,2006-12-31,Nitric Oxide,
785,Surrey Heartlands,2006-12-31,Nitrogen dioxide,33.483760647015224
786,Surrey Heartlands,2006-12-31,Oxides of Nitrogen,
787,Surrey Heartlands,2006-12-31,Ozone,
788,Surrey Heartlands,2006-12-31,PM10 Particulate matter,
789,Surrey Heartlands,2006-12-31,PM10 particulate matter (Hourly measured),26.497313342847267
790,Surrey Heartlands,2006-12-31,PM2.5 particulate matter (Hourly measured),12.237865972145531
791,Surrey Heartlands,2006-12-31,Sulphur dioxide,
792,Surrey Heartlands,2007-12-31,Carbon monoxide,
793,Surrey Heartlands,2007-12-31,Nitric Oxide,
794,Surrey Heartlands,2007-12-31,Nitrogen dioxide,37.564444899527665
795,Surrey Heartlands,2007-12-31,Oxides of Nitrogen,
796,Surrey Heartlands,2007-12-31,Ozone,
797,Surrey Heartlands,2007-12-31,PM10 Particulate matter,
798,Surrey Heartlands,2007-12-31,PM10 particulate matter (Hourly measured),24.342762131915805
799,Surrey Heartlands,2007-12-31,PM2.5 particulate matter (Hourly measured),12.198261361930347
800,Surrey Heartlands,2007-12-31,Sulphur dioxide,
801,Surrey Heartlands,2008-12-31,Carbon monoxide,
802,Surrey Heartlands,2008-12-31,Nitric Oxide,
803,Surrey Heartlands,2008-12-31,Nitrogen dioxide,34.80325162724035
804,Surrey Heartlands,2008-12-31,Oxides of Nitrogen,
805,Surrey Heartlands,2008-12-31,Ozone,
806,Surrey Heartlands,2008-12-31,PM10 Particulate matter,
807,Surrey Heartlands,2008-12-31,PM10 particulate matter (Hourly measured),21.86015740421361
808,Surrey Heartlands,2008-12-31,PM2.5 particulate matter (Hourly measured),11.502066787841112
809,Surrey Heartlands,2008-12-31,Sulphur dioxide,
810,Surrey Heartlands,2009-12-31,Carbon monoxide,
811,Surrey Heartlands,2009-12-31,Nitric Oxide,
812,Surrey Heartlands,2009-12-31,Nitrogen dioxide,33.448583081778445
813,Surrey Heartlands,2009-12-31,Oxides of Nitrogen,
814,Surrey Heartlands,2009-12-31,Ozone,
815,Surrey Heartlands,2009-12-31,PM10 Particulate matter,
816,Surrey Heartlands,2009-12-31,PM10 particulate matter (Hourly measured),21.196503084942346
817,Surrey Heartlands,2009-12-31,PM2.5 particulate matter (Hourly measured),10.286653666348341
818,Surrey Heartlands,2009-12-31,Sulphur dioxide,
819,Surrey Heartlands,2010-12-31,Carbon monoxide,
820,Surrey Heartlands,2010-12-31,Nitric Oxide,
821,Surrey Heartlands,2010-12-31,Nitrogen dioxide,37.106054641110305
822,Surrey Heartlands,2010-12-31,Oxides of Nitrogen,
823,Surrey Heartlands,2010-12-31,Ozone,
824,Surrey Heartlands,2010-12-31,PM10 Particulate matter,
825,Surrey Heartlands,2010-12-31,PM10 particulate matter (Hourly measured),20.71528357798679
826,Surrey Heartlands,2010-12-31,PM2.5 particulate matter (Hourly measured),10.669508286826774
827,Surrey Heartlands,2010-12-31,Sulphur dioxide,
828,Surrey Heartlands,2011-12-31,Carbon monoxide,
829,Surrey Heartlands,2011-12-31,Nitric Oxide,
830,Surrey Heartlands,2011-12-31,Nitrogen dioxide,30.29160213560411
831,Surrey Heartlands,2011-12-31,Oxides of Nitrogen,
832,Surrey Heartlands,2011-12-31,Ozone,
833,Surrey Heartlands,2011-12-31,PM10 Particulate matter,
834,Surrey Heartlands,2011-12-31,PM10 particulate matter (Hourly measured),23.913083472588305
835,Surrey Heartlands,2011-12-31,PM2.5 particulate matter (Hourly measured),10.439104380344425
836,Surrey Heartlands,2011-12-31,Sulphur dioxide,
837,Surrey Heartlands,2012-12-31,Carbon monoxide,
838,Surrey Heartlands,2012-12-31,Nitric Oxide,
839,Surrey Heartlands,2012-12-31,Nitrogen dioxide,30.631591406628257
840,Surrey Heartlands,2012-12-31,Oxides of Nitrogen,
841,Surrey Heartlands,2012-12-31,Ozone,
842,Surrey Heartlands,2012-12-31,PM10 Particulate matter,
843,Surrey Heartlands,2012-12-31,PM10 particulate matter (Hourly measured),20.012126962137827
844,Surrey Heartlands,2012-12-31,PM2.5 particulate matter (Hourly measured),9.758064056670998
845,Surrey Heartlands,2012-12-31,Sulphur dioxide,
846,Surrey Heartlands,2013-12-31,Carbon monoxide,
847,Surrey Heartlands,2013-12-31,Nitric Oxide,
848,Surrey Heartlands,2013-12-31,Nitrogen dioxide,34.378127915599855
849,Surrey Heartlands,2013-12-31,Oxides of Nitrogen,
850,Surrey Heartlands,2013-12-31,Ozone,
851,Surrey Heartlands,2013-12-31,PM10 Particulate matter,
852,Surrey Heartlands,2013-12-31,PM10 particulate matter (Hourly measured),21.58523690779892
853,Surrey Heartlands,2013-12-31,PM2.5 particulate matter (Hourly measured),9.9703922743585
854,Surrey Heartlands,2013-12-31,Sulphur dioxide,
855,Surrey Heartlands,2014-12-31,Carbon monoxide,
856,Surrey Heartlands,2014-12-31,Nitric Oxide,
857,Surrey Heartlands,2014-12-31,Nitrogen dioxide,32.61005279116354
858,Surrey Heartlands,2014-12-31,Oxides of Nitrogen,
859,Surrey Heartlands,2014-12-31,Ozone,
860,Surrey Heartlands,2014-12-31,PM10 Particulate matter,
861,Surrey Heartlands,2014-12-31,PM10 particulate matter (Hourly measured),17.701809765468372
862,Surrey Heartlands,2014-12-31,PM2.5 particulate matter (Hourly measured),10.016992674593208
863,Surrey Heartlands,2014-12-31,Sulphur dioxide,
864,Surrey Heartlands,2015-12-31,Carbon monoxide,
865,Surrey Heartlands,2015-12-31,Nitric Oxide,
866,Surrey Heartlands,2015-12-31,Nitrogen dioxide,27.409043543954045
867,Surrey Heartlands,2015-12-31,Oxides of Nitrogen,
868,Surrey Heartlands,2015-12-31,Ozone,
869,Surrey Heartlands,2015-12-31,PM10 Particulate matter,
870,Surrey Heartlands,2015-12-31,PM10 particulate matter (Hourly measured),13.508984649322036
871,Surrey Heartlands,2015-12-31,PM2.5 particulate matter (Hourly measured),9.028487017688663
872,Surrey Heartlands,2015-12-31,Sulphur dioxide,
873,Surrey Heartlands,2016-12-31,Carbon monoxide,
874,Surrey Heartlands,2016-12-31,Nitric Oxide,
875,Surrey Heartlands,2016-12-31,Nitrogen dioxide,31.47462002676802
876,Surrey Heartlands,2016-12-31,Oxides of Nitrogen,
877,Surrey Heartlands,2016-12-31,Ozone,
878,Surrey Heartlands,2016-12-31,PM10 Particulate matter,
879,Surrey Heartlands,2016-12-31,PM10 particulate matter (Hourly measured),14.579729099048047
880,Surrey Heartlands,2016-12-31,PM2.5 particulate matter (Hourly measured),9.498990713930988
881,Surrey Heartlands,2016-12-31,Sulphur dioxide,
882,Surrey Heartlands,2017-12-31,Carbon monoxide,
883,Surrey Heartlands,2017-12-31,Nitric Oxide,
884,Surrey Heartlands,2017-12-31,Nitrogen dioxide,29.0699350087836
885,Surrey Heartlands,2017-12-31,Oxides of Nitrogen,
886,Surrey Heartlands,2017-12-31,Ozone,
887,Surrey Heartlands,2017-12-31,PM10 Particulate matter,
888,Surrey Heartlands,2017-12-31,PM10 particulate matter (Hourly measured),13.704658663068079
889,Surrey Heartlands,2017-12-31,PM2.5 particulate matter (Hourly measured),8.667444291788236
890,Surrey Heartlands,2017-12-31,Sulphur dioxide,
891,Surrey Heartlands,2018-12-31,Carbon monoxide,
892,Surrey Heartlands,2018-12-31,Nitric Oxide,
893,Surrey Heartlands,2018-12-31,Nitrogen dioxide,30.263543839748852
894,Surrey Heartlands,2018-12-31,Oxides of Nitrogen,
895,Surrey Heartlands,2018-12-31,Ozone,
896,Surrey Heartlands,2018-12-31,PM10 Particulate matter,
897,Surrey Heartlands,2018-12-31,PM10 particulate matter (Hourly measured),14.84923063269029
898,Surrey Heartlands,2018-12-31,PM2.5 particulate matter (Hourly measured),9.38640495334197
899,Surrey Heartlands,2018-12-31,Sulphur dioxide,
900,Surrey Heartlands,2019-12-31,Carbon monoxide,
901,Surrey Heartlands,2019-12-31,Nitric Oxide,
