,Year,Area Name,CCG Location,CCG_Poll_Map,LAT,LONG,Indicator Name,Value
1242,2004,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,COPD Admissions,
1243,2005,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,COPD Admissions,
1244,2006,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,COPD Admissions,
1245,2007,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,COPD Admissions,
1246,2008,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,COPD Admissions,
1247,2009,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,COPD Admissions,
1248,2010,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,COPD Admissions,
1249,2011,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,COPD Admissions,
1250,2012,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,COPD Admissions,
1251,2013,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,COPD Admissions,223.7
1252,2014,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,COPD Admissions,211.04
1253,2015,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,COPD Admissions,223.1
1254,2016,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,COPD Admissions,212.39
1255,2017,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,COPD Admissions,215.37
1256,2018,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,COPD Admissions,216.2
1257,2019,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,COPD Admissions,
1258,2003,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,COPD Admissions,
1259,2004,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,COPD Admissions,
1260,2005,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,COPD Admissions,
1261,2006,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,COPD Admissions,
1262,2007,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,COPD Admissions,
1263,2008,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,COPD Admissions,
1264,2009,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,COPD Admissions,
1265,2010,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,COPD Admissions,
1266,2011,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,COPD Admissions,
1267,2012,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,COPD Admissions,
1268,2013,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,COPD Admissions,134.95
1269,2014,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,COPD Admissions,159.19
1270,2015,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,COPD Admissions,161.26
1271,2016,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,COPD Admissions,192.85
1272,2017,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,COPD Admissions,149.48
1273,2018,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,COPD Admissions,145.66
1274,2019,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,COPD Admissions,
1275,2003,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,COPD Admissions,
1276,2004,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,COPD Admissions,
1277,2005,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,COPD Admissions,
1278,2006,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,COPD Admissions,
1279,2007,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,COPD Admissions,
1280,2008,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,COPD Admissions,
1281,2009,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,COPD Admissions,
1282,2010,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,COPD Admissions,
1283,2011,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,COPD Admissions,
1284,2012,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,COPD Admissions,
1285,2013,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,COPD Admissions,156.33
1286,2014,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,COPD Admissions,162.21
1287,2015,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,COPD Admissions,155.99
1288,2016,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,COPD Admissions,164.67
1289,2017,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,COPD Admissions,167.1
1290,2018,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,COPD Admissions,156.98
1291,2019,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,COPD Admissions,
1292,2003,NHS Richmond CCG,Outer Radius,South West London,51.4403,-0.28911,COPD Admissions,
1293,2004,NHS Richmond CCG,Outer Radius,South West London,51.4403,-0.28911,COPD Admissions,
1294,2005,NHS Richmond CCG,Outer Radius,South West London,51.4403,-0.28911,COPD Admissions,
1295,2006,NHS Richmond CCG,Outer Radius,South West London,51.4403,-0.28911,COPD Admissions,
1296,2007,NHS Richmond CCG,Outer Radius,South West London,51.4403,-0.28911,COPD Admissions,
1297,2008,NHS Richmond CCG,Outer Radius,South West London,51.4403,-0.28911,COPD Admissions,
1298,2009,NHS Richmond CCG,Outer Radius,South West London,51.4403,-0.28911,COPD Admissions,
1299,2010,NHS Richmond CCG,Outer Radius,South West London,51.4403,-0.28911,COPD Admissions,
1300,2011,NHS Richmond CCG,Outer Radius,South West London,51.4403,-0.28911,COPD Admissions,
1301,2012,NHS Richmond CCG,Outer Radius,South West London,51.4403,-0.28911,COPD Admissions,
1302,2013,NHS Richmond CCG,Outer Radius,South West London,51.4403,-0.28911,COPD Admissions,118.93
1303,2014,NHS Richmond CCG,Outer Radius,South West London,51.4403,-0.28911,COPD Admissions,134.7
1304,2015,NHS Richmond CCG,Outer Radius,South West London,51.4403,-0.28911,COPD Admissions,133.25
1305,2016,NHS Richmond CCG,Outer Radius,South West London,51.4403,-0.28911,COPD Admissions,161.2
1306,2017,NHS Richmond CCG,Outer Radius,South West London,51.4403,-0.28911,COPD Admissions,155.23
1307,2018,NHS Richmond CCG,Outer Radius,South West London,51.4403,-0.28911,COPD Admissions,156.01
1308,2019,NHS Richmond CCG,Outer Radius,South West London,51.4403,-0.28911,COPD Admissions,
1309,2003,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,COPD Admissions,
1310,2004,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,COPD Admissions,
1311,2005,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,COPD Admissions,
1312,2006,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,COPD Admissions,
1313,2007,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,COPD Admissions,
1314,2008,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,COPD Admissions,
1315,2009,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,COPD Admissions,
1316,2010,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,COPD Admissions,
1317,2011,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,COPD Admissions,
1318,2012,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,COPD Admissions,
1319,2013,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,COPD Admissions,148.35
1320,2014,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,COPD Admissions,182.73
1321,2015,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,COPD Admissions,133.84
1322,2016,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,COPD Admissions,183.75
1323,2017,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,COPD Admissions,155.53
1324,2018,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,COPD Admissions,170.8
1325,2019,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,COPD Admissions,
1326,2003,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,COPD Admissions,
1327,2004,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,COPD Admissions,
1328,2005,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,COPD Admissions,
1329,2006,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,COPD Admissions,
1330,2007,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,COPD Admissions,
1331,2008,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,COPD Admissions,
1332,2009,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,COPD Admissions,
1333,2010,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,COPD Admissions,
1334,2011,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,COPD Admissions,
1335,2012,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,COPD Admissions,
1336,2013,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,COPD Admissions,204.88
1337,2014,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,COPD Admissions,222.76
1338,2015,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,COPD Admissions,213.83
1339,2016,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,COPD Admissions,220.53
1340,2017,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,COPD Admissions,240.42
1341,2018,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,COPD Admissions,248.35
1342,2019,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,COPD Admissions,
1343,2003,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,COPD Admissions,
1344,2004,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,COPD Admissions,
1345,2005,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,COPD Admissions,
1346,2006,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,COPD Admissions,
1347,2007,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,COPD Admissions,
1348,2008,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,COPD Admissions,
1349,2009,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,COPD Admissions,
1350,2010,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,COPD Admissions,
1351,2011,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,COPD Admissions,
1352,2012,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,COPD Admissions,
1353,2013,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,COPD Admissions,284.36
1354,2014,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,COPD Admissions,300.27
1355,2015,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,COPD Admissions,271.66
1356,2016,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,COPD Admissions,244.18
1357,2017,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,COPD Admissions,241.28
1358,2018,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,COPD Admissions,259.4
1359,2019,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,COPD Admissions,
1360,2003,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Heart Failure Admissions,118.793
1361,2004,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Heart Failure Admissions,121.822
1362,2005,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Heart Failure Admissions,124.288
1363,2006,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Heart Failure Admissions,97.056
1364,2007,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Heart Failure Admissions,94.584
1365,2008,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Heart Failure Admissions,107.249
1366,2009,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Heart Failure Admissions,113.842
1367,2010,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Heart Failure Admissions,101.781
1368,2011,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Heart Failure Admissions,96.958
1369,2012,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Heart Failure Admissions,96.625
1370,2013,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Heart Failure Admissions,120.579
1371,2014,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Heart Failure Admissions,110.89
1372,2015,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Heart Failure Admissions,128.411
1373,2016,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Heart Failure Admissions,132.905
1374,2017,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Heart Failure Admissions,108.295
1375,2018,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Heart Failure Admissions,102.62
1376,2019,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Heart Failure Admissions,134.01
1377,2003,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Heart Failure Admissions,107.011
1378,2004,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Heart Failure Admissions,109.875
1379,2005,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Heart Failure Admissions,99.23
1380,2006,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Heart Failure Admissions,88.751
1381,2007,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Heart Failure Admissions,102.819
1382,2008,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Heart Failure Admissions,93.334
1383,2009,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Heart Failure Admissions,81.709
1384,2010,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Heart Failure Admissions,78.507
1385,2011,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Heart Failure Admissions,79.752
1386,2012,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Heart Failure Admissions,96.766
1387,2013,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Heart Failure Admissions,84.179
1388,2014,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Heart Failure Admissions,88.556
1389,2015,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Heart Failure Admissions,110.782
1390,2016,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Heart Failure Admissions,112.158
1391,2017,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Heart Failure Admissions,124.616
1392,2018,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Heart Failure Admissions,136.78
1393,2019,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Heart Failure Admissions,139.81
1394,2003,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Heart Failure Admissions,194.2880265
1395,2004,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Heart Failure Admissions,204.3634473
1396,2005,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Heart Failure Admissions,181.2052492
1397,2006,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Heart Failure Admissions,196.0613684
1398,2007,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Heart Failure Admissions,189.9804372
1399,2008,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Heart Failure Admissions,210.198398
1400,2009,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Heart Failure Admissions,164.3805411
1401,2010,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Heart Failure Admissions,188.3253278
1402,2011,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Heart Failure Admissions,171.5159708
1403,2012,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Heart Failure Admissions,212.541294
1404,2013,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Heart Failure Admissions,190.35
1405,2014,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Heart Failure Admissions,179.228
1406,2015,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Heart Failure Admissions,210.533
1407,2016,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Heart Failure Admissions,229.199
1408,2017,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Heart Failure Admissions,217.7
1409,2018,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Heart Failure Admissions,214.29
1410,2019,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Heart Failure Admissions,238.12
1411,2003,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Heart Failure Admissions,124.875
1412,2004,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Heart Failure Admissions,123.189
1413,2005,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Heart Failure Admissions,160.473
1414,2006,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Heart Failure Admissions,131.106
1415,2007,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Heart Failure Admissions,145.572
1416,2008,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Heart Failure Admissions,140.468
1417,2009,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Heart Failure Admissions,136.056
1418,2010,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Heart Failure Admissions,122.463
1419,2011,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Heart Failure Admissions,131.553
1420,2012,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Heart Failure Admissions,136.792
1421,2013,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Heart Failure Admissions,134.06
1422,2014,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Heart Failure Admissions,172.306
1423,2015,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Heart Failure Admissions,199.633
1424,2016,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Heart Failure Admissions,229.066
1425,2017,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Heart Failure Admissions,162.965
1426,2018,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Heart Failure Admissions,170.67
1427,2019,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Heart Failure Admissions,187.1
1428,2003,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Heart Failure Admissions,192.6035558
1429,2004,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Heart Failure Admissions,133.4812603
1430,2005,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Heart Failure Admissions,153.699646
1431,2006,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Heart Failure Admissions,177.4378679
1432,2007,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Heart Failure Admissions,173.7705382
1433,2008,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Heart Failure Admissions,123.495508
1434,2009,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Heart Failure Admissions,146.7950946
1435,2010,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Heart Failure Admissions,185.9349167
1436,2011,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Heart Failure Admissions,179.7144295
1437,2012,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Heart Failure Admissions,215.4889402
1438,2013,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Heart Failure Admissions,230.942
1439,2014,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Heart Failure Admissions,216.67
1440,2015,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Heart Failure Admissions,232.9
1441,2016,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Heart Failure Admissions,227.563
1442,2017,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Heart Failure Admissions,228.944
1443,2018,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Heart Failure Admissions,246.66
1444,2019,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Heart Failure Admissions,220.42
1445,2003,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Heart Failure Admissions,123.7807351
1446,2004,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Heart Failure Admissions,135.570574
1447,2005,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Heart Failure Admissions,126.1143895
1448,2006,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Heart Failure Admissions,105.7653906
1449,2007,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Heart Failure Admissions,101.757599
1450,2008,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Heart Failure Admissions,113.2675038
1451,2009,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Heart Failure Admissions,112.8222522
1452,2010,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Heart Failure Admissions,97.29071286
1453,2011,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Heart Failure Admissions,89.05669157
1454,2012,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Heart Failure Admissions,108.0995855
1455,2013,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Heart Failure Admissions,123.253
1456,2014,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Heart Failure Admissions,148.634
1457,2015,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Heart Failure Admissions,154.553
1458,2016,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Heart Failure Admissions,161.707
1459,2017,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Heart Failure Admissions,166.611
1460,2018,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Heart Failure Admissions,149.26
1461,2019,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Heart Failure Admissions,166.81
1462,2003,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Heart Failure Admissions,145.4458417
1463,2004,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Heart Failure Admissions,166.4238039
1464,2005,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Heart Failure Admissions,171.1228982
1465,2006,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Heart Failure Admissions,138.3847245
1466,2007,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Heart Failure Admissions,127.4399301
1467,2008,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Heart Failure Admissions,114.869674
1468,2009,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Heart Failure Admissions,154.7382977
1469,2010,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Heart Failure Admissions,140.4957892
1470,2011,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Heart Failure Admissions,159.8796836
1471,2012,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Heart Failure Admissions,158.5753545
1472,2013,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Heart Failure Admissions,150.359
1473,2014,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Heart Failure Admissions,182.484
1474,2015,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Heart Failure Admissions,168.965
1475,2016,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Heart Failure Admissions,160.373
1476,2017,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Heart Failure Admissions,204.834
1477,2018,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Heart Failure Admissions,180.13
1478,2019,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Heart Failure Admissions,192.48
1479,2003,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Heart Failure Admissions,203.5064929
1480,2004,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Heart Failure Admissions,192.1036342
1481,2005,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Heart Failure Admissions,224.8629239
1482,2006,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Heart Failure Admissions,118.9273902
1483,2007,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Heart Failure Admissions,145.8501129
1484,2008,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Heart Failure Admissions,148.3486244
1485,2009,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Heart Failure Admissions,173.8878578
1486,2010,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Heart Failure Admissions,146.3974717
1487,2011,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Heart Failure Admissions,182.6127113
1488,2012,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Heart Failure Admissions,151.8355675
1489,2013,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Heart Failure Admissions,152.858
1490,2014,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Heart Failure Admissions,194.506
1491,2015,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Heart Failure Admissions,212.773
