Country Name,Indicator Name,Year,Value
NHS Herts Valleys CCG,COPD Admissions,2019,
NHS Ealing CCG,COPD Admissions,2019,
NHS East Berkshire CCG,COPD Admissions,2019,
NHS Hillingdon CCG,COPD Admissions,2019,
NHS Hounslow CCG,COPD Admissions,2019,
NHS Kingston CCG,COPD Admissions,2019,
NHS Merton CCG,COPD Admissions,2019,
NHS Richmond CCG,COPD Admissions,2019,
NHS Sutton CCG,COPD Admissions,2019,
NHS Wandsworth CCG,COPD Admissions,2019,
NHS North West Surrey CCG,COPD Admissions,2019,
NHS Oxfordshire CCG,COPD Admissions,2019,
NHS Berkshire West CCG,Heart Failure Admissions,2004,121.822
NHS Surrey Heath CCG,Heart Failure Admissions,2004,123.9072777
NHS Ealing CCG,Heart Failure Admissions,2004,204.3634473
NHS East Berkshire CCG,Heart Failure Admissions,2004,123.189
NHS Hammersmith And Fulham CCG,Heart Failure Admissions,2004,133.4812603
NHS Hillingdon CCG,Heart Failure Admissions,2004,166.4238039
NHS Hounslow CCG,Heart Failure Admissions,2004,192.1036342
NHS Kingston CCG,Heart Failure Admissions,2004,142.3225637
NHS Merton CCG,Heart Failure Admissions,2004,180.8679503
NHS Richmond CCG,Heart Failure Admissions,2004,159.7281136
NHS Sutton CCG,Heart Failure Admissions,2004,201.9955747
NHS Wandsworth CCG,Heart Failure Admissions,2004,215.9861665
NHS North West Surrey CCG,Heart Failure Admissions,2004,150.8637616
NHS Oxfordshire CCG,Heart Failure Admissions,2004,134.955237
NHS Berkshire West CCG,Heart Failure Admissions,2005,124.288
NHS Surrey Heath CCG,Heart Failure Admissions,2005,117.4526286
NHS Buckinghamshire CCG,Heart Failure Admissions,2005,99.23
NHS Herts Valleys CCG,Heart Failure Admissions,2005,126.1143895
NHS Ealing CCG,Heart Failure Admissions,2005,181.2052492
NHS East Berkshire CCG,Heart Failure Admissions,2005,160.473
NHS Hammersmith And Fulham CCG,Heart Failure Admissions,2005,153.699646
NHS Hillingdon CCG,Heart Failure Admissions,2005,171.1228982
NHS Hounslow CCG,Heart Failure Admissions,2005,224.8629239
NHS Kingston CCG,Heart Failure Admissions,2005,202.7226981
NHS Merton CCG,Heart Failure Admissions,2005,151.5561763
NHS Richmond CCG,Heart Failure Admissions,2005,148.2567179
NHS Sutton CCG,Heart Failure Admissions,2005,178.6444986
NHS Wandsworth CCG,Heart Failure Admissions,2005,222.124271
NHS North West Surrey CCG,Heart Failure Admissions,2005,135.8024197
NHS Oxfordshire CCG,Heart Failure Admissions,2005,126.5613595
NHS Berkshire West CCG,Heart Failure Admissions,2006,97.056
NHS Surrey Heath CCG,Heart Failure Admissions,2006,110.2185168
NHS Buckinghamshire CCG,Heart Failure Admissions,2006,88.751
NHS Herts Valleys CCG,Heart Failure Admissions,2006,105.7653906
NHS Ealing CCG,Heart Failure Admissions,2006,196.0613684
NHS East Berkshire CCG,Heart Failure Admissions,2006,131.106
NHS Hammersmith And Fulham CCG,Heart Failure Admissions,2006,177.4378679
NHS Hillingdon CCG,Heart Failure Admissions,2006,138.3847245
NHS Hounslow CCG,Heart Failure Admissions,2006,118.9273902
NHS Kingston CCG,Heart Failure Admissions,2006,178.0478203
NHS Merton CCG,Heart Failure Admissions,2006,139.3599892
NHS Richmond CCG,Heart Failure Admissions,2006,113.060166
NHS Sutton CCG,Heart Failure Admissions,2006,123.5202534
NHS Wandsworth CCG,Heart Failure Admissions,2006,190.9430663
NHS North West Surrey CCG,Heart Failure Admissions,2006,118.4972189
NHS Oxfordshire CCG,Heart Failure Admissions,2006,102.0682036
NHS Berkshire West CCG,Heart Failure Admissions,2007,94.584
NHS Surrey Heath CCG,Heart Failure Admissions,2007,107.5935592
NHS Buckinghamshire CCG,Heart Failure Admissions,2007,102.819
NHS Herts Valleys CCG,Heart Failure Admissions,2007,101.757599
NHS Ealing CCG,Heart Failure Admissions,2007,189.9804372
NHS East Berkshire CCG,Heart Failure Admissions,2007,145.572
NHS Hillingdon CCG,Heart Failure Admissions,2007,127.4399301
NHS Hounslow CCG,Heart Failure Admissions,2007,145.8501129
NHS Kingston CCG,Heart Failure Admissions,2007,170.2052485
NHS Merton CCG,Heart Failure Admissions,2007,158.739811
NHS Richmond CCG,Heart Failure Admissions,2007,135.1239467
NHS Sutton CCG,Heart Failure Admissions,2007,133.7874321
NHS Wandsworth CCG,Heart Failure Admissions,2007,197.0330245
NHS North West Surrey CCG,Heart Failure Admissions,2007,127.9878784
NHS Oxfordshire CCG,Heart Failure Admissions,2007,118.045738
NHS Berkshire West CCG,Heart Failure Admissions,2008,107.249
NHS Surrey Heath CCG,Heart Failure Admissions,2008,82.15546908
NHS Buckinghamshire CCG,Heart Failure Admissions,2008,93.334
NHS Herts Valleys CCG,Heart Failure Admissions,2008,113.2675038
NHS Ealing CCG,Heart Failure Admissions,2008,210.198398
NHS East Berkshire CCG,Heart Failure Admissions,2008,140.468
NHS Hammersmith And Fulham CCG,Heart Failure Admissions,2008,123.495508
NHS Hillingdon CCG,Heart Failure Admissions,2008,114.869674
NHS Hounslow CCG,Heart Failure Admissions,2008,148.3486244
NHS Kingston CCG,Heart Failure Admissions,2008,142.5968081
NHS Merton CCG,Heart Failure Admissions,2008,160.1736354
NHS Richmond CCG,Heart Failure Admissions,2008,112.1544873
NHS Sutton CCG,Heart Failure Admissions,2008,118.6868133
NHS Wandsworth CCG,Heart Failure Admissions,2008,164.4366638
NHS North West Surrey CCG,Heart Failure Admissions,2008,111.2366198
NHS Oxfordshire CCG,Heart Failure Admissions,2008,112.160853
NHS Berkshire West CCG,Heart Failure Admissions,2009,113.842
NHS Surrey Heath CCG,Heart Failure Admissions,2009,112.6765593
NHS Buckinghamshire CCG,Heart Failure Admissions,2009,81.709
NHS Herts Valleys CCG,Heart Failure Admissions,2009,112.8222522
NHS Ealing CCG,Heart Failure Admissions,2009,164.3805411
NHS East Berkshire CCG,Heart Failure Admissions,2009,136.056
NHS Hammersmith And Fulham CCG,Heart Failure Admissions,2009,146.7950946
NHS Hillingdon CCG,Heart Failure Admissions,2009,154.7382977
NHS Hounslow CCG,Heart Failure Admissions,2009,173.8878578
NHS Kingston CCG,Heart Failure Admissions,2009,156.3822655
NHS Merton CCG,Heart Failure Admissions,2009,147.8942302
NHS Richmond CCG,Heart Failure Admissions,2009,111.4188904
NHS Sutton CCG,Heart Failure Admissions,2009,137.2075287
NHS Wandsworth CCG,Heart Failure Admissions,2009,182.2588614
NHS North West Surrey CCG,Heart Failure Admissions,2009,117.0278189
NHS Berkshire West CCG,Heart Failure Admissions,2010,101.781
NHS Surrey Heath CCG,Heart Failure Admissions,2010,75.90815448
NHS Buckinghamshire CCG,Heart Failure Admissions,2010,78.507
NHS Herts Valleys CCG,Heart Failure Admissions,2010,97.29071286
NHS Ealing CCG,Heart Failure Admissions,2010,188.3253278
NHS East Berkshire CCG,Heart Failure Admissions,2010,122.463
NHS Hammersmith And Fulham CCG,Heart Failure Admissions,2010,185.9349167
NHS Hillingdon CCG,Heart Failure Admissions,2010,140.4957892
NHS Hounslow CCG,Heart Failure Admissions,2010,146.3974717
NHS Kingston CCG,Heart Failure Admissions,2010,110.3914007
NHS Merton CCG,Heart Failure Admissions,2010,138.6154325
NHS Richmond CCG,Heart Failure Admissions,2010,126.2907337
NHS Sutton CCG,Heart Failure Admissions,2010,129.2261077
NHS Wandsworth CCG,Heart Failure Admissions,2010,169.4644124
NHS North West Surrey CCG,Heart Failure Admissions,2010,110.109577
NHS Oxfordshire CCG,Heart Failure Admissions,2010,112.6840635
NHS Berkshire West CCG,Heart Failure Admissions,2011,96.958
NHS Surrey Heath CCG,Heart Failure Admissions,2011,100.5523364
NHS Ealing CCG,Heart Failure Admissions,2011,171.5159708
NHS East Berkshire CCG,Heart Failure Admissions,2011,131.553
NHS Hammersmith And Fulham CCG,Heart Failure Admissions,2011,179.7144295
NHS Hillingdon CCG,Heart Failure Admissions,2011,159.8796836
NHS Hounslow CCG,Heart Failure Admissions,2011,182.6127113
NHS Kingston CCG,Heart Failure Admissions,2011,143.4338093
NHS Merton CCG,Heart Failure Admissions,2011,151.6050248
NHS Richmond CCG,Heart Failure Admissions,2011,118.5607666
NHS Sutton CCG,Heart Failure Admissions,2011,104.5848284
NHS Wandsworth CCG,Heart Failure Admissions,2011,202.9063876
NHS North West Surrey CCG,Heart Failure Admissions,2011,109.4702288
NHS Oxfordshire CCG,Heart Failure Admissions,2011,115.6027049
NHS Berkshire West CCG,Heart Failure Admissions,2012,96.625
NHS Surrey Heath CCG,Heart Failure Admissions,2012,103.5469168
NHS Buckinghamshire CCG,Heart Failure Admissions,2012,96.766
NHS Herts Valleys CCG,Heart Failure Admissions,2012,108.0995855
NHS Ealing CCG,Heart Failure Admissions,2012,212.541294
NHS East Berkshire CCG,Heart Failure Admissions,2012,136.792
NHS Hillingdon CCG,Heart Failure Admissions,2012,158.5753545
NHS Hounslow CCG,Heart Failure Admissions,2012,151.8355675
NHS Kingston CCG,Heart Failure Admissions,2012,135.4559623
NHS Merton CCG,Heart Failure Admissions,2012,143.7141913
NHS Richmond CCG,Heart Failure Admissions,2012,93.94550026
NHS Sutton CCG,Heart Failure Admissions,2012,119.4309174
NHS Wandsworth CCG,Heart Failure Admissions,2012,224.0645353
NHS North West Surrey CCG,Heart Failure Admissions,2012,119.6000959
NHS Oxfordshire CCG,Heart Failure Admissions,2012,100.6243174
NHS Berkshire West CCG,Heart Failure Admissions,2013,120.579
NHS Surrey Heath CCG,Heart Failure Admissions,2013,132.861
NHS Ealing CCG,Heart Failure Admissions,2013,190.35
NHS East Berkshire CCG,Heart Failure Admissions,2013,134.06
NHS Hillingdon CCG,Heart Failure Admissions,2013,150.359
NHS Hounslow CCG,Heart Failure Admissions,2013,152.858
NHS Kingston CCG,Heart Failure Admissions,2013,147.888
NHS Merton CCG,Heart Failure Admissions,2013,160.398
NHS Richmond CCG,Heart Failure Admissions,2013,87.411
NHS Sutton CCG,Heart Failure Admissions,2013,144.824
NHS Wandsworth CCG,Heart Failure Admissions,2013,196.639
NHS North West Surrey CCG,Heart Failure Admissions,2013,113.847
NHS Oxfordshire CCG,Heart Failure Admissions,2013,91.094
NHS Berkshire West CCG,Heart Failure Admissions,2014,110.89
NHS Surrey Heath CCG,Heart Failure Admissions,2014,102.109
NHS Buckinghamshire CCG,Heart Failure Admissions,2014,88.556
NHS Herts Valleys CCG,Heart Failure Admissions,2014,148.634
NHS Ealing CCG,Heart Failure Admissions,2014,179.228
NHS East Berkshire CCG,Heart Failure Admissions,2014,172.306
NHS Hammersmith And Fulham CCG,Heart Failure Admissions,2014,216.67
NHS Hillingdon CCG,Heart Failure Admissions,2014,182.484
NHS Hounslow CCG,Heart Failure Admissions,2014,194.506
NHS Kingston CCG,Heart Failure Admissions,2014,150.808
NHS Merton CCG,Heart Failure Admissions,2014,165.899
NHS Richmond CCG,Heart Failure Admissions,2014,114.961
NHS Sutton CCG,Heart Failure Admissions,2014,137.698
NHS Wandsworth CCG,Heart Failure Admissions,2014,185.716
NHS North West Surrey CCG,Heart Failure Admissions,2014,124.247
NHS Berkshire West CCG,Heart Failure Admissions,2015,128.411
NHS Surrey Heath CCG,Heart Failure Admissions,2015,105.534
NHS Buckinghamshire CCG,Heart Failure Admissions,2015,110.782
NHS Herts Valleys CCG,Heart Failure Admissions,2015,154.553
NHS Ealing CCG,Heart Failure Admissions,2015,210.533
NHS East Berkshire CCG,Heart Failure Admissions,2015,199.633
NHS Hammersmith And Fulham CCG,Heart Failure Admissions,2015,232.9
NHS Hillingdon CCG,Heart Failure Admissions,2015,168.965
NHS Hounslow CCG,Heart Failure Admissions,2015,212.773
NHS Kingston CCG,Heart Failure Admissions,2015,117.153
NHS Merton CCG,Heart Failure Admissions,2015,178.649
NHS Richmond CCG,Heart Failure Admissions,2015,102.69
NHS Sutton CCG,Heart Failure Admissions,2015,133.74
NHS Wandsworth CCG,Heart Failure Admissions,2015,198.227
NHS North West Surrey CCG,Heart Failure Admissions,2015,128.208
NHS Berkshire West CCG,Heart Failure Admissions,2016,132.905
NHS Surrey Heath CCG,Heart Failure Admissions,2016,103.546
NHS Buckinghamshire CCG,Heart Failure Admissions,2016,112.158
NHS Herts Valleys CCG,Heart Failure Admissions,2016,161.707
NHS Ealing CCG,Heart Failure Admissions,2016,229.199
NHS East Berkshire CCG,Heart Failure Admissions,2016,229.066
NHS Hammersmith And Fulham CCG,Heart Failure Admissions,2016,227.563
NHS Hillingdon CCG,Heart Failure Admissions,2016,160.373
NHS Hounslow CCG,Heart Failure Admissions,2016,224.271
NHS Kingston CCG,Heart Failure Admissions,2016,172.315
NHS Merton CCG,Heart Failure Admissions,2016,196.512
NHS Richmond CCG,Heart Failure Admissions,2016,134.215
NHS Sutton CCG,Heart Failure Admissions,2016,142.363
NHS Wandsworth CCG,Heart Failure Admissions,2016,217.208
NHS North West Surrey CCG,Heart Failure Admissions,2016,139.35
NHS Oxfordshire CCG,Heart Failure Admissions,2016,122.949
NHS Berkshire West CCG,Heart Failure Admissions,2017,108.295
NHS Surrey Heath CCG,Heart Failure Admissions,2017,111.788
NHS Ealing CCG,Heart Failure Admissions,2017,217.7
NHS East Berkshire CCG,Heart Failure Admissions,2017,162.965
NHS Hammersmith And Fulham CCG,Heart Failure Admissions,2017,228.944
NHS Hillingdon CCG,Heart Failure Admissions,2017,204.834
NHS Hounslow CCG,Heart Failure Admissions,2017,234.556
NHS Kingston CCG,Heart Failure Admissions,2017,205.764
NHS Merton CCG,Heart Failure Admissions,2017,187.905
NHS Richmond CCG,Heart Failure Admissions,2017,145.588
NHS Sutton CCG,Heart Failure Admissions,2017,150.028
NHS Wandsworth CCG,Heart Failure Admissions,2017,219.358
NHS North West Surrey CCG,Heart Failure Admissions,2017,130.347
NHS Oxfordshire CCG,Heart Failure Admissions,2017,144.992
NHS Berkshire West CCG,Heart Failure Admissions,2018,102.62
NHS Surrey Heath CCG,Heart Failure Admissions,2018,103.76
NHS Ealing CCG,Heart Failure Admissions,2018,214.29
NHS East Berkshire CCG,Heart Failure Admissions,2018,170.67
NHS Hammersmith And Fulham CCG,Heart Failure Admissions,2018,246.66
NHS Hillingdon CCG,Heart Failure Admissions,2018,180.13
NHS Hounslow CCG,Heart Failure Admissions,2018,223.16
NHS Kingston CCG,Heart Failure Admissions,2018,189.96
NHS Merton CCG,Heart Failure Admissions,2018,183.72
NHS Richmond CCG,Heart Failure Admissions,2018,152.66
NHS Sutton CCG,Heart Failure Admissions,2018,174.26
NHS Wandsworth CCG,Heart Failure Admissions,2018,235.68
NHS North West Surrey CCG,Heart Failure Admissions,2018,138.24
NHS Oxfordshire CCG,Heart Failure Admissions,2018,155.15
NHS Berkshire West CCG,Heart Failure Admissions,2019,134.01
NHS Surrey Heath CCG,Heart Failure Admissions,2019,125.17
NHS Buckinghamshire CCG,Heart Failure Admissions,2019,139.81
NHS Herts Valleys CCG,Heart Failure Admissions,2019,166.81
NHS Ealing CCG,Heart Failure Admissions,2019,238.12
NHS East Berkshire CCG,Heart Failure Admissions,2019,187.1
NHS Hillingdon CCG,Heart Failure Admissions,2019,192.48
NHS Hounslow CCG,Heart Failure Admissions,2019,219.9
NHS Kingston CCG,Heart Failure Admissions,2019,180.44
NHS Merton CCG,Heart Failure Admissions,2019,220.58
NHS Richmond CCG,Heart Failure Admissions,2019,142.02
NHS Sutton CCG,Heart Failure Admissions,2019,185.73
NHS Wandsworth CCG,Heart Failure Admissions,2019,218.1
NHS North West Surrey CCG,Heart Failure Admissions,2019,133.08
NHS Oxfordshire CCG,Heart Failure Admissions,2019,163.18
NHS Berkshire West CCG,Pneumonia Admissions,2004,
NHS Surrey Heath CCG,Pneumonia Admissions,2004,
NHS Ealing CCG,Pneumonia Admissions,2004,
NHS East Berkshire CCG,Pneumonia Admissions,2004,
NHS Hammersmith And Fulham CCG,Pneumonia Admissions,2004,
NHS Hillingdon CCG,Pneumonia Admissions,2004,
NHS Hounslow CCG,Pneumonia Admissions,2004,
NHS Kingston CCG,Pneumonia Admissions,2004,
NHS Merton CCG,Pneumonia Admissions,2004,
NHS Richmond CCG,Pneumonia Admissions,2004,
NHS Sutton CCG,Pneumonia Admissions,2004,
NHS Wandsworth CCG,Pneumonia Admissions,2004,
NHS North West Surrey CCG,Pneumonia Admissions,2004,
NHS Oxfordshire CCG,Pneumonia Admissions,2004,
NHS Berkshire West CCG,Pneumonia Admissions,2005,
NHS Surrey Heath CCG,Pneumonia Admissions,2005,
NHS Buckinghamshire CCG,Pneumonia Admissions,2005,
NHS Herts Valleys CCG,Pneumonia Admissions,2005,
NHS Ealing CCG,Pneumonia Admissions,2005,
NHS East Berkshire CCG,Pneumonia Admissions,2005,
NHS Hammersmith And Fulham CCG,Pneumonia Admissions,2005,
NHS Hillingdon CCG,Pneumonia Admissions,2005,
NHS Hounslow CCG,Pneumonia Admissions,2005,
NHS Kingston CCG,Pneumonia Admissions,2005,
NHS Merton CCG,Pneumonia Admissions,2005,
NHS Richmond CCG,Pneumonia Admissions,2005,
NHS Sutton CCG,Pneumonia Admissions,2005,
NHS Wandsworth CCG,Pneumonia Admissions,2005,
NHS North West Surrey CCG,Pneumonia Admissions,2005,
NHS Oxfordshire CCG,Pneumonia Admissions,2005,
NHS Berkshire West CCG,Pneumonia Admissions,2006,
NHS Surrey Heath CCG,Pneumonia Admissions,2006,
NHS Buckinghamshire CCG,Pneumonia Admissions,2006,
NHS Herts Valleys CCG,Pneumonia Admissions,2006,
NHS Ealing CCG,Pneumonia Admissions,2006,
NHS East Berkshire CCG,Pneumonia Admissions,2006,
NHS Hammersmith And Fulham CCG,Pneumonia Admissions,2006,
NHS Hillingdon CCG,Pneumonia Admissions,2006,
NHS Hounslow CCG,Pneumonia Admissions,2006,
NHS Kingston CCG,Pneumonia Admissions,2006,
NHS Merton CCG,Pneumonia Admissions,2006,
NHS Richmond CCG,Pneumonia Admissions,2006,
NHS Sutton CCG,Pneumonia Admissions,2006,
NHS Wandsworth CCG,Pneumonia Admissions,2006,
NHS North West Surrey CCG,Pneumonia Admissions,2006,
NHS Oxfordshire CCG,Pneumonia Admissions,2006,
NHS Berkshire West CCG,Pneumonia Admissions,2007,
NHS Surrey Heath CCG,Pneumonia Admissions,2007,
NHS Buckinghamshire CCG,Pneumonia Admissions,2007,
NHS Herts Valleys CCG,Pneumonia Admissions,2007,
NHS Ealing CCG,Pneumonia Admissions,2007,
NHS East Berkshire CCG,Pneumonia Admissions,2007,
NHS Hillingdon CCG,Pneumonia Admissions,2007,
NHS Hounslow CCG,Pneumonia Admissions,2007,
NHS Kingston CCG,Pneumonia Admissions,2007,
NHS Merton CCG,Pneumonia Admissions,2007,
NHS Richmond CCG,Pneumonia Admissions,2007,
NHS Sutton CCG,Pneumonia Admissions,2007,
NHS Wandsworth CCG,Pneumonia Admissions,2007,
NHS North West Surrey CCG,Pneumonia Admissions,2007,
NHS Oxfordshire CCG,Pneumonia Admissions,2007,
NHS Berkshire West CCG,Pneumonia Admissions,2008,
NHS Surrey Heath CCG,Pneumonia Admissions,2008,
NHS Buckinghamshire CCG,Pneumonia Admissions,2008,
NHS Herts Valleys CCG,Pneumonia Admissions,2008,
NHS Ealing CCG,Pneumonia Admissions,2008,
NHS East Berkshire CCG,Pneumonia Admissions,2008,
NHS Hammersmith And Fulham CCG,Pneumonia Admissions,2008,
NHS Hillingdon CCG,Pneumonia Admissions,2008,
NHS Hounslow CCG,Pneumonia Admissions,2008,
NHS Kingston CCG,Pneumonia Admissions,2008,
NHS Merton CCG,Pneumonia Admissions,2008,
NHS Richmond CCG,Pneumonia Admissions,2008,
NHS Sutton CCG,Pneumonia Admissions,2008,
NHS Wandsworth CCG,Pneumonia Admissions,2008,
NHS North West Surrey CCG,Pneumonia Admissions,2008,
NHS Oxfordshire CCG,Pneumonia Admissions,2008,
NHS Berkshire West CCG,Pneumonia Admissions,2009,
NHS Surrey Heath CCG,Pneumonia Admissions,2009,
NHS Buckinghamshire CCG,Pneumonia Admissions,2009,
NHS Herts Valleys CCG,Pneumonia Admissions,2009,
NHS Ealing CCG,Pneumonia Admissions,2009,
NHS East Berkshire CCG,Pneumonia Admissions,2009,
NHS Hammersmith And Fulham CCG,Pneumonia Admissions,2009,
NHS Hillingdon CCG,Pneumonia Admissions,2009,
NHS Hounslow CCG,Pneumonia Admissions,2009,
NHS Kingston CCG,Pneumonia Admissions,2009,
NHS Merton CCG,Pneumonia Admissions,2009,
NHS Richmond CCG,Pneumonia Admissions,2009,
NHS Sutton CCG,Pneumonia Admissions,2009,
NHS Wandsworth CCG,Pneumonia Admissions,2009,
NHS North West Surrey CCG,Pneumonia Admissions,2009,
NHS Berkshire West CCG,Pneumonia Admissions,2010,
NHS Surrey Heath CCG,Pneumonia Admissions,2010,
NHS Buckinghamshire CCG,Pneumonia Admissions,2010,
NHS Herts Valleys CCG,Pneumonia Admissions,2010,
NHS Ealing CCG,Pneumonia Admissions,2010,
NHS East Berkshire CCG,Pneumonia Admissions,2010,
NHS Hammersmith And Fulham CCG,Pneumonia Admissions,2010,
NHS Hillingdon CCG,Pneumonia Admissions,2010,
NHS Hounslow CCG,Pneumonia Admissions,2010,
NHS Kingston CCG,Pneumonia Admissions,2010,
NHS Merton CCG,Pneumonia Admissions,2010,
NHS Richmond CCG,Pneumonia Admissions,2010,
NHS Sutton CCG,Pneumonia Admissions,2010,
NHS Wandsworth CCG,Pneumonia Admissions,2010,
NHS North West Surrey CCG,Pneumonia Admissions,2010,
NHS Oxfordshire CCG,Pneumonia Admissions,2010,
NHS Berkshire West CCG,Pneumonia Admissions,2011,
NHS Surrey Heath CCG,Pneumonia Admissions,2011,
NHS Ealing CCG,Pneumonia Admissions,2011,
NHS East Berkshire CCG,Pneumonia Admissions,2011,
NHS Hammersmith And Fulham CCG,Pneumonia Admissions,2011,
NHS Hillingdon CCG,Pneumonia Admissions,2011,
NHS Hounslow CCG,Pneumonia Admissions,2011,
NHS Kingston CCG,Pneumonia Admissions,2011,
NHS Merton CCG,Pneumonia Admissions,2011,
NHS Richmond CCG,Pneumonia Admissions,2011,
NHS Sutton CCG,Pneumonia Admissions,2011,
NHS Wandsworth CCG,Pneumonia Admissions,2011,
NHS North West Surrey CCG,Pneumonia Admissions,2011,
NHS Oxfordshire CCG,Pneumonia Admissions,2011,
NHS Berkshire West CCG,Pneumonia Admissions,2012,
NHS Surrey Heath CCG,Pneumonia Admissions,2012,
NHS Buckinghamshire CCG,Pneumonia Admissions,2012,
NHS Herts Valleys CCG,Pneumonia Admissions,2012,
NHS Ealing CCG,Pneumonia Admissions,2012,
NHS East Berkshire CCG,Pneumonia Admissions,2012,
NHS Hillingdon CCG,Pneumonia Admissions,2012,
NHS Hounslow CCG,Pneumonia Admissions,2012,
NHS Kingston CCG,Pneumonia Admissions,2012,
NHS Merton CCG,Pneumonia Admissions,2012,
NHS Richmond CCG,Pneumonia Admissions,2012,
NHS Sutton CCG,Pneumonia Admissions,2012,
NHS Wandsworth CCG,Pneumonia Admissions,2012,
NHS North West Surrey CCG,Pneumonia Admissions,2012,
NHS Oxfordshire CCG,Pneumonia Admissions,2012,
NHS Berkshire West CCG,Pneumonia Admissions,2013,318.17
NHS Surrey Heath CCG,Pneumonia Admissions,2013,384.83
NHS Ealing CCG,Pneumonia Admissions,2013,394.82
NHS East Berkshire CCG,Pneumonia Admissions,2013,381.05
NHS Hillingdon CCG,Pneumonia Admissions,2013,362.91
NHS Hounslow CCG,Pneumonia Admissions,2013,410.88
NHS Kingston CCG,Pneumonia Admissions,2013,402.67
NHS Merton CCG,Pneumonia Admissions,2013,442.52
NHS Richmond CCG,Pneumonia Admissions,2013,334.03
NHS Sutton CCG,Pneumonia Admissions,2013,453.71
NHS Wandsworth CCG,Pneumonia Admissions,2013,426.33
NHS North West Surrey CCG,Pneumonia Admissions,2013,396.79
NHS Oxfordshire CCG,Pneumonia Admissions,2013,289.84
NHS Berkshire West CCG,Pneumonia Admissions,2014,402.14
NHS Surrey Heath CCG,Pneumonia Admissions,2014,473.32
NHS Buckinghamshire CCG,Pneumonia Admissions,2014,361.79
NHS Herts Valleys CCG,Pneumonia Admissions,2014,417.15
NHS Ealing CCG,Pneumonia Admissions,2014,473.91
NHS East Berkshire CCG,Pneumonia Admissions,2014,451.02
NHS Hammersmith And Fulham CCG,Pneumonia Admissions,2014,523.54
NHS Hillingdon CCG,Pneumonia Admissions,2014,468.33
NHS Hounslow CCG,Pneumonia Admissions,2014,418.95
NHS Kingston CCG,Pneumonia Admissions,2014,460.33
NHS Merton CCG,Pneumonia Admissions,2014,463.69
NHS Richmond CCG,Pneumonia Admissions,2014,375.04
NHS Sutton CCG,Pneumonia Admissions,2014,487.5
NHS Wandsworth CCG,Pneumonia Admissions,2014,449.37
NHS North West Surrey CCG,Pneumonia Admissions,2014,461.08
NHS Berkshire West CCG,Pneumonia Admissions,2015,422.41
NHS Surrey Heath CCG,Pneumonia Admissions,2015,444.13
NHS Buckinghamshire CCG,Pneumonia Admissions,2015,339.25
NHS Herts Valleys CCG,Pneumonia Admissions,2015,411.46
NHS Ealing CCG,Pneumonia Admissions,2015,466.29
NHS East Berkshire CCG,Pneumonia Admissions,2015,449.89
NHS Hammersmith And Fulham CCG,Pneumonia Admissions,2015,485.17
NHS Hillingdon CCG,Pneumonia Admissions,2015,534.73
NHS Hounslow CCG,Pneumonia Admissions,2015,453.83
NHS Kingston CCG,Pneumonia Admissions,2015,464.42
NHS Merton CCG,Pneumonia Admissions,2015,423.89
NHS Richmond CCG,Pneumonia Admissions,2015,397.07
NHS Sutton CCG,Pneumonia Admissions,2015,473.66
NHS Wandsworth CCG,Pneumonia Admissions,2015,412.84
NHS North West Surrey CCG,Pneumonia Admissions,2015,434.77
NHS Berkshire West CCG,Pneumonia Admissions,2016,462.66
NHS Surrey Heath CCG,Pneumonia Admissions,2016,571.32
NHS Buckinghamshire CCG,Pneumonia Admissions,2016,420.51
NHS Herts Valleys CCG,Pneumonia Admissions,2016,462.16
NHS Ealing CCG,Pneumonia Admissions,2016,575.78
NHS East Berkshire CCG,Pneumonia Admissions,2016,465.33
NHS Hammersmith And Fulham CCG,Pneumonia Admissions,2016,603.57
NHS Hillingdon CCG,Pneumonia Admissions,2016,496.72
NHS Hounslow CCG,Pneumonia Admissions,2016,533.98
NHS Kingston CCG,Pneumonia Admissions,2016,494.28
NHS Merton CCG,Pneumonia Admissions,2016,472.84
NHS Richmond CCG,Pneumonia Admissions,2016,453.6
NHS Sutton CCG,Pneumonia Admissions,2016,492.01
NHS Wandsworth CCG,Pneumonia Admissions,2016,445.6
NHS North West Surrey CCG,Pneumonia Admissions,2016,509.71
NHS Oxfordshire CCG,Pneumonia Admissions,2016,507.59
NHS Berkshire West CCG,Pneumonia Admissions,2017,416.39
NHS Surrey Heath CCG,Pneumonia Admissions,2017,497.6
NHS Ealing CCG,Pneumonia Admissions,2017,539.9
NHS East Berkshire CCG,Pneumonia Admissions,2017,459.12
NHS Hammersmith And Fulham CCG,Pneumonia Admissions,2017,545.2
NHS Hillingdon CCG,Pneumonia Admissions,2017,487.8
NHS Hounslow CCG,Pneumonia Admissions,2017,443.52
NHS Kingston CCG,Pneumonia Admissions,2017,550.1
NHS Merton CCG,Pneumonia Admissions,2017,460.18
NHS Richmond CCG,Pneumonia Admissions,2017,444.37
NHS Sutton CCG,Pneumonia Admissions,2017,504.3
NHS Wandsworth CCG,Pneumonia Admissions,2017,447.65
NHS North West Surrey CCG,Pneumonia Admissions,2017,485.43
NHS Oxfordshire CCG,Pneumonia Admissions,2017,437.65
NHS Berkshire West CCG,Pneumonia Admissions,2018,366
NHS Surrey Heath CCG,Pneumonia Admissions,2018,480.49
NHS Ealing CCG,Pneumonia Admissions,2018,514.54
