,Unnamed: 0,Year,Indicator Type,Indicator Name,Area Name,Radius Location,Value,heathrow_distance,LAT,LONG,category
904,904,2004,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Guildford and Waverley CCG,Outer,49.1,33590.83386,51.1811,-0.59422,MEDIUM
905,905,2005,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Croydon CCG,Outer,52.57,28645.8407,51.36600000000001,-0.07761,HIGH
906,906,2005,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Kingston CCG,Inner,47.33,14640.30942,51.3929,-0.28372,MEDIUM
907,907,2005,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Merton CCG,Outer,39.57,19616.70838,51.4106,-0.18867,MEDIUM
908,908,2005,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Richmond CCG,Inner,46.67,11948.41495,51.4403,-0.28911,MEDIUM
909,909,2005,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Sutton CCG,Outer,46.8,23268.28951,51.3576,-0.17227,MEDIUM
910,910,2005,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Wandsworth CCG,Outer,56.2,17762.401869999998,51.4524,-0.20028,HIGH
911,911,2005,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Guildford and Waverley CCG,Outer,40.63,33590.83386,51.1811,-0.59422,MEDIUM
912,912,2006,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Croydon CCG,Outer,49.0,28645.8407,51.36600000000001,-0.07761,MEDIUM
913,913,2006,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Kingston CCG,Inner,45.67,14640.30942,51.3929,-0.28372,MEDIUM
914,914,2006,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Merton CCG,Outer,38.63,19616.70838,51.4106,-0.18867,MEDIUM
915,915,2006,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Richmond CCG,Inner,41.62,11948.41495,51.4403,-0.28911,MEDIUM
916,916,2006,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Sutton CCG,Outer,44.6,23268.28951,51.3576,-0.17227,MEDIUM
917,917,2006,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Wandsworth CCG,Outer,50.96,17762.401869999998,51.4524,-0.20028,MEDIUM
918,918,2006,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Guildford and Waverley CCG,Outer,37.33,33590.83386,51.1811,-0.59422,MEDIUM
919,919,2007,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Croydon CCG,Outer,44.83,28645.8407,51.36600000000001,-0.07761,MEDIUM
920,920,2007,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Kingston CCG,Inner,46.02,14640.30942,51.3929,-0.28372,MEDIUM
921,921,2007,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Merton CCG,Outer,45.65,19616.70838,51.4106,-0.18867,MEDIUM
922,922,2007,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Richmond CCG,Inner,37.84,11948.41495,51.4403,-0.28911,MEDIUM
923,923,2007,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Sutton CCG,Outer,40.69,23268.28951,51.3576,-0.17227,MEDIUM
924,924,2007,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Wandsworth CCG,Outer,50.86,17762.401869999998,51.4524,-0.20028,MEDIUM
925,925,2007,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Guildford and Waverley CCG,Outer,35.26,33590.83386,51.1811,-0.59422,MEDIUM
926,926,2008,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Croydon CCG,Outer,43.65,28645.8407,51.36600000000001,-0.07761,MEDIUM
927,927,2008,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Kingston CCG,Inner,42.17,14640.30942,51.3929,-0.28372,MEDIUM
928,928,2008,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Merton CCG,Outer,48.71,19616.70838,51.4106,-0.18867,MEDIUM
929,929,2008,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Richmond CCG,Inner,33.33,11948.41495,51.4403,-0.28911,LOWER
930,930,2008,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Sutton CCG,Outer,36.12,23268.28951,51.3576,-0.17227,MEDIUM
931,931,2008,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Wandsworth CCG,Outer,42.06,17762.401869999998,51.4524,-0.20028,MEDIUM
932,932,2008,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Guildford and Waverley CCG,Outer,32.7,33590.83386,51.1811,-0.59422,LOWER
933,933,2009,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Croydon CCG,Outer,46.53,28645.8407,51.36600000000001,-0.07761,MEDIUM
934,934,2009,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Kingston CCG,Inner,41.91,14640.30942,51.3929,-0.28372,MEDIUM
935,935,2009,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Merton CCG,Outer,46.54,19616.70838,51.4106,-0.18867,MEDIUM
936,936,2009,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Richmond CCG,Inner,28.57,11948.41495,51.4403,-0.28911,LOWER
937,937,2009,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Sutton CCG,Outer,33.9,23268.28951,51.3576,-0.17227,LOWER
938,938,2009,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Wandsworth CCG,Outer,37.8,17762.401869999998,51.4524,-0.20028,MEDIUM
939,939,2009,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Guildford and Waverley CCG,Outer,29.28,33590.83386,51.1811,-0.59422,LOWER
940,940,2010,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Croydon CCG,Outer,46.02,28645.8407,51.36600000000001,-0.07761,MEDIUM
941,941,2010,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Kingston CCG,Inner,39.98,14640.30942,51.3929,-0.28372,MEDIUM
942,942,2010,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Merton CCG,Outer,43.04,19616.70838,51.4106,-0.18867,MEDIUM
943,943,2010,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Richmond CCG,Inner,26.62,11948.41495,51.4403,-0.28911,LOWER
944,944,2010,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Sutton CCG,Outer,30.2,23268.28951,51.3576,-0.17227,LOWER
945,945,2010,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Wandsworth CCG,Outer,37.1,17762.401869999998,51.4524,-0.20028,MEDIUM
946,946,2010,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Guildford and Waverley CCG,Outer,25.44,33590.83386,51.1811,-0.59422,LOWER
947,947,2011,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Croydon CCG,Outer,45.04,28645.8407,51.36600000000001,-0.07761,MEDIUM
948,948,2011,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Kingston CCG,Inner,40.15,14640.30942,51.3929,-0.28372,MEDIUM
949,949,2011,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Merton CCG,Outer,40.12,19616.70838,51.4106,-0.18867,MEDIUM
950,950,2011,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Richmond CCG,Inner,28.79,11948.41495,51.4403,-0.28911,LOWER
951,951,2011,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Sutton CCG,Outer,31.32,23268.28951,51.3576,-0.17227,LOWER
952,952,2011,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Wandsworth CCG,Outer,45.53,17762.401869999998,51.4524,-0.20028,MEDIUM
953,953,2011,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Guildford and Waverley CCG,Outer,23.87,33590.83386,51.1811,-0.59422,LOWER
954,954,2012,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Croydon CCG,Outer,42.33,28645.8407,51.36600000000001,-0.07761,MEDIUM
955,955,2012,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Kingston CCG,Inner,36.5,14640.30942,51.3929,-0.28372,MEDIUM
956,956,2012,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Merton CCG,Outer,39.87,19616.70838,51.4106,-0.18867,MEDIUM
957,957,2012,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Richmond CCG,Inner,30.72,11948.41495,51.4403,-0.28911,LOWER
958,958,2012,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Sutton CCG,Outer,36.24,23268.28951,51.3576,-0.17227,MEDIUM
959,959,2012,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Wandsworth CCG,Outer,48.89,17762.401869999998,51.4524,-0.20028,MEDIUM
960,960,2012,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Guildford and Waverley CCG,Outer,25.62,33590.83386,51.1811,-0.59422,LOWER
961,961,2013,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Croydon CCG,Outer,39.94,28645.8407,51.36600000000001,-0.07761,MEDIUM
962,962,2013,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Kingston CCG,Inner,33.73,14640.30942,51.3929,-0.28372,LOWER
963,963,2013,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Merton CCG,Outer,36.81,19616.70838,51.4106,-0.18867,MEDIUM
964,964,2013,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Richmond CCG,Inner,30.76,11948.41495,51.4403,-0.28911,LOWER
965,965,2013,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Sutton CCG,Outer,39.6,23268.28951,51.3576,-0.17227,MEDIUM
966,966,2013,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Wandsworth CCG,Outer,45.57,17762.401869999998,51.4524,-0.20028,MEDIUM
967,967,2013,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Guildford and Waverley CCG,Outer,26.14,33590.83386,51.1811,-0.59422,LOWER
968,968,2014,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Croydon CCG,Outer,36.78,28645.8407,51.36600000000001,-0.07761,MEDIUM
969,969,2014,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Kingston CCG,Inner,31.84,14640.30942,51.3929,-0.28372,LOWER
970,970,2014,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Merton CCG,Outer,36.98,19616.70838,51.4106,-0.18867,MEDIUM
971,971,2014,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Richmond CCG,Inner,27.62,11948.41495,51.4403,-0.28911,LOWER
972,972,2014,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Sutton CCG,Outer,35.51,23268.28951,51.3576,-0.17227,MEDIUM
973,973,2014,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Wandsworth CCG,Outer,41.0,17762.401869999998,51.4524,-0.20028,MEDIUM
974,974,2014,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Guildford and Waverley CCG,Outer,25.16,33590.83386,51.1811,-0.59422,LOWER
975,975,2015,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Croydon CCG,Outer,33.13,28645.8407,51.36600000000001,-0.07761,LOWER
976,976,2015,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Kingston CCG,Inner,28.68,14640.30942,51.3929,-0.28372,LOWER
977,977,2015,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Merton CCG,Outer,34.07,19616.70838,51.4106,-0.18867,LOWER
978,978,2015,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Richmond CCG,Inner,27.58,11948.41495,51.4403,-0.28911,LOWER
979,979,2015,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Sutton CCG,Outer,28.99,23268.28951,51.3576,-0.17227,LOWER
980,980,2015,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Wandsworth CCG,Outer,39.22,17762.401869999998,51.4524,-0.20028,MEDIUM
981,981,2015,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Guildford and Waverley CCG,Outer,21.62,33590.83386,51.1811,-0.59422,LOWER
982,982,2016,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Croydon CCG,Outer,33.7,28645.8407,51.36600000000001,-0.07761,LOWER
983,983,2016,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Kingston CCG,Inner,27.35,14640.30942,51.3929,-0.28372,LOWER
984,984,2016,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Merton CCG,Outer,32.21,19616.70838,51.4106,-0.18867,LOWER
985,985,2016,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Richmond CCG,Inner,25.48,11948.41495,51.4403,-0.28911,LOWER
986,986,2016,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Sutton CCG,Outer,26.8,23268.28951,51.3576,-0.17227,LOWER
987,987,2016,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Wandsworth CCG,Outer,39.33,17762.401869999998,51.4524,-0.20028,MEDIUM
988,988,2016,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Guildford and Waverley CCG,Outer,20.47,33590.83386,51.1811,-0.59422,LOWER
989,989,2017,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Croydon CCG,Outer,32.86,28645.8407,51.36600000000001,-0.07761,LOWER
990,990,2017,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Kingston CCG,Inner,27.85,14640.30942,51.3929,-0.28372,LOWER
991,991,2017,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Merton CCG,Outer,30.39,19616.70838,51.4106,-0.18867,LOWER
992,992,2017,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Richmond CCG,Inner,26.73,11948.41495,51.4403,-0.28911,LOWER
993,993,2017,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Sutton CCG,Outer,22.89,23268.28951,51.3576,-0.17227,LOWER
994,994,2017,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Wandsworth CCG,Outer,38.92,17762.401869999998,51.4524,-0.20028,MEDIUM
995,995,2017,Health - Mortality,<75 Coronary Heart Disease Mortality Rate,NHS Guildford and Waverley CCG,Outer,19.35,33590.83386,51.1811,-0.59422,LOWER
996,996,2006,Health - Mortality,Asthma Mortality Rate,NHS Ealing CCG,Inner,2.72676935531634,11465.53093,51.5244,-0.31405,MEDIUM
997,997,2006,Health - Mortality,Asthma Mortality Rate,NHS Hillingdon CCG,Inner,3.27833831966683,7458.185529,51.5366,-0.4418,HIGH
998,998,2006,Health - Mortality,Asthma Mortality Rate,NHS Hounslow CCG,Inner,4.1476908524101095,5336.984712,51.4624,-0.37847,HIGH
999,999,2006,Health - Mortality,Asthma Mortality Rate,NHS Buckinghamshire CCG,Outer,2.45416794405829,38818.06153,51.7414,-0.8064399999999999,MEDIUM
1000,1000,2006,Health - Mortality,Asthma Mortality Rate,NHS East Berkshire CCG,Outer,1.76985465159319,15803.713430000002,51.4541,-0.6802600000000001,MEDIUM
1001,1001,2007,Health - Mortality,Asthma Mortality Rate,NHS Ealing CCG,Inner,3.10881334449148,11465.53093,51.5244,-0.31405,MEDIUM
1002,1002,2007,Health - Mortality,Asthma Mortality Rate,NHS Hillingdon CCG,Inner,3.3266104300317,7458.185529,51.5366,-0.4418,HIGH
1003,1003,2007,Health - Mortality,Asthma Mortality Rate,NHS Hounslow CCG,Inner,3.4316620192314,5336.984712,51.4624,-0.37847,HIGH
1004,1004,2007,Health - Mortality,Asthma Mortality Rate,NHS Buckinghamshire CCG,Outer,2.46690611400708,38818.06153,51.7414,-0.8064399999999999,MEDIUM
1005,1005,2007,Health - Mortality,Asthma Mortality Rate,NHS East Berkshire CCG,Outer,2.10508039084351,15803.713430000002,51.4541,-0.6802600000000001,MEDIUM
1006,1006,2008,Health - Mortality,Asthma Mortality Rate,NHS Ealing CCG,Inner,2.9829969085407204,11465.53093,51.5244,-0.31405,MEDIUM
1007,1007,2008,Health - Mortality,Asthma Mortality Rate,NHS Hillingdon CCG,Inner,2.968732833100649,7458.185529,51.5366,-0.4418,MEDIUM
1008,1008,2008,Health - Mortality,Asthma Mortality Rate,NHS Hounslow CCG,Inner,3.367125999684009,5336.984712,51.4624,-0.37847,HIGH
1009,1009,2008,Health - Mortality,Asthma Mortality Rate,NHS Buckinghamshire CCG,Outer,2.94678093621356,38818.06153,51.7414,-0.8064399999999999,MEDIUM
1010,1010,2008,Health - Mortality,Asthma Mortality Rate,NHS East Berkshire CCG,Outer,2.15902190186892,15803.713430000002,51.4541,-0.6802600000000001,MEDIUM
1011,1011,2009,Health - Mortality,Asthma Mortality Rate,NHS Ealing CCG,Inner,3.24362718102533,11465.53093,51.5244,-0.31405,HIGH
1012,1012,2009,Health - Mortality,Asthma Mortality Rate,NHS Hillingdon CCG,Inner,2.56072882907522,7458.185529,51.5366,-0.4418,MEDIUM
1013,1013,2009,Health - Mortality,Asthma Mortality Rate,NHS Hounslow CCG,Inner,2.79164250400251,5336.984712,51.4624,-0.37847,MEDIUM
1014,1014,2009,Health - Mortality,Asthma Mortality Rate,NHS Buckinghamshire CCG,Outer,2.88908657310171,38818.06153,51.7414,-0.8064399999999999,MEDIUM
1015,1015,2009,Health - Mortality,Asthma Mortality Rate,NHS East Berkshire CCG,Outer,3.59194295609873,15803.713430000002,51.4541,-0.6802600000000001,HIGH
1016,1016,2010,Health - Mortality,Asthma Mortality Rate,NHS Ealing CCG,Inner,2.9771013643387003,11465.53093,51.5244,-0.31405,MEDIUM
1017,1017,2010,Health - Mortality,Asthma Mortality Rate,NHS Hillingdon CCG,Inner,2.73740919675276,7458.185529,51.5366,-0.4418,MEDIUM
1018,1018,2010,Health - Mortality,Asthma Mortality Rate,NHS Hounslow CCG,Inner,3.01215383598685,5336.984712,51.4624,-0.37847,MEDIUM
1019,1019,2010,Health - Mortality,Asthma Mortality Rate,NHS Buckinghamshire CCG,Outer,2.72377918830338,38818.06153,51.7414,-0.8064399999999999,MEDIUM
1020,1020,2010,Health - Mortality,Asthma Mortality Rate,NHS East Berkshire CCG,Outer,4.15872723481611,15803.713430000002,51.4541,-0.6802600000000001,HIGH
1021,1021,2011,Health - Mortality,Asthma Mortality Rate,NHS Ealing CCG,Inner,3.27280901330734,11465.53093,51.5244,-0.31405,HIGH
1022,1022,2011,Health - Mortality,Asthma Mortality Rate,NHS Hillingdon CCG,Inner,2.45870952469788,7458.185529,51.5366,-0.4418,MEDIUM
1023,1023,2011,Health - Mortality,Asthma Mortality Rate,NHS Hounslow CCG,Inner,3.11373984422536,5336.984712,51.4624,-0.37847,MEDIUM
1024,1024,2011,Health - Mortality,Asthma Mortality Rate,NHS Buckinghamshire CCG,Outer,2.4854494527374302,38818.06153,51.7414,-0.8064399999999999,MEDIUM
1025,1025,2011,Health - Mortality,Asthma Mortality Rate,NHS East Berkshire CCG,Outer,3.83508882811434,15803.713430000002,51.4541,-0.6802600000000001,HIGH
1026,1026,2012,Health - Mortality,Asthma Mortality Rate,NHS Ealing CCG,Inner,3.5075127590388,11465.53093,51.5244,-0.31405,HIGH
1027,1027,2012,Health - Mortality,Asthma Mortality Rate,NHS Hillingdon CCG,Inner,1.91020280755099,7458.185529,51.5366,-0.4418,MEDIUM
1028,1028,2012,Health - Mortality,Asthma Mortality Rate,NHS Hounslow CCG,Inner,2.7384652703797503,5336.984712,51.4624,-0.37847,MEDIUM
1029,1029,2012,Health - Mortality,Asthma Mortality Rate,NHS Buckinghamshire CCG,Outer,2.37828276679038,38818.06153,51.7414,-0.8064399999999999,MEDIUM
1030,1030,2012,Health - Mortality,Asthma Mortality Rate,NHS East Berkshire CCG,Outer,3.76764345115642,15803.713430000002,51.4541,-0.6802600000000001,HIGH
1031,1031,2013,Health - Mortality,Asthma Mortality Rate,NHS Ealing CCG,Inner,4.14045401774447,11465.53093,51.5244,-0.31405,HIGH
1032,1032,2013,Health - Mortality,Asthma Mortality Rate,NHS Hillingdon CCG,Inner,2.60386445550332,7458.185529,51.5366,-0.4418,MEDIUM
1033,1033,2013,Health - Mortality,Asthma Mortality Rate,NHS Hounslow CCG,Inner,4.21711506763129,5336.984712,51.4624,-0.37847,HIGH
1034,1034,2013,Health - Mortality,Asthma Mortality Rate,NHS Buckinghamshire CCG,Outer,2.73957428889042,38818.06153,51.7414,-0.8064399999999999,MEDIUM
1035,1035,2013,Health - Mortality,Asthma Mortality Rate,NHS East Berkshire CCG,Outer,3.39109876906816,15803.713430000002,51.4541,-0.6802600000000001,HIGH
1036,1036,2014,Health - Mortality,Asthma Mortality Rate,NHS Ealing CCG,Inner,4.65262890851473,11465.53093,51.5244,-0.31405,HIGH
1037,1037,2014,Health - Mortality,Asthma Mortality Rate,NHS Hillingdon CCG,Inner,3.14467064280233,7458.185529,51.5366,-0.4418,MEDIUM
1038,1038,2014,Health - Mortality,Asthma Mortality Rate,NHS Hounslow CCG,Inner,4.0678201953665605,5336.984712,51.4624,-0.37847,HIGH
1039,1039,2014,Health - Mortality,Asthma Mortality Rate,NHS Buckinghamshire CCG,Outer,2.76546304068169,38818.06153,51.7414,-0.8064399999999999,MEDIUM
1040,1040,2014,Health - Mortality,Asthma Mortality Rate,NHS East Berkshire CCG,Outer,4.04740157488704,15803.713430000002,51.4541,-0.6802600000000001,HIGH
1041,1041,2015,Health - Mortality,Asthma Mortality Rate,NHS Ealing CCG,Inner,5.06055216471963,11465.53093,51.5244,-0.31405,HIGH
1042,1042,2015,Health - Mortality,Asthma Mortality Rate,NHS Hillingdon CCG,Inner,3.28869607329076,7458.185529,51.5366,-0.4418,HIGH
1043,1043,2015,Health - Mortality,Asthma Mortality Rate,NHS Hounslow CCG,Inner,4.976012269633361,5336.984712,51.4624,-0.37847,HIGH
1044,1044,2015,Health - Mortality,Asthma Mortality Rate,NHS Buckinghamshire CCG,Outer,2.47232469446976,38818.06153,51.7414,-0.8064399999999999,MEDIUM
1045,1045,2015,Health - Mortality,Asthma Mortality Rate,NHS East Berkshire CCG,Outer,3.36713377539993,15803.713430000002,51.4541,-0.6802600000000001,HIGH
1046,1046,2016,Health - Mortality,Asthma Mortality Rate,NHS Ealing CCG,Inner,5.498196573060559,11465.53093,51.5244,-0.31405,HIGH
1047,1047,2016,Health - Mortality,Asthma Mortality Rate,NHS Hillingdon CCG,Inner,2.39846220618886,7458.185529,51.5366,-0.4418,MEDIUM
1048,1048,2016,Health - Mortality,Asthma Mortality Rate,NHS Hounslow CCG,Inner,2.98814292806068,5336.984712,51.4624,-0.37847,MEDIUM
1049,1049,2016,Health - Mortality,Asthma Mortality Rate,NHS Buckinghamshire CCG,Outer,2.38956839274735,38818.06153,51.7414,-0.8064399999999999,MEDIUM
1050,1050,2016,Health - Mortality,Asthma Mortality Rate,NHS East Berkshire CCG,Outer,3.0677438978732203,15803.713430000002,51.4541,-0.6802600000000001,MEDIUM
1051,1051,2017,Health - Mortality,Asthma Mortality Rate,NHS Ealing CCG,Inner,5.43629827695625,11465.53093,51.5244,-0.31405,HIGH
1052,1052,2017,Health - Mortality,Asthma Mortality Rate,NHS Hillingdon CCG,Inner,2.99185933460744,7458.185529,51.5366,-0.4418,MEDIUM
1053,1053,2017,Health - Mortality,Asthma Mortality Rate,NHS Hounslow CCG,Inner,3.53838643344234,5336.984712,51.4624,-0.37847,HIGH
1054,1054,2017,Health - Mortality,Asthma Mortality Rate,NHS Buckinghamshire CCG,Outer,2.06511120997509,38818.06153,51.7414,-0.8064399999999999,MEDIUM
1055,1055,2017,Health - Mortality,Asthma Mortality Rate,NHS East Berkshire CCG,Outer,2.60721743506544,15803.713430000002,51.4541,-0.6802600000000001,MEDIUM
1056,1056,2006,Health - Mortality,Asthma Mortality Rate,NHS North West Surrey CCG,Inner,1.47,12083.80783,51.3683,-0.5151899999999999,LOWER
1057,1057,2007,Health - Mortality,Asthma Mortality Rate,NHS North West Surrey CCG,Inner,1.23,12083.80783,51.3683,-0.5151899999999999,LOWER
1058,1058,2008,Health - Mortality,Asthma Mortality Rate,NHS North West Surrey CCG,Inner,1.43,12083.80783,51.3683,-0.5151899999999999,LOWER
1059,1059,2009,Health - Mortality,Asthma Mortality Rate,NHS North West Surrey CCG,Inner,1.76,12083.80783,51.3683,-0.5151899999999999,LOWER
1060,1060,2010,Health - Mortality,Asthma Mortality Rate,NHS North West Surrey CCG,Inner,2.01,12083.80783,51.3683,-0.5151899999999999,MEDIUM
1061,1061,2011,Health - Mortality,Asthma Mortality Rate,NHS North West Surrey CCG,Inner,1.7,12083.80783,51.3683,-0.5151899999999999,LOWER
1062,1062,2012,Health - Mortality,Asthma Mortality Rate,NHS North West Surrey CCG,Inner,1.18,12083.80783,51.3683,-0.5151899999999999,LOWER
1063,1063,2013,Health - Mortality,Asthma Mortality Rate,NHS North West Surrey CCG,Inner,1.37,12083.80783,51.3683,-0.5151899999999999,LOWER
1064,1064,2014,Health - Mortality,Asthma Mortality Rate,NHS North West Surrey CCG,Inner,1.66,12083.80783,51.3683,-0.5151899999999999,LOWER
1065,1065,2015,Health - Mortality,Asthma Mortality Rate,NHS North West Surrey CCG,Inner,1.75,12083.80783,51.3683,-0.5151899999999999,LOWER
1066,1066,2016,Health - Mortality,Asthma Mortality Rate,NHS North West Surrey CCG,Inner,1.61,12083.80783,51.3683,-0.5151899999999999,LOWER
1067,1067,2006,Health - Mortality,Asthma Mortality Rate,NHS Brent CCG,Outer,3.56391331040659,16247.54245,51.5644,-0.27568000000000004,HIGH
1068,1068,2006,Health - Mortality,Asthma Mortality Rate,NHS Harrow CCG,Outer,1.78363025654004,16107.86487,51.5946,-0.33603,MEDIUM
1069,1069,2006,Health - Mortality,Asthma Mortality Rate,NHS Herts Valleys CCG,Outer,1.67220827739807,29114.52213,51.7317,-0.4552100000000001,LOWER
1070,1070,2006,Health - Mortality,Asthma Mortality Rate,NHS Oxfordshire CCG,Outer,1.89530492434237,66982.40789,51.7715,-1.29146,MEDIUM
1071,1071,2006,Health - Mortality,Asthma Mortality Rate,NHS Berkshire West CCG,Outer,2.3215716148238,49791.74229,51.4458,-1.16963,MEDIUM
1072,1072,2007,Health - Mortality,Asthma Mortality Rate,NHS Brent CCG,Outer,3.0381146414738303,16247.54245,51.5644,-0.27568000000000004,MEDIUM
1073,1073,2007,Health - Mortality,Asthma Mortality Rate,NHS Herts Valleys CCG,Outer,1.5815467187770105,29114.52213,51.7317,-0.4552100000000001,LOWER
1074,1074,2007,Health - Mortality,Asthma Mortality Rate,NHS Oxfordshire CCG,Outer,2.50953235078305,66982.40789,51.7715,-1.29146,MEDIUM
1075,1075,2007,Health - Mortality,Asthma Mortality Rate,NHS Berkshire West CCG,Outer,2.24746043636357,49791.74229,51.4458,-1.16963,MEDIUM
1076,1076,2008,Health - Mortality,Asthma Mortality Rate,NHS Brent CCG,Outer,3.21479520473663,16247.54245,51.5644,-0.27568000000000004,HIGH
1077,1077,2008,Health - Mortality,Asthma Mortality Rate,NHS Herts Valleys CCG,Outer,1.60760520881999,29114.52213,51.7317,-0.4552100000000001,LOWER
1078,1078,2008,Health - Mortality,Asthma Mortality Rate,NHS Oxfordshire CCG,Outer,2.59024968439186,66982.40789,51.7715,-1.29146,MEDIUM
1079,1079,2008,Health - Mortality,Asthma Mortality Rate,NHS Berkshire West CCG,Outer,2.9835547078852303,49791.74229,51.4458,-1.16963,MEDIUM
