,Indicator ID,Indicator Name,Area Code,Area Name,Area Type,Sex,Age,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Compared to England value or percentiles,Time period Sortable,Radius
1462,91059,"Coronary heart disease mortality rates, under 75 years",E38000082,NHS Hillingdon CCG,CCGs (2018/19),Persons,<75 yrs,2007 - 09,52.52,46.364707791554395,59.26973146491761,,,268.0,734254.0,,Similar,2007,Inner
1463,91059,"Coronary heart disease mortality rates, under 75 years",E38000084,NHS Hounslow CCG,CCGs (2018/19),Persons,<75 yrs,2007 - 09,61.04,53.6108470635418,69.1922501547906,,,252.0,680194.0,,Similar,2007,Inner
1464,91059,"Coronary heart disease mortality rates, under 75 years",E38000128,NHS North West Surrey CCG,CCGs (2018/19),Persons,<75 yrs,2007 - 09,36.98,32.7319451287438,41.6207533656211,,,279.0,900631.0,,Better,2007,Inner
1465,91059,"Coronary heart disease mortality rates, under 75 years",E38000223,NHS Buckinghamshire CCG,CCGs (2018/19),Persons,<75 yrs,2007 - 09,41.99,38.3520701919276,45.875831768367604,,,497.0,1386801.0,,Better,2007,Inner
1466,91059,"Coronary heart disease mortality rates, under 75 years",E38000224,NHS East Berkshire CCG,CCGs (2018/19),Persons,<75 yrs,2007 - 09,52.42,47.3726166534944,57.854138675621606,,,407.0,1111936.0,,Similar,2007,Inner
1467,91059,"Coronary heart disease mortality rates, under 75 years",E38000048,NHS Ealing CCG,CCGs (2018/19),Persons,<75 yrs,2008 - 10,65.23,58.6943750286365,72.27923622650941,,,376.0,939245.0,,Worse,2008,Inner
1468,91059,"Coronary heart disease mortality rates, under 75 years",E38000082,NHS Hillingdon CCG,CCGs (2018/19),Persons,<75 yrs,2008 - 10,45.13,39.4870768575928,51.3382606649279,,,235.0,746145.0,,Similar,2008,Inner
1469,91059,"Coronary heart disease mortality rates, under 75 years",E38000084,NHS Hounslow CCG,CCGs (2018/19),Persons,<75 yrs,2008 - 10,55.85,48.8199504056414,63.6011203099784,,,235.0,695185.0,,Similar,2008,Inner
1470,91059,"Coronary heart disease mortality rates, under 75 years",E38000128,NHS North West Surrey CCG,CCGs (2018/19),Persons,<75 yrs,2008 - 10,34.53,30.459114418516396,38.9856446978974,,,264.0,908311.0,,Better,2008,Inner
1471,91059,"Coronary heart disease mortality rates, under 75 years",E38000223,NHS Buckinghamshire CCG,CCGs (2018/19),Persons,<75 yrs,2008 - 10,37.24,33.8602347623115,40.8630362814036,,,451.0,1393088.0,,Better,2008,Inner
1472,91059,"Coronary heart disease mortality rates, under 75 years",E38000224,NHS East Berkshire CCG,CCGs (2018/19),Persons,<75 yrs,2008 - 10,49.03,44.214594256824,54.210487051617406,,,392.0,1126837.0,,Similar,2008,Inner
1473,91059,"Coronary heart disease mortality rates, under 75 years",E38000048,NHS Ealing CCG,CCGs (2018/19),Persons,<75 yrs,2009 - 11,55.86,49.8935798054266,62.3326741235671,,,331.0,953626.0,,Worse,2009,Inner
1474,91059,"Coronary heart disease mortality rates, under 75 years",E38000082,NHS Hillingdon CCG,CCGs (2018/19),Persons,<75 yrs,2009 - 11,41.13,35.790620966628204,47.0290629537936,,,218.0,759830.0,,Better,2009,Inner
1475,91059,"Coronary heart disease mortality rates, under 75 years",E38000084,NHS Hounslow CCG,CCGs (2018/19),Persons,<75 yrs,2009 - 11,50.79,44.16628864691461,58.1180859903895,,,219.0,711344.0,,Similar,2009,Inner
1476,91059,"Coronary heart disease mortality rates, under 75 years",E38000128,NHS North West Surrey CCG,CCGs (2018/19),Persons,<75 yrs,2009 - 11,31.59,27.7163267533942,35.8565231604806,,,243.0,916770.0,,Better,2009,Inner
1477,91059,"Coronary heart disease mortality rates, under 75 years",E38000223,NHS Buckinghamshire CCG,CCGs (2018/19),Persons,<75 yrs,2009 - 11,35.16,31.9116894616288,38.6488383264215,,,435.0,1399991.0,,Better,2009,Inner
1478,91059,"Coronary heart disease mortality rates, under 75 years",E38000224,NHS East Berkshire CCG,CCGs (2018/19),Persons,<75 yrs,2009 - 11,45.09,40.5062629005584,50.0376990670854,,,365.0,1140839.0,,Similar,2009,Inner
1479,91059,"Coronary heart disease mortality rates, under 75 years",E38000048,NHS Ealing CCG,CCGs (2018/19),Persons,<75 yrs,2010 - 12,51.13,45.4869222842979,57.274659644282295,,,310.0,962945.0,,Worse,2010,Inner
1480,91059,"Coronary heart disease mortality rates, under 75 years",E38000082,NHS Hillingdon CCG,CCGs (2018/19),Persons,<75 yrs,2010 - 12,43.67,38.1633263026575,49.7392016443322,,,231.0,774305.0,,Similar,2010,Inner
1481,91059,"Coronary heart disease mortality rates, under 75 years",E38000084,NHS Hounslow CCG,CCGs (2018/19),Persons,<75 yrs,2010 - 12,45.6,39.3861102234709,52.5074647365384,,,200.0,725660.0,,Similar,2010,Inner
1482,91059,"Coronary heart disease mortality rates, under 75 years",E38000128,NHS North West Surrey CCG,CCGs (2018/19),Persons,<75 yrs,2010 - 12,31.77,27.906868915458894,36.0129139384711,,,247.0,924687.0,,Better,2010,Inner
1483,91059,"Coronary heart disease mortality rates, under 75 years",E38000223,NHS Buckinghamshire CCG,CCGs (2018/19),Persons,<75 yrs,2010 - 12,32.33,29.2380738465978,35.6542836291117,,,405.0,1408492.0,,Better,2010,Inner
1484,91059,"Coronary heart disease mortality rates, under 75 years",E38000224,NHS East Berkshire CCG,CCGs (2018/19),Persons,<75 yrs,2010 - 12,43.36,38.90738739301929,48.1775058971875,,,357.0,1153412.0,,Similar,2010,Inner
1485,91059,"Coronary heart disease mortality rates, under 75 years",E38000048,NHS Ealing CCG,CCGs (2018/19),Persons,<75 yrs,2011 - 13,48.52,43.0627542641468,54.46550442200271,,,298.0,969773.0,,Worse,2011,Inner
1486,91059,"Coronary heart disease mortality rates, under 75 years",E38000082,NHS Hillingdon CCG,CCGs (2018/19),Persons,<75 yrs,2011 - 13,43.16,37.7337569905514,49.148316894977896,,,234.0,789714.0,,Similar,2011,Inner
1487,91059,"Coronary heart disease mortality rates, under 75 years",E38000084,NHS Hounslow CCG,CCGs (2018/19),Persons,<75 yrs,2011 - 13,47.66,41.37652917325629,54.6204635713855,,,215.0,736889.0,,Similar,2011,Inner
1488,91059,"Coronary heart disease mortality rates, under 75 years",E38000128,NHS North West Surrey CCG,CCGs (2018/19),Persons,<75 yrs,2011 - 13,29.35,25.6519467046319,33.4223110806263,,,230.0,931437.0,,Better,2011,Inner
1489,91059,"Coronary heart disease mortality rates, under 75 years",E38000223,NHS Buckinghamshire CCG,CCGs (2018/19),Persons,<75 yrs,2011 - 13,30.32,27.3571483880549,33.5151192658749,,,387.0,1417633.0,,Better,2011,Inner
1490,91059,"Coronary heart disease mortality rates, under 75 years",E38000224,NHS East Berkshire CCG,CCGs (2018/19),Persons,<75 yrs,2011 - 13,43.62,39.16547136016339,48.438072903042496,,,361.0,1163531.0,,Similar,2011,Inner
1491,91059,"Coronary heart disease mortality rates, under 75 years",E38000048,NHS Ealing CCG,CCGs (2018/19),Persons,<75 yrs,2012 - 14,48.14,42.6983413904895,54.0758840330979,,,295.0,971951.0,,Worse,2012,Inner
1492,91059,"Coronary heart disease mortality rates, under 75 years",E38000082,NHS Hillingdon CCG,CCGs (2018/19),Persons,<75 yrs,2012 - 14,43.62,38.2029586234683,49.59134482098639,,,240.0,804418.0,,Similar,2012,Inner
1493,91059,"Coronary heart disease mortality rates, under 75 years",E38000084,NHS Hounslow CCG,CCGs (2018/19),Persons,<75 yrs,2012 - 14,44.07,38.0847442025345,50.7066722460071,,,203.0,745085.0,,Similar,2012,Inner
1494,91059,"Coronary heart disease mortality rates, under 75 years",E38000128,NHS North West Surrey CCG,CCGs (2018/19),Persons,<75 yrs,2012 - 14,28.99,25.3469288787185,33.0040021149166,,,231.0,936546.0,,Better,2012,Inner
1495,91059,"Coronary heart disease mortality rates, under 75 years",E38000223,NHS Buckinghamshire CCG,CCGs (2018/19),Persons,<75 yrs,2012 - 14,27.19,24.4204241801976,30.196487408614804,,,354.0,1428322.0,,Better,2012,Inner
1496,91059,"Coronary heart disease mortality rates, under 75 years",E38000224,NHS East Berkshire CCG,CCGs (2018/19),Persons,<75 yrs,2012 - 14,40.42,36.2164382204214,44.9780324974604,,,347.0,1173561.0,,Similar,2012,Inner
1497,91059,"Coronary heart disease mortality rates, under 75 years",E38000048,NHS Ealing CCG,CCGs (2018/19),Persons,<75 yrs,2013 - 15,47.58,42.2102812429331,53.4410556719127,,,296.0,974495.0,,Worse,2013,Inner
1498,91059,"Coronary heart disease mortality rates, under 75 years",E38000082,NHS Hillingdon CCG,CCGs (2018/19),Persons,<75 yrs,2013 - 15,46.77,41.2513189667672,52.8140092246949,,,267.0,818440.0,,Worse,2013,Inner
1499,91059,"Coronary heart disease mortality rates, under 75 years",E38000084,NHS Hounslow CCG,CCGs (2018/19),Persons,<75 yrs,2013 - 15,45.78,39.798571428749796,52.395267715942495,,,220.0,752011.0,,Similar,2013,Inner
1500,91059,"Coronary heart disease mortality rates, under 75 years",E38000128,NHS North West Surrey CCG,CCGs (2018/19),Persons,<75 yrs,2013 - 15,29.73,26.109747978974102,33.7162311134397,,,246.0,941999.0,,Better,2013,Inner
1501,91059,"Coronary heart disease mortality rates, under 75 years",E38000223,NHS Buckinghamshire CCG,CCGs (2018/19),Persons,<75 yrs,2013 - 15,26.13,23.443905427855807,29.036695918576196,,,348.0,1440945.0,,Better,2013,Inner
1502,91059,"Coronary heart disease mortality rates, under 75 years",E38000224,NHS East Berkshire CCG,CCGs (2018/19),Persons,<75 yrs,2013 - 15,39.76,35.6472686423711,44.2192805260999,,,350.0,1183646.0,,Similar,2013,Inner
1503,91059,"Coronary heart disease mortality rates, under 75 years",E38000048,NHS Ealing CCG,CCGs (2018/19),Persons,<75 yrs,2014 - 16,43.97,38.888434239359896,49.5215517301139,,,284.0,975866.0,,Similar,2014,Inner
1504,91059,"Coronary heart disease mortality rates, under 75 years",E38000082,NHS Hillingdon CCG,CCGs (2018/19),Persons,<75 yrs,2014 - 16,41.78,36.6453895931635,47.426674653827895,,,245.0,831684.0,,Similar,2014,Inner
1505,91059,"Coronary heart disease mortality rates, under 75 years",E38000084,NHS Hounslow CCG,CCGs (2018/19),Persons,<75 yrs,2014 - 16,40.43,34.9298266159763,46.5459320147731,,,201.0,758186.0,,Similar,2014,Inner
1506,91059,"Coronary heart disease mortality rates, under 75 years",E38000128,NHS North West Surrey CCG,CCGs (2018/19),Persons,<75 yrs,2014 - 16,30.59,26.9583737752913,34.573056527729804,,,259.0,947097.0,,Better,2014,Inner
1507,91059,"Coronary heart disease mortality rates, under 75 years",E38000223,NHS Buckinghamshire CCG,CCGs (2018/19),Persons,<75 yrs,2014 - 16,27.4,24.6792162368471,30.3343664293672,,,373.0,1455358.0,,Better,2014,Inner
1508,91059,"Coronary heart disease mortality rates, under 75 years",E38000224,NHS East Berkshire CCG,CCGs (2018/19),Persons,<75 yrs,2014 - 16,36.14,32.290149109352605,40.313435062562796,,,329.0,1195098.0,,Similar,2014,Inner
1509,91059,"Coronary heart disease mortality rates, under 75 years",E38000048,NHS Ealing CCG,CCGs (2018/19),Persons,<75 yrs,2015 - 17,44.87,39.8284841204513,50.3602589857079,,,300.0,974560.0,,Worse,2015,Inner
1510,91059,"Coronary heart disease mortality rates, under 75 years",E38000082,NHS Hillingdon CCG,CCGs (2018/19),Persons,<75 yrs,2015 - 17,40.96,35.9279081628816,46.48402495119871,,,245.0,842068.0,,Similar,2015,Inner
1511,91059,"Coronary heart disease mortality rates, under 75 years",E38000084,NHS Hounslow CCG,CCGs (2018/19),Persons,<75 yrs,2015 - 17,47.21,41.3028163476757,53.7108452914035,,,238.0,762616.0,,Worse,2015,Inner
1512,91059,"Coronary heart disease mortality rates, under 75 years",E38000128,NHS North West Surrey CCG,CCGs (2018/19),Persons,<75 yrs,2015 - 17,30.57,26.964555122684803,34.5316239227135,,,261.0,951293.0,,Better,2015,Inner
1513,91059,"Coronary heart disease mortality rates, under 75 years",E38000223,NHS Buckinghamshire CCG,CCGs (2018/19),Persons,<75 yrs,2015 - 17,27.64,24.945845860284802,30.5531728186665,,,385.0,1467260.0,,Better,2015,Inner
1514,91059,"Coronary heart disease mortality rates, under 75 years",E38000224,NHS East Berkshire CCG,CCGs (2018/19),Persons,<75 yrs,2015 - 17,36.01,32.2106596930398,40.1379851956467,,,333.0,1204021.0,,Similar,2015,Inner
1515,91059,"Coronary heart disease mortality rates, under 75 years",E38000048,NHS Ealing CCG,CCGs (2018/19),Persons,<75 yrs,2016 - 18,42.53,37.688906149019104,47.8052857545456,,,291.0,971062.0,,Similar,2016,Inner
1516,91059,"Coronary heart disease mortality rates, under 75 years",E38000082,NHS Hillingdon CCG,CCGs (2018/19),Persons,<75 yrs,2016 - 18,38.07,33.285303894910896,43.3396614004185,,,233.0,850151.0,,Similar,2016,Inner
1517,91059,"Coronary heart disease mortality rates, under 75 years",E38000084,NHS Hounslow CCG,CCGs (2018/19),Persons,<75 yrs,2016 - 18,45.2,39.498728940103604,51.494662085155795,,,232.0,766365.0,,Worse,2016,Inner
1518,91059,"Coronary heart disease mortality rates, under 75 years",E38000128,NHS North West Surrey CCG,CCGs (2018/19),Persons,<75 yrs,2016 - 18,28.19,24.7451042415722,31.970951123111305,,,243.0,953943.0,,Better,2016,Inner
1519,91059,"Coronary heart disease mortality rates, under 75 years",E38000223,NHS Buckinghamshire CCG,CCGs (2018/19),Persons,<75 yrs,2016 - 18,26.3,23.6986826828563,29.1177795526017,,,373.0,1476620.0,,Better,2016,Inner
1520,91059,"Coronary heart disease mortality rates, under 75 years",E38000224,NHS East Berkshire CCG,CCGs (2018/19),Persons,<75 yrs,2016 - 18,34.85,31.1626236868997,38.85898193101021,,,330.0,1212084.0,,Similar,2016,Inner
1521,91059,"Coronary heart disease mortality rates, under 75 years",E38000048,NHS Ealing CCG,CCGs (2018/19),Persons,<75 yrs,2017 - 19,42.33,37.5461080802594,47.5444749354819,,,293.0,966830.0,,Worse,2017,Inner
1522,91059,"Coronary heart disease mortality rates, under 75 years",E38000082,NHS Hillingdon CCG,CCGs (2018/19),Persons,<75 yrs,2017 - 19,38.36,33.6000664384172,43.59005017567701,,,239.0,856157.0,,Similar,2017,Inner
1523,91059,"Coronary heart disease mortality rates, under 75 years",E38000084,NHS Hounslow CCG,CCGs (2018/19),Persons,<75 yrs,2017 - 19,46.7,40.97601874160821,52.9909803474068,,,246.0,768796.0,,Worse,2017,Inner
1524,91059,"Coronary heart disease mortality rates, under 75 years",E38000128,NHS North West Surrey CCG,CCGs (2018/19),Persons,<75 yrs,2017 - 19,27.21,23.8452033042072,30.926420372219898,,,236.0,955976.0,,Better,2017,Inner
1525,91059,"Coronary heart disease mortality rates, under 75 years",E38000223,NHS Buckinghamshire CCG,CCGs (2018/19),Persons,<75 yrs,2017 - 19,23.33,20.889197176046398,25.981232693645506,,,333.0,1483155.0,,Better,2017,Inner
1526,91059,"Coronary heart disease mortality rates, under 75 years",E38000224,NHS East Berkshire CCG,CCGs (2018/19),Persons,<75 yrs,2017 - 19,34.69,31.033260552142806,38.6600936279975,,,332.0,1217448.0,,Similar,2017,Inner
1527,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000048,NHS Ealing CCG,CCGs (since 4/20),Persons,<75 yrs,2004 - 06,22.36,18.5079402297386,26.7601415567287,,,125.0,891255.0,,Similar,2004,Inner
1528,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000082,NHS Hillingdon CCG,CCGs (since 4/20),Persons,<75 yrs,2004 - 06,19.94,16.188989669567498,24.2820044912472,,,101.0,706359.0,,Similar,2004,Inner
1529,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000084,NHS Hounslow CCG,CCGs (since 4/20),Persons,<75 yrs,2004 - 06,24.24,19.533099145345695,29.726200252147798,,,96.0,638532.0,,Similar,2004,Inner
1530,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000223,NHS Buckinghamshire CCG,CCGs (since 4/20),Persons,<75 yrs,2004 - 06,15.85,13.580729346178998,18.388781713859107,,,177.0,1363349.0,,Better,2004,Inner
1531,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000224,NHS East Berkshire CCG,CCGs (since 4/20),Persons,<75 yrs,2004 - 06,17.98,14.9999122920155,21.3783986815907,,,132.0,1070902.0,,Similar,2004,Inner
1532,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000048,NHS Ealing CCG,CCGs (since 4/20),Persons,<75 yrs,2005 - 07,18.86,15.3842179852125,22.880733485837307,,,108.0,899661.0,,Similar,2005,Inner
1533,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000082,NHS Hillingdon CCG,CCGs (since 4/20),Persons,<75 yrs,2005 - 07,16.03,12.6788310040069,19.983511484167604,,,80.0,714241.0,,Similar,2005,Inner
1534,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000084,NHS Hounslow CCG,CCGs (since 4/20),Persons,<75 yrs,2005 - 07,21.4,17.029509285841698,26.5196705945017,,,87.0,652110.0,,Similar,2005,Inner
1535,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000223,NHS Buckinghamshire CCG,CCGs (since 4/20),Persons,<75 yrs,2005 - 07,13.68,11.6039356132267,16.0163600438427,,,157.0,1372083.0,,Better,2005,Inner
1536,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000224,NHS East Berkshire CCG,CCGs (since 4/20),Persons,<75 yrs,2005 - 07,17.24,14.3511030396019,20.536682147042,,,129.0,1083089.0,,Similar,2005,Inner
1537,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000048,NHS Ealing CCG,CCGs (since 4/20),Persons,<75 yrs,2006 - 08,19.37,15.8350742401934,23.4521823000454,,,108.0,910471.0,,Similar,2006,Inner
1538,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000082,NHS Hillingdon CCG,CCGs (since 4/20),Persons,<75 yrs,2006 - 08,13.73,10.6629603375246,17.390763492460803,,,70.0,723423.0,,Better,2006,Inner
1539,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000084,NHS Hounslow CCG,CCGs (since 4/20),Persons,<75 yrs,2006 - 08,18.79,14.765720353593302,23.5566715007978,,,78.0,665684.0,,Similar,2006,Inner
1540,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000223,NHS Buckinghamshire CCG,CCGs (since 4/20),Persons,<75 yrs,2006 - 08,13.22,11.2129557058426,15.474234261268101,,,157.0,1380144.0,,Better,2006,Inner
1541,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000224,NHS East Berkshire CCG,CCGs (since 4/20),Persons,<75 yrs,2006 - 08,19.03,16.0074818166835,22.450829836423893,,,145.0,1097086.0,,Similar,2006,Inner
1542,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000048,NHS Ealing CCG,CCGs (since 4/20),Persons,<75 yrs,2007 - 09,15.01,11.9412965042022,18.6073621741552,,,86.0,924517.0,,Similar,2007,Inner
1543,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000082,NHS Hillingdon CCG,CCGs (since 4/20),Persons,<75 yrs,2007 - 09,13.52,10.491123705941,17.131997156863402,,,69.0,734254.0,,Similar,2007,Inner
1544,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000084,NHS Hounslow CCG,CCGs (since 4/20),Persons,<75 yrs,2007 - 09,15.67,12.0612450841166,20.005591370792,,,68.0,680194.0,,Similar,2007,Inner
1545,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000223,NHS Buckinghamshire CCG,CCGs (since 4/20),Persons,<75 yrs,2007 - 09,12.13,10.2313492079351,14.2690604875041,,,148.0,1386801.0,,Better,2007,Inner
1546,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000224,NHS East Berkshire CCG,CCGs (since 4/20),Persons,<75 yrs,2007 - 09,20.16,17.0556133087305,23.6493900763035,,,155.0,1111936.0,,Worse,2007,Inner
1547,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000048,NHS Ealing CCG,CCGs (since 4/20),Persons,<75 yrs,2008 - 10,17.08,13.8289211540674,20.8444148419706,,,99.0,939245.0,,Similar,2008,Inner
1548,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000082,NHS Hillingdon CCG,CCGs (since 4/20),Persons,<75 yrs,2008 - 10,13.26,10.278286724972698,16.8346345344454,,,68.0,746145.0,,Similar,2008,Inner
1549,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000084,NHS Hounslow CCG,CCGs (since 4/20),Persons,<75 yrs,2008 - 10,12.88,9.66230874974559,16.8051906280721,,,56.0,695185.0,,Similar,2008,Inner
1550,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000223,NHS Buckinghamshire CCG,CCGs (since 4/20),Persons,<75 yrs,2008 - 10,11.02,9.21477329535582,13.0818413463866,,,133.0,1393088.0,,Better,2008,Inner
1551,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000224,NHS East Berkshire CCG,CCGs (since 4/20),Persons,<75 yrs,2008 - 10,19.57,16.5307795328936,23.005890514798693,,,152.0,1126837.0,,Worse,2008,Inner
1552,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000048,NHS Ealing CCG,CCGs (since 4/20),Persons,<75 yrs,2009 - 11,15.49,12.407638940612301,19.089076832258197,,,91.0,953626.0,,Similar,2009,Inner
1553,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000082,NHS Hillingdon CCG,CCGs (since 4/20),Persons,<75 yrs,2009 - 11,14.49,11.4008556276209,18.1596818638514,,,77.0,759830.0,,Similar,2009,Inner
1554,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000084,NHS Hounslow CCG,CCGs (since 4/20),Persons,<75 yrs,2009 - 11,12.08,8.998089869018429,15.850993550410099,,,54.0,711344.0,,Similar,2009,Inner
1555,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000223,NHS Buckinghamshire CCG,CCGs (since 4/20),Persons,<75 yrs,2009 - 11,12.09,10.1995717530486,14.223218161251301,,,147.0,1399991.0,,Better,2009,Inner
1556,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000224,NHS East Berkshire CCG,CCGs (since 4/20),Persons,<75 yrs,2009 - 11,18.0,15.0973949320646,21.2803236079329,,,141.0,1140839.0,,Similar,2009,Inner
1557,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000048,NHS Ealing CCG,CCGs (since 4/20),Persons,<75 yrs,2010 - 12,15.76,12.6665757176093,19.3614631174038,,,94.0,962945.0,,Similar,2010,Inner
1558,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000082,NHS Hillingdon CCG,CCGs (since 4/20),Persons,<75 yrs,2010 - 12,14.9,11.791709337586601,18.5622739392292,,,82.0,774305.0,,Similar,2010,Inner
1559,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000084,NHS Hounslow CCG,CCGs (since 4/20),Persons,<75 yrs,2010 - 12,12.43,9.30953806581702,16.240443392958902,,,56.0,725660.0,,Similar,2010,Inner
1560,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000223,NHS Buckinghamshire CCG,CCGs (since 4/20),Persons,<75 yrs,2010 - 12,12.51,10.6128815859202,14.639501574793401,,,157.0,1408492.0,,Better,2010,Inner
1561,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000224,NHS East Berkshire CCG,CCGs (since 4/20),Persons,<75 yrs,2010 - 12,15.47,12.812136414269302,18.5198987420182,,,122.0,1153412.0,,Similar,2010,Inner
1562,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000048,NHS Ealing CCG,CCGs (since 4/20),Persons,<75 yrs,2011 - 13,13.47,10.6385993331434,16.8012386819703,,,82.0,969773.0,,Similar,2011,Inner
1563,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000082,NHS Hillingdon CCG,CCGs (since 4/20),Persons,<75 yrs,2011 - 13,15.44,12.2984380029547,19.1257032866413,,,87.0,789714.0,,Similar,2011,Inner
1564,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000084,NHS Hounslow CCG,CCGs (since 4/20),Persons,<75 yrs,2011 - 13,14.69,11.314149975785101,18.7294625895665,,,68.0,736889.0,,Similar,2011,Inner
1565,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000223,NHS Buckinghamshire CCG,CCGs (since 4/20),Persons,<75 yrs,2011 - 13,11.75,9.94793420078297,13.791189133261303,,,152.0,1417633.0,,Better,2011,Inner
1566,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000224,NHS East Berkshire CCG,CCGs (since 4/20),Persons,<75 yrs,2011 - 13,15.05,12.4653372402284,18.0068262768117,,,123.0,1163531.0,,Similar,2011,Inner
1567,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000048,NHS Ealing CCG,CCGs (since 4/20),Persons,<75 yrs,2012 - 14,13.53,10.7037762755409,16.8569973109595,,,83.0,971951.0,,Similar,2012,Inner
1568,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000082,NHS Hillingdon CCG,CCGs (since 4/20),Persons,<75 yrs,2012 - 14,16.11,12.9388947695236,19.8060162864586,,,93.0,804418.0,,Similar,2012,Inner
1569,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000084,NHS Hounslow CCG,CCGs (since 4/20),Persons,<75 yrs,2012 - 14,17.84,14.1048534822891,22.246352600655197,,,82.0,745085.0,,Worse,2012,Inner
1570,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000223,NHS Buckinghamshire CCG,CCGs (since 4/20),Persons,<75 yrs,2012 - 14,9.75,8.134295731973111,11.602290569799399,,,129.0,1428322.0,,Better,2012,Inner
1571,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000224,NHS East Berkshire CCG,CCGs (since 4/20),Persons,<75 yrs,2012 - 14,13.14,10.7468080519558,15.903399871147402,,,109.0,1173561.0,,Similar,2012,Inner
1572,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000048,NHS Ealing CCG,CCGs (since 4/20),Persons,<75 yrs,2013 - 15,13.09,10.3583000979068,16.3021137248178,,,83.0,974495.0,,Similar,2013,Inner
1573,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000082,NHS Hillingdon CCG,CCGs (since 4/20),Persons,<75 yrs,2013 - 15,16.44,13.229271063541601,20.1923679059532,,,94.0,818440.0,,Similar,2013,Inner
1574,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000084,NHS Hounslow CCG,CCGs (since 4/20),Persons,<75 yrs,2013 - 15,18.25,14.5278018447963,22.6135767561752,,,87.0,752011.0,,Worse,2013,Inner
1575,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000223,NHS Buckinghamshire CCG,CCGs (since 4/20),Persons,<75 yrs,2013 - 15,8.98,7.43457397456458,10.760287846822695,,,119.0,1440945.0,,Better,2013,Inner
1576,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000224,NHS East Berkshire CCG,CCGs (since 4/20),Persons,<75 yrs,2013 - 15,15.11,12.5837027065119,17.9955168361885,,,130.0,1183646.0,,Similar,2013,Inner
1577,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000048,NHS Ealing CCG,CCGs (since 4/20),Persons,<75 yrs,2014 - 16,13.9,11.122391581275801,17.1431574656917,,,90.0,975866.0,,Similar,2014,Inner
1578,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000082,NHS Hillingdon CCG,CCGs (since 4/20),Persons,<75 yrs,2014 - 16,14.99,11.9760495005124,18.528485143818198,,,88.0,831684.0,,Similar,2014,Inner
1579,91061,"Stroke mortality rates, under 75 years (age standardised)",E38000084,NHS Hounslow CCG,CCGs (since 4/20),Persons,<75 yrs,2014 - 16,18.98,15.256282726162,23.309267591696702,,,95.0,758186.0,,Worse,2014,Inner
